T,AGF,Omega_peak,Total_Area
1.460000000000000000e+02,9.999966553013017734e-01,2.000018017698750761e+00,1.757043566780035690e+04
1.465000000000000000e+02,9.999942278159682507e-01,2.000017702970447342e+00,1.763058110605647016e+04
1.470000000000000000e+02,9.999980633262921526e-01,2.000017391447032278e+00,1.769072663750470747e+04
1.475000000000000000e+02,9.999900172845801460e-01,2.000017083085183334e+00,1.775087226119212937e+04
1.480000000000000000e+02,9.999958126252976864e-01,2.000016777842250626e+00,1.781101797617878401e+04
1.485000000000000000e+02,9.999965143399134337e-01,2.000016475676324124e+00,1.787116378153742335e+04
1.490000000000000000e+02,9.999973952242857678e-01,2.000016176546175029e+00,1.793130967635334673e+04
1.495000000000000000e+02,9.999938837332233987e-01,2.000015880411294411e+00,1.799145565972416443e+04
1.500000000000000000e+02,9.999940339954802582e-01,2.000015587231815051e+00,1.805160173075961575e+04
1.505000000000000000e+02,9.999981771843966527e-01,2.000015296968549627e+00,1.811174788858130341e+04
1.510000000000000000e+02,9.999960974808747016e-01,2.000015009582952086e+00,1.817189413232257357e+04
1.515000000000000000e+02,9.999968848547787781e-01,2.000014725037112306e+00,1.823204046112827200e+04
1.520000000000000000e+02,9.999912689110809216e-01,2.000014443293742783e+00,1.829218687415456952e+04
1.525000000000000000e+02,9.999986776782222586e-01,2.000014164316164411e+00,1.835233337056875826e+04
1.530000000000000000e+02,9.999943996296710713e-01,2.000013888068296719e+00,1.841247994954910246e+04
1.535000000000000000e+02,9.999984190294100017e-01,2.000013614514646765e+00,1.847262661028463117e+04
1.540000000000000000e+02,9.999883492687189346e-01,2.000013343620295370e+00,1.853277335197497814e+04
1.545000000000000000e+02,9.999982655811734400e-01,2.000013075350892233e+00,1.859292017383017446e+04
1.550000000000000000e+02,9.999930624406216939e-01,2.000012809672619962e+00,1.865306707507053943e+04
1.555000000000000000e+02,9.999987750928832630e-01,2.000012546552240256e+00,1.871321405492644772e+04
1.560000000000000000e+02,9.999865884748174727e-01,2.000012285956999758e+00,1.877336111263822750e+04
1.565000000000000000e+02,9.999976005124457945e-01,2.000012027854723762e+00,1.883350824745594946e+04
1.570000000000000000e+02,9.999928832506563836e-01,2.000011772213684758e+00,1.889365545863932493e+04
1.575000000000000000e+02,9.999986261164763857e-01,2.000011519002722338e+00,1.895380274545748762e+04
1.580000000000000000e+02,9.999869554919470493e-01,2.000011268191108194e+00,1.901395010718889171e+04
1.585000000000000000e+02,9.999970894698865242e-01,2.000011019748643371e+00,1.907409754312116274e+04
1.590000000000000000e+02,9.999940821261924517e-01,2.000010773645581441e+00,1.913424505255090116e+04
1.595000000000000000e+02,9.999983883821272901e-01,2.000010529852644048e+00,1.919439263478361318e+04
1.600000000000000000e+02,9.999894148246102343e-01,2.000010288341011133e+00,1.925454028913352522e+04
1.605000000000000000e+02,9.999965213935262387e-01,2.000010049082307173e+00,1.931468801492344937e+04
1.610000000000000000e+02,9.999960816636981331e-01,2.000009812048605173e+00,1.937483581148467056e+04
1.615000000000000000e+02,9.999979673062607821e-01,2.000009577212400025e+00,1.943498367815679740e+04
1.620000000000000000e+02,9.999929307077881635e-01,2.000009344546613832e+00,1.949513161428763124e+04
1.625000000000000000e+02,9.999953018929932380e-01,2.000009114024586587e+00,1.955527961923304247e+04
1.630000000000000000e+02,9.999978848673019005e-01,2.000008885620062848e+00,1.961542769235685773e+04
1.635000000000000000e+02,9.999970486604480291e-01,2.000008659307189518e+00,1.967557583303073625e+04
1.640000000000000000e+02,9.999961328167297214e-01,2.000008435060507850e+00,1.973572404063401336e+04
1.645000000000000000e+02,9.999930976829791707e-01,2.000008212854941902e+00,1.979587231455364599e+04
1.650000000000000000e+02,9.999987444669444780e-01,2.000007992665804757e+00,1.985602065418403436e+04
1.655000000000000000e+02,9.999956139196692906e-01,2.000007774468756327e+00,1.991616905892695286e+04
1.660000000000000000e+02,9.999981194752878277e-01,2.000007558239850436e+00,1.997631752819141548e+04
1.665000000000000000e+02,9.999903341179257055e-01,2.000007343955497507e+00,2.003646606139357027e+04
1.670000000000000000e+02,9.999986093292398959e-01,2.000007131592449028e+00,2.009661465795660115e+04
1.675000000000000000e+02,9.999941770893624460e-01,2.000006921127786885e+00,2.015676331731061873e+04
1.680000000000000000e+02,9.999988375493142900e-01,2.000006712538984210e+00,2.021691203889254029e+04
1.685000000000000000e+02,9.999881167980374519e-01,2.000006505803783252e+00,2.027706082214601702e+04
1.690000000000000000e+02,9.999980022535381874e-01,2.000006300900320610e+00,2.033720966652130301e+04
1.695000000000000000e+02,9.999935183190643562e-01,2.000006097806988681e+00,2.039735857147518618e+04
1.700000000000000000e+02,9.999988290524747248e-01,2.000005896502563996e+00,2.045750753647086458e+04
1.705000000000000000e+02,9.999875670069775513e-01,2.000005696966066004e+00,2.051765656097787723e+04
1.710000000000000000e+02,9.999974562793925159e-01,2.000005499176887636e+00,2.057780564447199140e+04
1.715000000000000000e+02,9.999941087017735208e-01,2.000005303114656741e+00,2.063795478643512615e+04
1.720000000000000000e+02,9.999986325420142652e-01,2.000005108759357775e+00,2.069810398635525780e+04
1.725000000000000000e+02,9.999890847806967020e-01,2.000004916091205232e+00,2.075825324372629984e+04
1.730000000000000000e+02,9.999970155316176834e-01,2.000004725090761770e+00,2.081840255804808112e+04
1.735000000000000000e+02,9.999957124918139595e-01,2.000004535738802769e+00,2.087855192882620759e+04
1.740000000000000000e+02,9.999983561070303617e-01,2.000004348016438005e+00,2.093870135557200410e+04
1.745000000000000000e+02,9.999920640685502349e-01,2.000004161905016620e+00,2.099885083780241257e+04
1.750000000000000000e+02,9.999962126686841035e-01,2.000003977386156429e+00,2.105900037503993372e+04
1.755000000000000000e+02,9.999975137631252897e-01,2.000003794441743477e+00,2.111914996681253251e+04
1.760000000000000000e+02,9.999977445435810353e-01,2.000003613053917384e+00,2.117929961265355814e+04
1.765000000000000000e+02,9.999952797439137786e-01,2.000003433205066905e+00,2.123944931210168579e+04
1.770000000000000000e+02,9.999945591943353307e-01,2.000003254877834369e+00,2.129959906470080386e+04
1.775000000000000000e+02,9.999986666174613958e-01,2.000003078055102801e+00,2.135974887000001036e+04
1.780000000000000000e+02,9.999966159710155233e-01,2.000002902720005249e+00,2.141989872755343094e+04
1.785000000000000000e+02,9.999976429647448040e-01,2.000002728855881262e+00,2.148004863692026629e+04
1.790000000000000000e+02,9.999921240483604645e-01,2.000002556446350166e+00,2.154019859766463924e+04
1.795000000000000000e+02,9.999988494351346180e-01,2.000002385475205369e+00,2.160034860935555116e+04
1.800000000000000000e+02,9.999952337273694258e-01,2.000002215926516058e+00,2.166049867156680921e+04
1.805000000000000000e+02,9.999987664913108087e-01,2.000002047784523729e+00,2.172064878387700446e+04
1.810000000000000000e+02,9.999897140942124452e-01,2.000001881033737217e+00,2.178079894586934461e+04
1.815000000000000000e+02,9.999983747797538403e-01,2.000001715658823453e+00,2.184094915713169394e+04
1.820000000000000000e+02,9.999942626244253674e-01,2.000001551644718045e+00,2.190109941725646058e+04
1.825000000000000000e+02,9.999989732022420696e-01,2.000001388976503591e+00,2.196124972584053103e+04
1.830000000000000000e+02,9.999884504597617019e-01,2.000001227639520263e+00,2.202140008248521190e+04
1.835000000000000000e+02,9.999977990911423920e-01,2.000001067619258777e+00,2.208155048679620086e+04
1.840000000000000000e+02,9.999943113534504047e-01,2.000000908901453656e+00,2.214170093838346293e+04
1.845000000000000000e+02,9.999988305556264390e-01,2.000000751471995297e+00,2.220185143686123774e+04
1.850000000000000000e+02,9.999890570664442535e-01,2.000000595316981045e+00,2.226200198184793771e+04
1.855000000000000000e+02,9.999973816092513346e-01,2.000000440422693870e+00,2.232215257296614436e+04
1.860000000000000000e+02,9.999954518165832251e-01,2.000000286775598379e+00,2.238230320984245918e+04
1.865000000000000000e+02,9.999986266038117799e-01,2.000000134362342585e+00,2.244245389210752910e+04
1.870000000000000000e+02,9.999913591237314936e-01,1.999999983169747253e+00,2.250260461939599190e+04
1.875000000000000000e+02,9.999968501414386868e-01,1.999999833184820108e+00,2.256275539134636347e+04
1.880000000000000000e+02,9.999971146536200672e-01,1.999999684394730748e+00,2.262290620760105594e+04
1.885000000000000000e+02,9.999982359826514733e-01,1.999999536786825294e+00,2.268305706780625042e+04
1.890000000000000000e+02,9.999943931913317652e-01,1.999999390348607520e+00,2.274320797161192968e+04
1.895000000000000000e+02,9.999956828474513282e-01,1.999999245067754616e+00,2.280335891867175815e+04
1.900000000000000000e+02,9.999984649405044834e-01,1.999999100932104090e+00,2.286350990864307823e+04
1.905000000000000000e+02,9.999974074745271446e-01,1.999998957929650878e+00,2.292366094118683759e+04
1.910000000000000000e+02,9.999970118864845992e-01,1.999998816048548234e+00,2.298381201596752726e+04
1.915000000000000000e+02,9.999936729803462487e-01,1.999998675277102844e+00,2.304396313265321078e+04
1.920000000000000000e+02,9.999989696181451615e-01,1.999998535603774164e+00,2.310411429091537138e+04
1.925000000000000000e+02,9.999961883203178914e-01,1.999998397017169083e+00,2.316426549042894112e+04
1.930000000000000000e+02,9.999985438554268580e-01,1.999998259506051923e+00,2.322441673087224990e+04
1.935000000000000000e+02,9.999912954419748479e-01,1.999998123059307131e+00,2.328456801192692728e+04
1.940000000000000000e+02,9.999986969539875759e-01,1.999997987665999677e+00,2.334471933327792431e+04
1.945000000000000000e+02,9.999950632935732386e-01,1.999997853315293339e+00,2.340487069461344072e+04
1.950000000000000000e+02,9.999990407340172416e-01,1.999997719996525536e+00,2.346502209562489952e+04
1.955000000000000000e+02,9.999895446665384435e-01,1.999997587699151147e+00,2.352517353600687056e+04
1.960000000000000000e+02,9.999981337507815038e-01,1.999997456412764940e+00,2.358532501545707055e+04
1.965000000000000000e+02,9.999946750263128958e-01,1.999997326127089581e+00,2.364547653367627936e+04
1.970000000000000000e+02,9.999989944632068362e-01,1.999997196831982738e+00,2.370562809036835824e+04
1.975000000000000000e+02,9.999893321253423562e-01,1.999997068517430865e+00,2.376577968524015523e+04
1.980000000000000000e+02,9.999976845102755973e-01,1.999996941173535214e+00,2.382593131800150513e+04
1.985000000000000000e+02,9.999953318863795682e-01,1.999996814790540478e+00,2.388608298836519316e+04
1.990000000000000000e+02,9.999988256361437289e-01,1.999996689358800372e+00,2.394623469604685306e+04
1.995000000000000000e+02,9.999908754000162991e-01,1.999996564868798954e+00,2.400638644076502169e+04
2.000000000000000000e+02,9.999972943378733214e-01,1.999996441311116424e+00,2.406653822224105534e+04
2.005000000000000000e+02,9.999967400867466605e-01,1.999996318676487528e+00,2.412669004019908607e+04
2.010000000000000000e+02,9.999985741028604158e-01,1.999996196955720729e+00,2.418684189436602173e+04
2.015000000000000000e+02,9.999935464909800453e-01,1.999996076139778367e+00,2.424699378447145864e+04
2.020000000000000000e+02,9.999965121681986258e-01,1.999995956219695392e+00,2.430714571024772522e+04
2.025000000000000000e+02,9.999981710121776945e-01,1.999995837186657299e+00,2.436729767142976198e+04
2.030000000000000000e+02,9.999980052173939038e-01,1.999995719031916863e+00,2.442744966775515422e+04
2.035000000000000000e+02,9.999962671187281327e-01,1.999995601746875407e+00,2.448760169896407388e+04
2.040000000000000000e+02,9.999949560825868167e-01,1.999995485322998201e+00,2.454775376479923943e+04
2.045000000000000000e+02,9.999989634851015330e-01,1.999995369751895735e+00,2.460790586500589052e+04
2.050000000000000000e+02,9.999970094292940370e-01,1.999995255025240004e+00,2.466805799933180606e+04
2.055000000000000000e+02,9.999981641445311320e-01,1.999995141134844889e+00,2.472821016752715877e+04
2.060000000000000000e+02,9.999927840454242434e-01,1.999995028072582448e+00,2.478836236934460976e+04
2.065000000000000000e+02,9.999989462465409540e-01,1.999994915830464182e+00,2.484851460453918844e+04
2.070000000000000000e+02,9.999958704495697237e-01,1.999994804400556880e+00,2.490866687286834349e+04
2.075000000000000000e+02,9.999990025582153885e-01,1.999994693775063448e+00,2.496881917409182643e+04
2.080000000000000000e+02,9.999907717277828345e-01,1.999994583946239857e+00,2.502897150797171707e+04
2.085000000000000000e+02,9.999984581307636011e-01,1.999994474906475084e+00,2.508912387427241629e+04
2.090000000000000000e+02,9.999951678816559886e-01,1.999994366648209621e+00,2.514927627276054409e+04
2.095000000000000000e+02,9.999991186950355493e-01,1.999994259164012078e+00,2.520942870320498332e+04
2.100000000000000000e+02,9.999898852746664790e-01,1.999994152446503470e+00,2.526958116537680689e+04
2.105000000000000000e+02,9.999979660134814541e-01,1.999994046488421162e+00,2.532973365904931052e+04
2.110000000000000000e+02,9.999953681527273819e-01,1.999993941282573573e+00,2.538988618399789266e+04
2.115000000000000000e+02,9.999989871331573799e-01,1.999993836821857052e+00,2.545003874000010546e+04
2.120000000000000000e+02,9.999906529753378459e-01,1.999993733099251880e+00,2.551019132683562566e+04
2.125000000000000000e+02,9.999976160064261155e-01,1.999993630107820941e+00,2.557034394428617816e+04
2.130000000000000000e+02,9.999964369679148479e-01,1.999993527840707941e+00,2.563049659213557607e+04
2.135000000000000000e+02,9.999988078991505214e-01,1.999993426291137411e+00,2.569064927016963338e+04
2.140000000000000000e+02,9.999928116960010716e-01,1.999993325452412485e+00,2.575080197817621229e+04
2.145000000000000000e+02,9.999971015149714537e-01,1.999993225317913570e+00,2.581095471594510309e+04
2.150000000000000000e+02,9.999978260887670833e-01,1.999993125881099676e+00,2.587110748326811881e+04
2.155000000000000000e+02,9.999984379769367715e-01,1.999993027135509083e+00,2.593126027993897151e+04
2.160000000000000000e+02,9.999954625768318062e-01,1.999992929074737136e+00,2.599141310575330499e+04
2.165000000000000000e+02,9.999959706680765503e-01,1.999992831692482875e+00,2.605156596050865119e+04
2.170000000000000000e+02,9.999988389056765348e-01,1.999992734982486864e+00,2.611171884400441922e+04
2.175000000000000000e+02,9.999976814561144511e-01,1.999992638938585809e+00,2.617187175604185541e+04
2.180000000000000000e+02,9.999976373449467326e-01,1.999992543554666824e+00,2.623202469642405413e+04
2.185000000000000000e+02,9.999941197800238379e-01,1.999992448824711611e+00,2.629217766495591422e+04
2.190000000000000000e+02,9.999991001279335823e-01,1.999992354742739176e+00,2.635233066144409895e+04
2.195000000000000000e+02,9.999966341118564639e-01,1.999992261302869556e+00,2.641248368569709419e+04
2.200000000000000000e+02,9.999988391404001087e-01,1.999992168499259204e+00,2.647263673752505565e+04
2.205000000000000000e+02,9.999920524833815216e-01,1.999992076326154944e+00,2.653278981673992530e+04
2.210000000000000000e+02,9.999987551955609177e-01,1.999991984777850007e+00,2.659294292315534767e+04
2.215000000000000000e+02,9.999957499034124453e-01,1.999991893848716673e+00,2.665309605658661530e+04
2.220000000000000000e+02,9.999991850808424010e-01,1.999991803533182289e+00,2.671324921685073059e+04
2.225000000000000000e+02,9.999906680185997043e-01,1.999991713825738371e+00,2.677340240376632210e+04
2.230000000000000000e+02,9.999982467621176818e-01,1.999991624720938388e+00,2.683355561715368094e+04
2.235000000000000000e+02,9.999955540014815458e-01,1.999991536213395538e+00,2.689370885683467714e+04
2.240000000000000000e+02,9.999991224401607592e-01,1.999991448297786079e+00,2.695386212263277048e+04
2.245000000000000000e+02,9.999907066709161629e-01,1.999991360968843113e+00,2.701401541437304695e+04
2.250000000000000000e+02,9.999978735387266005e-01,1.999991274221357251e+00,2.707416873188211684e+04
2.255000000000000000e+02,9.999962401414359547e-01,1.999991188050180613e+00,2.713432207498811476e+04
2.260000000000000000e+02,9.999989772044560743e-01,1.999991102450218383e+00,2.719447544352075784e+04
2.265000000000000000e+02,9.999922506458716054e-01,1.999991017416431260e+00,2.725462883731122201e+04
2.270000000000000000e+02,9.999975121683359891e-01,1.999990932943840782e+00,2.731478225619219302e+04
2.275000000000000000e+02,9.999974767405601650e-01,1.999990849027517337e+00,2.737493569999782994e+04
2.280000000000000000e+02,9.999987391429527861e-01,1.999990765662588377e+00,2.743508916856374344e+04
2.285000000000000000e+02,9.999946623887193686e-01,1.999990682844233536e+00,2.749524266172700663e+04
2.290000000000000000e+02,9.999967379325237493e-01,1.999990600567684851e+00,2.755539617932610054e+04
2.295000000000000000e+02,9.999986179616943138e-01,1.999990518828228314e+00,2.761554972120092862e+04
2.300000000000000000e+02,9.999982049883812119e-01,1.999990437621198325e+00,2.767570328719279860e+04
2.305000000000000000e+02,9.999969924046308023e-01,1.999990356941984571e+00,2.773585687714437881e+04
2.310000000000000000e+02,9.999952613169427185e-01,1.999990276786013377e+00,2.779601049089970547e+04
2.315000000000000000e+02,9.999991476499199283e-01,1.999990197148783011e+00,2.785616412830419722e+04
2.320000000000000000e+02,9.999973172544752709e-01,1.999990118025817276e+00,2.791631778920455326e+04
2.325000000000000000e+02,9.999985372602842038e-01,1.999990039412697485e+00,2.797647147344886980e+04
2.330000000000000000e+02,9.999933088424196592e-01,1.999989961305060238e+00,2.803662518088646539e+04
2.335000000000000000e+02,9.999990016693940387e-01,1.999989883698576554e+00,2.809677891136803009e+04
2.340000000000000000e+02,9.999963711250204890e-01,1.999989806588973407e+00,2.815693266474547636e+04
2.345000000000000000e+02,9.999991711498215086e-01,1.999989729972007080e+00,2.821708644087203720e+04
2.350000000000000000e+02,9.999916194333771102e-01,1.999989653843504245e+00,2.827724023960213162e+04
2.355000000000000000e+02,9.999985274455494011e-01,1.999989578199307561e+00,2.833739406079148102e+04
2.360000000000000000e+02,9.999958730278674102e-01,1.999989503035331850e+00,2.839754790429698915e+04
2.365000000000000000e+02,9.999992297227124904e-01,1.999989428347507259e+00,2.845770176997679664e+04
2.370000000000000000e+02,9.999910254610888671e-01,1.999989354131830988e+00,2.851785565769026289e+04
2.375000000000000000e+02,9.999981090074221424e-01,1.999989280384327994e+00,2.857800956729788959e+04
2.380000000000000000e+02,9.999961735523827944e-01,1.999989207101072308e+00,2.863816349866137534e+04
2.385000000000000000e+02,9.999991117009756625e-01,1.999989134278166381e+00,2.869831745164358290e+04
2.390000000000000000e+02,9.999919078441076303e-01,1.999989061911774835e+00,2.875847142610852097e+04
2.395000000000000000e+02,9.999978052654284744e-01,1.999988989998077837e+00,2.881862542192136607e+04
2.400000000000000000e+02,9.999971667305957990e-01,1.999988918533319282e+00,2.887877943894834971e+04
2.405000000000000000e+02,9.999989480228134164e-01,1.999988847513758827e+00,2.893893347705690758e+04
2.410000000000000000e+02,9.999939331494390737e-01,1.999988776935717860e+00,2.899908753611553402e+04
2.415000000000000000e+02,9.999972950081362777e-01,1.999988706795532867e+00,2.905924161599378567e+04
2.420000000000000000e+02,9.999983315959741770e-01,1.999988637089600729e+00,2.911939571656235785e+04
2.425000000000000000e+02,9.999985924047276598e-01,1.999988567814333651e+00,2.917954983769298997e+04
2.430000000000000000e+02,9.999962707255611871e-01,1.999988498966200678e+00,2.923970397925846919e+04
2.435000000000000000e+02,9.999961914449742029e-01,1.999988430541688178e+00,2.929985814113265587e+04
2.440000000000000000e+02,9.999990854627979209e-01,1.999988362537338915e+00,2.936001232319039991e+04
2.445000000000000000e+02,9.999978963303615132e-01,1.999988294949709422e+00,2.942016652530763895e+04
2.450000000000000000e+02,9.999980985027008273e-01,1.999988227775410854e+00,2.948032074736127106e+04
2.455000000000000000e+02,9.999944754677919656e-01,1.999988161011071464e+00,2.954047498922925297e+04
2.460000000000000000e+02,9.999991756859160086e-01,1.999988094653371018e+00,2.960062925079051274e+04
2.465000000000000000e+02,9.999969897915873540e-01,1.999988028699004383e+00,2.966078353192492432e+04
2.470000000000000000e+02,9.999990515622876330e-01,1.999987963144720604e+00,2.972093783251338755e+04
2.475000000000000000e+02,9.999926664970656409e-01,1.999987897987278940e+00,2.978109215243775907e+04
2.480000000000000000e+02,9.999987969263992582e-01,1.999987833223491940e+00,2.984124649158083776e+04
2.485000000000000000e+02,9.999962940017201873e-01,1.999987768850189918e+00,2.990140084982636472e+04
2.490000000000000000e+02,9.999992935093665603e-01,1.999987704864242932e+00,2.996155522705904150e+04
2.495000000000000000e+02,9.999915798019370916e-01,1.999987641262546134e+00,3.002170962316447549e+04
2.500000000000000000e+02,9.999983449924710888e-01,1.999987578042034198e+00,3.008186403802920540e+04
2.505000000000000000e+02,9.999962419551815529e-01,1.999987515199661336e+00,3.014201847154064671e+04
2.510000000000000000e+02,9.999992244843982636e-01,1.999987452732423510e+00,3.020217292358713530e+04
2.515000000000000000e+02,9.999918088917288950e-01,1.999987390637336881e+00,3.026232739405793836e+04
2.520000000000000000e+02,9.999980314607119780e-01,1.999987328911452700e+00,3.032248188284311618e+04
2.525000000000000000e+02,9.999969344235932756e-01,1.999987267551849746e+00,3.038263638983369674e+04
2.530000000000000000e+02,9.999990964277195582e-01,1.999987206555636110e+00,3.044279091492147927e+04
2.535000000000000000e+02,9.999933361958440736e-01,1.999987145919948084e+00,3.050294545799918706e+04
2.540000000000000000e+02,9.999976843985157737e-01,1.999987085641950602e+00,3.056310001896038011e+04
2.545000000000000000e+02,9.999980195326638732e-01,1.999987025718833022e+00,3.062325459769942245e+04
2.550000000000000000e+02,9.999988664801412463e-01,1.999986966147819789e+00,3.068340919411155846e+04
2.555000000000000000e+02,9.999955282605961226e-01,1.999986906926151553e+00,3.074356380809278926e+04
2.560000000000000000e+02,9.999969102533242671e-01,1.999986848051110711e+00,3.080371843953998905e+04
2.565000000000000000e+02,9.999989281277908981e-01,1.999986789519988539e+00,3.086387308835082877e+04
2.570000000000000000e+02,9.999983601688386958e-01,1.999986731330119616e+00,3.092402775442375423e+04
2.575000000000000000e+02,9.999975419789416398e-01,1.999986673478848731e+00,3.098418243765800435e+04
2.580000000000000000e+02,9.999955037176373462e-01,1.999986615963560421e+00,3.104433713795361837e+04
2.585000000000000000e+02,9.999992617225827995e-01,1.999986558781654988e+00,3.110449185521141044e+04
2.590000000000000000e+02,9.999975649396845023e-01,1.999986501930561378e+00,3.116464658933294777e+04
2.595000000000000000e+02,9.999988121829458398e-01,1.999986445407732738e+00,3.122480134022056154e+04
2.600000000000000000e+02,9.999937363399424850e-01,1.999986389210647086e+00,3.128495610777735783e+04
2.605000000000000000e+02,9.999990358949336633e-01,1.999986333336805755e+00,3.134511089190713028e+04
2.610000000000000000e+02,9.999967764479139598e-01,1.999986277783734501e+00,3.140526569251449109e+04
2.615000000000000000e+02,9.999992952975679250e-01,1.999986222548983061e+00,3.146542050950474004e+04
2.620000000000000000e+02,9.999923160873762651e-01,1.999986167630124267e+00,3.152557534278388266e+04
2.625000000000000000e+02,9.999985877441515125e-01,1.999986113024754264e+00,3.158573019225866665e+04
2.630000000000000000e+02,9.999964376291563539e-01,1.999986058730490956e+00,3.164588505783656728e+04
2.635000000000000000e+02,9.999993163311780009e-01,1.999986004744976231e+00,3.170603993942574380e+04
2.640000000000000000e+02,9.999919580330211000e-01,1.999985951065872847e+00,3.176619483693502843e+04
2.645000000000000000e+02,9.999982324300724645e-01,1.999985897690868653e+00,3.182634975027400651e+04
2.650000000000000000e+02,9.999968054808114903e-01,1.999985844617665265e+00,3.188650467935288907e+04
2.655000000000000000e+02,9.999992108028727955e-01,1.999985791843997385e+00,3.194665962408257838e+04
2.660000000000000000e+02,9.999929194773635732e-01,1.999985739367613924e+00,3.200681458437467518e+04
2.665000000000000000e+02,9.999979588445107037e-01,1.999985687186287775e+00,3.206696956014143871e+04
2.670000000000000000e+02,9.999977220995204252e-01,1.999985635297804931e+00,3.212712455129573573e+04
2.675000000000000000e+02,9.999990575543046267e-01,1.999985583699984693e+00,3.218727955775114970e+04
2.680000000000000000e+02,9.999948239626647029e-01,1.999985532390658127e+00,3.224743457942187160e+04
2.685000000000000000e+02,9.999974422102499982e-01,1.999985481367680284e+00,3.230758961622276547e+04
2.690000000000000000e+02,9.999986986721387527e-01,1.999985430628918870e+00,3.236774466806930650e+04
2.695000000000000000e+02,9.999987121163058656e-01,1.999985380172274674e+00,3.242789973487759198e+04
2.700000000000000000e+02,9.999968988336844777e-01,1.999985329995652039e+00,3.248805481656436677e+04
2.705000000000000000e+02,9.999963610789620594e-01,1.999985280096991058e+00,3.254820991304696872e+04
2.710000000000000000e+02,9.999992501533695455e-01,1.999985230474234266e+00,3.260836502424335413e+04
2.715000000000000000e+02,9.999980680607107875e-01,1.999985181125359501e+00,3.266852015007211958e+04
2.720000000000000000e+02,9.999984477320975618e-01,1.999985132048346825e+00,3.272867529045237825e+04
2.725000000000000000e+02,9.999947644129226765e-01,1.999985083241211381e+00,3.278883044530393090e+04
2.730000000000000000e+02,9.999992193949631680e-01,1.999985034701969644e+00,3.284898561454712762e+04
2.735000000000000000e+02,9.999972805687826760e-01,1.999984986428673173e+00,3.290914079810286785e+04
2.740000000000000000e+02,9.999992099414608537e-01,1.999984938419374414e+00,3.296929599589268764e+04
2.745000000000000000e+02,9.999931768541804322e-01,1.999984890672157789e+00,3.302945120783867605e+04
2.750000000000000000e+02,9.999988312035578142e-01,1.999984843185117489e+00,3.308960643386347510e+04
2.755000000000000000e+02,9.999967371740338118e-01,1.999984795956366801e+00,3.314976167389029433e+04
2.760000000000000000e+02,9.999993774098211441e-01,1.999984748984036109e+00,3.320991692784291081e+04
2.765000000000000000e+02,9.999923349824617613e-01,1.999984702266272008e+00,3.327007219564565457e+04
2.770000000000000000e+02,9.999984326777147103e-01,1.999984655801237965e+00,3.333022747722340137e+04
2.775000000000000000e+02,9.999967939023403085e-01,1.999984609587117435e+00,3.339038277250153624e+04
2.780000000000000000e+02,9.999993070872191803e-01,1.999984563622101197e+00,3.345053808140605543e+04
2.785000000000000000e+02,9.999927154278320796e-01,1.999984517904409342e+00,3.351069340386341355e+04
2.790000000000000000e+02,9.999981643925630603e-01,1.999984472432263516e+00,3.357084873980065458e+04
2.795000000000000000e+02,9.999974761317540484e-01,1.999984427203915116e+00,3.363100408914528089e+04
2.800000000000000000e+02,9.999991915862945779e-01,1.999984382217618650e+00,3.369115945182534779e+04
2.805000000000000000e+02,9.999942157605687942e-01,1.999984337471655715e+00,3.375131482776946359e+04
2.810000000000000000e+02,9.999978207671288422e-01,1.999984292964311017e+00,3.381147021690668043e+04
2.815000000000000000e+02,9.999984276893701951e-01,1.999984248693898570e+00,3.387162561916657432e+04
2.820000000000000000e+02,9.999989666734905303e-01,1.999984204658731946e+00,3.393178103447925969e+04
2.825000000000000000e+02,9.999962154983530471e-01,1.999984160857154247e+00,3.399193646277527296e+04
2.830000000000000000e+02,9.999970436757683601e-01,1.999984117287513241e+00,3.405209190398573264e+04
2.835000000000000000e+02,9.999991466418179931e-01,1.999984073948170682e+00,3.411224735804217926e+04
2.840000000000000000e+02,9.999984833994670641e-01,1.999984030837510529e+00,3.417240282487664081e+04
2.845000000000000000e+02,9.999979677390664623e-01,1.999983987953930287e+00,3.423255830442164734e+04
2.850000000000000000e+02,9.999956956215798609e-01,1.999983945295830567e+00,3.429271379661020183e+04
2.855000000000000000e+02,9.999993308581203166e-01,1.999983902861634188e+00,3.435286930137575109e+04
2.860000000000000000e+02,9.999977681054268430e-01,1.999983860649782175e+00,3.441302481865227310e+04
2.865000000000000000e+02,9.999990199689474668e-01,1.999983818658723989e+00,3.447318034837410960e+04
2.870000000000000000e+02,9.999940936629876376e-01,1.999983776886916642e+00,3.453333589047613350e+04
2.875000000000000000e+02,9.999990561563338876e-01,1.999983735332836243e+00,3.459349144489363971e+04
2.880000000000000000e+02,9.999971115662530385e-01,1.999983693994979772e+00,3.465364701156240335e+04
2.885000000000000000e+02,9.999993896582719533e-01,1.999983652871847539e+00,3.471380259041861427e+04
2.890000000000000000e+02,9.999929031272296598e-01,1.999983611961949848e+00,3.477395818139892071e+04
2.895000000000000000e+02,9.999986429567131463e-01,1.999983571263815652e+00,3.483411378444040747e+04
2.900000000000000000e+02,9.999968990998239216e-01,1.999983530775991225e+00,3.489426939948058862e+04
2.905000000000000000e+02,9.999993864248301056e-01,1.999983490497027061e+00,3.495442502645742934e+04
2.910000000000000000e+02,9.999927377402416662e-01,1.999983450425492082e+00,3.501458066530928772e+04
