T,AGF,Avg_Leakage,Unitary_Error
1.030000000000000000e+02,9.999960694047329568e-01,3.930581438632563263e-06,8.760978550403919485e-06
1.035000000000000000e+02,9.999999984818837007e-01,1.518116243826028722e-09,4.001920239637968280e-09
1.040000000000000000e+02,9.999892832028887124e-01,1.071668938676384464e-05,2.549815027974577930e-05
1.045000000000000000e+02,9.999870998718932702e-01,1.290007247961577619e-05,2.241696540883353350e-05
1.050000000000000000e+02,9.999955518511587371e-01,4.448127018441550007e-06,9.246702872944823071e-06
1.055000000000000000e+02,9.999998175316330284e-01,1.824683404094695760e-07,4.456006782449506431e-07
1.060000000000000000e+02,9.999918598888015708e-01,8.140044233773124915e-06,1.862366101579304711e-05
1.065000000000000000e+02,9.999860379828634516e-01,1.396191303740246248e-05,2.960215807346067152e-05
1.070000000000000000e+02,9.999949511121117851e-01,5.048857300432585404e-06,1.009778912008929552e-05
1.075000000000000000e+02,9.999993160943707604e-01,6.839053825480334581e-07,1.444006086148696966e-06
1.080000000000000000e+02,9.999943594510355416e-01,5.640516847510435028e-06,1.291177015494415770e-05
1.085000000000000000e+02,9.999854779997786602e-01,1.452183079703184276e-05,3.555326703708061586e-05
1.090000000000000000e+02,9.999941772987789301e-01,5.822663970339592154e-06,1.212574200204485919e-05
1.095000000000000000e+02,9.999986660246751313e-01,1.333974734285536812e-06,2.306163274345962577e-06
1.100000000000000000e+02,9.999965440413246531e-01,3.455947496927569418e-06,8.233141096547491600e-06
1.105000000000000000e+02,9.999855495450891141e-01,1.445025639165709030e-05,3.813416658826618288e-05
1.110000000000000000e+02,9.999931819897749374e-01,6.817968865119317101e-06,1.521885434097036693e-05
1.115000000000000000e+02,9.999980051526355940e-01,1.994845930552990865e-06,3.824005983754652505e-06
1.120000000000000000e+02,9.999982403716813906e-01,1.759625582853363568e-06,4.443088110983595129e-06
1.125000000000000000e+02,9.999862982320607552e-01,1.370159162625284033e-05,3.660534220006894657e-05
1.130000000000000000e+02,9.999919786712145875e-01,8.021286341808320230e-06,1.816691772971168461e-05
1.135000000000000000e+02,9.999974133805451526e-01,2.586615690580718052e-06,5.725351176266713082e-06
1.140000000000000000e+02,9.999993623973647550e-01,6.376022634313471826e-07,1.687278152417981403e-06
1.145000000000000000e+02,9.999876773443929778e-01,1.232252093691377226e-05,3.180901328003749029e-05
1.150000000000000000e+02,9.999906494487404984e-01,9.350513655942416236e-06,1.930362408908425920e-05
1.155000000000000000e+02,9.999969058107612829e-01,3.094181596691170100e-06,7.019437017641294574e-06
1.160000000000000000e+02,9.999999127905685459e-01,8.720942418216637293e-08,2.328364661074999731e-07
1.165000000000000000e+02,9.999895514558891918e-01,1.044844514677678582e-05,2.547160141508353348e-05
1.170000000000000000e+02,9.999893335427818553e-01,1.066642141656082288e-05,1.758371739968289660e-05
1.175000000000000000e+02,9.999964404272134733e-01,3.559559873994588841e-06,7.635557441876272833e-06
1.180000000000000000e+02,9.999999725308686971e-01,2.746913058127020690e-08,6.992991696819217395e-08
1.185000000000000000e+02,9.999917204244613833e-01,8.279508067948748717e-06,1.918608093243179269e-05
1.190000000000000000e+02,9.999882051490345258e-01,1.179479154711504663e-05,2.306729108214611301e-05
