T,AGF,Avg_Leakage
1.945000000000000000e+02,9.999982145937524880e-01,1.785404362797393674e-06
1.950000000000000000e+02,9.999993635979839146e-01,6.364013643844756984e-07
1.955000000000000000e+02,9.999825270725736237e-01,1.747247518968375601e-05
1.960000000000000000e+02,9.999930956920344283e-01,6.904264479690169765e-06
1.965000000000000000e+02,9.999979952150068740e-01,2.004782702513807635e-06
1.970000000000000000e+02,9.999999289749977871e-01,7.102499244293625225e-08
1.975000000000000000e+02,9.999824811666991886e-01,1.751838063523969424e-05
1.980000000000000000e+02,9.999930846109640337e-01,6.915322585010486023e-06
1.985000000000000000e+02,9.999979653540220781e-01,2.034642352821691702e-06
1.990000000000000000e+02,9.999999879850596241e-01,1.201493982083690071e-08
1.995000000000000000e+02,9.999848845487955273e-01,1.511511329155279526e-05
2.000000000000000000e+02,9.999930827436223080e-01,6.917158999142358766e-06
2.005000000000000000e+02,9.999977960385335596e-01,2.203955627888554147e-06
2.010000000000000000e+02,9.999998349108780715e-01,1.650890661952786331e-07
2.015000000000000000e+02,9.999889406878624820e-01,1.105913123800039699e-05
2.020000000000000000e+02,9.999922276990342862e-01,7.772165083297366550e-06
2.025000000000000000e+02,9.999971415425517041e-01,2.858450253606648062e-06
2.030000000000000000e+02,9.999995161671287880e-01,4.838325448064395573e-07
2.035000000000000000e+02,9.999932946550400548e-01,6.705278628116317918e-06
2.040000000000000000e+02,9.999900799085386094e-01,9.919903478872171831e-06
2.045000000000000000e+02,9.999959719556003046e-01,4.028035132330742840e-06
2.050000000000000000e+02,9.999990416689957806e-01,9.583301631144180988e-07
2.055000000000000000e+02,9.999967671793168478e-01,3.232805190322984856e-06
2.060000000000000000e+02,9.999870634768444067e-01,1.293625363119055294e-05
2.065000000000000000e+02,9.999946699183996923e-01,5.330064830166847401e-06
2.070000000000000000e+02,9.999985454552765551e-01,1.454543330781099542e-06
2.075000000000000000e+02,9.999988612431908175e-01,1.138754805229957867e-06
2.080000000000000000e+02,9.999843637473855296e-01,1.563588662611969937e-05
2.085000000000000000e+02,9.999937790029157503e-01,6.220966831893548488e-06
2.090000000000000000e+02,9.999982260374042919e-01,1.773960865869561587e-06
2.095000000000000000e+02,9.999997708673575847e-01,2.291325502667973524e-07
2.100000000000000000e+02,9.999832978198408551e-01,1.670176874735140871e-05
2.105000000000000000e+02,9.999935422494209414e-01,6.457702642959084471e-06
2.110000000000000000e+02,9.999981411259486475e-01,1.858871637616665851e-06
2.115000000000000000e+02,9.999999970601374244e-01,2.939862464579334755e-09
2.120000000000000000e+02,9.999845477439777142e-01,1.545190327356671389e-05
2.125000000000000000e+02,9.999936199602412756e-01,6.379967962932830972e-06
2.130000000000000000e+02,9.999980805148620533e-01,1.919481000811629201e-06
2.135000000000000000e+02,9.999999342404182201e-01,6.575957212096028570e-08
2.140000000000000000e+02,9.999877860228554294e-01,1.221375635873656051e-05
2.145000000000000000e+02,9.999932398490625207e-01,6.760048210652236378e-06
2.150000000000000000e+02,9.999976895927268350e-01,2.310401523764049614e-06
2.155000000000000000e+02,9.999997140962447739e-01,2.859036176694473852e-07
2.160000000000000000e+02,9.999918990087062198e-01,8.100894335782982125e-06
2.165000000000000000e+02,9.999917439279215614e-01,8.255930140643741311e-06
2.170000000000000000e+02,9.999967842752921499e-01,3.215717894855529835e-06
2.175000000000000000e+02,9.999993344325233124e-01,6.655669946287190442e-07
2.180000000000000000e+02,9.999956275493128155e-01,4.372422456322411222e-06
2.185000000000000000e+02,9.999891497990249789e-01,1.084999917810858250e-05
2.190000000000000000e+02,9.999955595810888775e-01,4.440408001959994522e-06
2.195000000000000000e+02,9.999988616852266698e-01,1.138313801885004750e-06
2.200000000000000000e+02,9.999981881280266549e-01,1.811867027412539244e-06
2.205000000000000000e+02,9.999863027195040610e-01,1.369699358111375886e-05
2.210000000000000000e+02,9.999945017344111786e-01,5.498244960211451371e-06
2.215000000000000000e+02,9.999984734636280237e-01,1.526535028939512983e-06
2.220000000000000000e+02,9.999994975791146601e-01,5.024204714487723322e-07
2.225000000000000000e+02,9.999844740183730929e-01,1.552562516837774353e-05
2.230000000000000000e+02,9.999940121022546924e-01,5.987863262890691374e-06
2.235000000000000000e+02,9.999983036838859807e-01,1.696314418264677215e-06
2.240000000000000000e+02,9.999999473541831829e-01,5.264581126596112881e-08
2.245000000000000000e+02,9.999846471983273588e-01,1.535245382666694525e-05
2.250000000000000000e+02,9.999940196779227852e-01,5.980269302652274632e-06
2.255000000000000000e+02,9.999982689070670006e-01,1.731090117362832359e-06
2.260000000000000000e+02,9.999999875949914241e-01,1.240500813182165984e-08
2.265000000000000000e+02,9.999869442044115875e-01,1.305554339059433744e-05
2.270000000000000000e+02,9.999939329528796383e-01,6.066969589380022398e-06
2.275000000000000000e+02,9.999980700397539390e-01,1.929955794510718192e-06
2.280000000000000000e+02,9.999998500014072311e-01,1.499985484709753791e-07
2.285000000000000000e+02,9.999905962736630460e-01,9.403595530033115324e-06
2.290000000000000000e+02,9.999930158231181698e-01,6.984068450233138492e-06
2.295000000000000000e+02,9.999974319514948196e-01,2.568043099948624786e-06
2.300000000000000000e+02,9.999995650439682526e-01,4.349557836125228505e-07
2.305000000000000000e+02,9.999943946268956552e-01,5.605326729885007353e-06
2.310000000000000000e+02,9.999909558405246646e-01,9.044007436509460263e-06
2.315000000000000000e+02,9.999963690154750617e-01,3.630977166602100681e-06
2.320000000000000000e+02,9.999991495972591071e-01,8.504021111743753636e-07
2.325000000000000000e+02,9.999973481253867647e-01,2.651864160707617657e-06
2.330000000000000000e+02,9.999882229556341651e-01,1.177682438480154303e-05
2.335000000000000000e+02,9.999952466414667729e-01,4.753344784447222082e-06
2.340000000000000000e+02,9.999987305370598989e-01,1.269461916586500649e-06
2.345000000000000000e+02,9.999990875101840704e-01,9.124885144151662075e-07
2.350000000000000000e+02,9.999859117995860691e-01,1.408790450230235081e-05
2.355000000000000000e+02,9.999945262326344064e-01,5.473742823780547440e-06
2.360000000000000000e+02,9.999984756948787634e-01,1.524303842481700144e-06
2.365000000000000000e+02,9.999998234949295517e-01,1.765050141599999733e-07
2.370000000000000000e+02,9.999851543258635456e-01,1.484534909979018380e-05
2.375000000000000000e+02,9.999943656379095547e-01,5.634323367309512776e-06
2.380000000000000000e+02,9.999984090240181533e-01,1.590974085918794856e-06
2.385000000000000000e+02,9.999999987000169899e-01,1.299983010127903071e-09
2.390000000000000000e+02,9.999864670016874735e-01,1.353272756499102059e-05
2.395000000000000000e+02,9.999943995453044465e-01,5.600396531191265126e-06
2.400000000000000000e+02,9.999983253995667898e-01,1.674597169598612822e-06
2.405000000000000000e+02,9.999999375233713517e-01,6.247661998859399546e-08
2.410000000000000000e+02,9.999894699302233070e-01,1.052990565941769319e-05
2.415000000000000000e+02,9.999939358851606119e-01,6.064031559338545208e-06
2.420000000000000000e+02,9.999979205490412415e-01,2.079446552283314986e-06
2.425000000000000000e+02,9.999997374814151296e-01,2.625184752913511943e-07
2.430000000000000000e+02,9.999931329141842351e-01,6.867016178246920788e-06
2.435000000000000000e+02,9.999924416617259615e-01,7.558222337444853167e-06
2.440000000000000000e+02,9.999970692401397576e-01,2.930754502306065490e-06
2.445000000000000000e+02,9.999993971937041204e-01,6.028059219564951832e-07
2.450000000000000000e+02,9.999963628846840757e-01,3.637095762676345601e-06
2.455000000000000000e+02,9.999900226579651052e-01,9.977175003061944381e-06
2.460000000000000000e+02,9.999959803637883393e-01,4.019627141804704706e-06
2.465000000000000000e+02,9.999989871328537339e-01,1.012866408856005762e-06
2.470000000000000000e+02,9.999985262537229858e-01,1.473742981872305791e-06
2.475000000000000000e+02,9.999874997783907427e-01,1.249998454855294483e-05
2.480000000000000000e+02,9.999950913295144739e-01,4.908653354895875509e-06
2.485000000000000000e+02,9.999986655789196988e-01,1.334420075549402895e-06
2.490000000000000000e+02,9.999996037471123866e-01,3.962526256007237180e-07
2.495000000000000000e+02,9.999860145391045174e-01,1.398517193651471757e-05
2.500000000000000000e+02,9.999947169843477202e-01,5.282987307286823864e-06
2.505000000000000000e+02,9.999985336030571270e-01,1.466395618487936758e-06
2.510000000000000000e+02,9.999999625161363204e-01,3.748386068203046761e-08
2.515000000000000000e+02,9.999863729659939082e-01,1.362675981120275992e-05
2.520000000000000000e+02,9.999947315323890473e-01,5.268424184023956514e-06
2.525000000000000000e+02,9.999984928931292538e-01,1.507104591125241200e-06
2.530000000000000000e+02,9.999999862401918183e-01,1.375980751561201032e-08
2.535000000000000000e+02,9.999885933959630213e-01,1.140641144625753611e-05
2.540000000000000000e+02,9.999945727330864509e-01,5.427203110475176118e-06
2.545000000000000000e+02,9.999982696764242451e-01,1.730320062787171764e-06
2.550000000000000000e+02,9.999998585906511028e-01,1.414093112606096270e-07
2.555000000000000000e+02,9.999919202729966594e-01,8.079630469559617723e-06
2.560000000000000000e+02,9.999936023504891747e-01,6.397560009308023155e-06
2.565000000000000000e+02,9.999976451334934291e-01,2.354862275955049711e-06
2.570000000000000000e+02,9.999995982072625855e-01,4.017925370192187984e-07
2.575000000000000000e+02,9.999952719872622353e-01,4.727979746155241969e-06
2.580000000000000000e+02,9.999916208977779331e-01,8.378975182132819555e-06
2.585000000000000000e+02,9.999966701750186981e-01,3.329818868968992263e-06
2.590000000000000000e+02,9.999992284257832598e-01,7.715737232460995187e-07
2.595000000000000000e+02,9.999978109829459338e-01,2.189009906672367833e-06
2.600000000000000000e+02,9.999891304032739736e-01,1.086941179551104142e-05
2.605000000000000000e+02,9.999956952512600861e-01,4.304737079463549776e-06
2.610000000000000000e+02,9.999988707684618339e-01,1.129230754903787215e-06
2.615000000000000000e+02,9.999992672260805682e-01,7.327730682238353666e-07
2.620000000000000000e+02,9.999871482129785161e-01,1.285154149477385488e-05
2.625000000000000000e+02,9.999951115786973599e-01,4.888400758185085238e-06
2.630000000000000000e+02,9.999986649722112375e-01,1.335026797333327409e-06
2.635000000000000000e+02,9.999998654600144032e-01,1.345399520680246042e-07
2.640000000000000000e+02,9.999866524344674934e-01,1.334730273461204320e-05
2.645000000000000000e+02,9.999950049740686797e-01,4.994993619722443157e-06
2.650000000000000000e+02,9.999986112598456822e-01,1.388738600782701837e-06
2.655000000000000000e+02,9.999999997066693069e-01,2.933305820462805968e-10
2.660000000000000000e+02,9.999880239060194853e-01,1.197588182988429395e-05
2.665000000000000000e+02,9.999949983269147413e-01,5.001624506228985467e-06
2.670000000000000000e+02,9.999985074086754633e-01,1.492588669771421905e-06
2.675000000000000000e+02,9.999999382116264712e-01,6.178836531312015268e-08
2.680000000000000000e+02,9.999908349368569205e-01,9.164938788219778587e-06
2.685000000000000000e+02,9.999944609657539507e-01,5.538964710782856571e-06
2.690000000000000000e+02,9.999980916411214116e-01,1.908355392599148104e-06
2.695000000000000000e+02,9.999997517621619370e-01,2.482377455814699374e-07
2.700000000000000000e+02,9.999941306019003440e-01,5.869347224463083990e-06
2.705000000000000000e+02,9.999929702668517439e-01,7.029635520683363836e-06
2.710000000000000000e+02,9.999972861101493748e-01,2.713885460803311389e-06
2.715000000000000000e+02,9.999994425392749742e-01,5.574604222680079602e-07
2.720000000000000000e+02,9.999969546959274203e-01,3.045290340564221765e-06
2.725000000000000000e+02,9.999907027103818180e-01,9.297147459674803827e-06
2.730000000000000000e+02,9.999963105793593376e-01,3.689412838903116665e-06
2.735000000000000000e+02,9.999990825805802341e-01,9.174188387861548222e-07
2.740000000000000000e+02,9.999987969414902977e-01,1.203056295695503763e-06
2.745000000000000000e+02,9.999884640216043508e-01,1.153577779544612270e-05
2.750000000000000000e+02,9.999955606341706105e-01,4.439351207197184124e-06
2.755000000000000000e+02,9.999988141841271716e-01,1.185815091564457191e-06
2.760000000000000000e+02,9.999996887291933145e-01,3.112706411512178306e-07
2.765000000000000000e+02,9.999872713786052136e-01,1.272838223331795859e-05
2.770000000000000000e+02,9.999952761528166922e-01,4.723823212371414115e-06
2.775000000000000000e+02,9.999987108475855146e-01,1.289151333239146879e-06
2.780000000000000000e+02,9.999999741108588358e-01,2.588913983192497881e-08
2.785000000000000000e+02,9.999877892347839303e-01,1.221054494537909818e-05
2.790000000000000000e+02,9.999952901022407525e-01,4.709861013196814383e-06
2.795000000000000000e+02,9.999986620569185636e-01,1.337941176959844825e-06
2.800000000000000000e+02,9.999999842287385921e-01,1.577126085283708790e-08
2.805000000000000000e+02,9.999899469343986880e-01,1.005291595257418180e-05
2.810000000000000000e+02,9.999950627728620978e-01,4.937173208263700985e-06
2.815000000000000000e+02,9.999984179344616475e-01,1.582062693294972178e-06
2.820000000000000000e+02,9.999998628485109453e-01,1.371514555259523149e-07
2.825000000000000000e+02,9.999930047062882688e-01,6.995221354721969931e-06
2.830000000000000000e+02,9.999940491957868272e-01,5.950728294901175275e-06
2.835000000000000000e+02,9.999978056692701012e-01,2.194327301530130114e-06
2.840000000000000000e+02,9.999996211560393533e-01,3.788437932250587892e-07
2.845000000000000000e+02,9.999959874789128289e-01,4.012497314298535400e-06
2.850000000000000000e+02,9.999921406052946216e-01,7.859285688582851037e-06
2.855000000000000000e+02,9.999969070158792883e-01,3.092978859031703109e-06
2.860000000000000000e+02,9.999992882991751708e-01,7.117004239276525368e-07
2.865000000000000000e+02,9.999981853035355694e-01,1.814691531043521877e-06
2.870000000000000000e+02,9.999898626718012329e-01,1.013716912900974876e-05
2.875000000000000000e+02,9.999960556855252980e-01,3.944304322711644772e-06
2.880000000000000000e+02,9.999989810659348777e-01,1.018933446395031694e-06
2.885000000000000000e+02,9.999994114761545649e-01,5.885232875479928794e-07
2.890000000000000000e+02,9.999881657306106675e-01,1.183406170912615352e-05
2.895000000000000000e+02,9.999955834832252588e-01,4.416499133741424998e-06
2.900000000000000000e+02,9.999988143310583055e-01,1.185668143222073923e-06
2.905000000000000000e+02,9.999998985598992363e-01,1.014400807797244397e-07
2.910000000000000000e+02,9.999878962752021261e-01,1.210350863600773152e-05
2.915000000000000000e+02,9.999955155698081466e-01,4.484402536530929240e-06
2.920000000000000000e+02,9.999987677339283731e-01,1.232264756123591098e-06
2.925000000000000000e+02,9.999999999954219954e-01,4.578004642041832994e-12
2.930000000000000000e+02,9.999893168657421061e-01,1.068296535311485940e-05
2.935000000000000000e+02,9.999954680809526320e-01,4.531877489721836128e-06
2.940000000000000000e+02,9.999986446030286746e-01,1.355394757762695690e-06
2.945000000000000000e+02,9.999999371415752014e-01,6.285841658293378487e-08
2.950000000000000000e+02,9.999919675190233059e-01,8.032385452994006414e-06
2.955000000000000000e+02,9.999948666023102950e-01,5.133338244589502608e-06
2.960000000000000000e+02,9.999982198514582032e-01,1.780145708396574378e-06
2.965000000000000000e+02,9.999997612307607309e-01,2.387691584448958793e-07
2.970000000000000000e+02,9.999949526828416646e-01,5.047279529435400036e-06
2.975000000000000000e+02,9.999933803644628361e-01,6.619551315756311283e-06
2.980000000000000000e+02,9.999974542934927380e-01,2.545702780465397552e-06
2.985000000000000000e+02,9.999994760596189192e-01,5.239401266177168282e-07
2.990000000000000000e+02,9.999974389340742231e-01,2.561056194227973037e-06
2.995000000000000000e+02,9.999912518903519842e-01,8.747985938750701962e-06
3.000000000000000000e+02,9.999965777286614621e-01,3.422264450825274196e-06
3.005000000000000000e+02,9.999991578638282030e-01,8.421357007293295283e-07
