T,AGF,Avg_Leakage,Unitary_Error
7.750000000000000000e+01,9.999959606864520234e-01,4.039306666342445951e-06,7.183947603461859899e-06
7.800000000000000000e+01,9.999946145376072959e-01,5.385444048183751775e-06,1.090690946470296296e-05
7.850000000000000000e+01,9.999970292832127683e-01,2.970712067201786155e-06,5.329736997738976356e-06
7.900000000000000000e+01,9.999922237195599806e-01,7.776236067902342342e-06,1.651369194322072076e-05
7.950000000000000000e+01,9.999946940449498944e-01,5.305941746497344624e-06,1.094274073809575754e-05
8.000000000000000000e+01,9.999956001454350929e-01,4.399842788660457416e-06,9.602471123582034807e-06
8.050000000000000000e+01,9.999963162217069268e-01,3.683771032020333180e-06,8.217523178810637319e-06
8.100000000000000000e+01,9.999937883401681660e-01,6.211631548347362752e-06,1.455994770060975441e-05
8.150000000000000000e+01,9.999933473931605921e-01,6.652570795157020100e-06,1.605897559842084377e-05
8.200000000000000000e+01,9.999965870171270144e-01,3.412975301375631432e-06,8.480838498803322523e-06
8.250000000000000000e+01,9.999955192354483824e-01,4.480747011037511385e-06,1.140867247828580844e-05
8.300000000000000000e+01,9.999953468639398713e-01,4.653119296510466185e-06,1.236280650929177938e-05
8.350000000000000000e+01,9.999921984223311133e-01,7.801519204209128588e-06,1.986946624521479521e-05
8.400000000000000000e+01,9.999973354184510388e-01,2.664575089794674057e-06,6.946209872404907060e-06
8.450000000000000000e+01,9.999948779934175747e-01,5.121981907468819983e-06,1.321773925055946819e-05
8.500000000000000000e+01,9.999966402667235243e-01,3.359722919316077139e-06,9.443719688473350971e-06
8.550000000000000000e+01,9.999914811794324843e-01,8.518759632286654337e-06,2.106164168835800155e-05
8.600000000000000000e+01,9.999976592929584740e-01,2.340700579528398606e-06,5.126514458386743911e-06
8.650000000000000000e+01,9.999945720833958163e-01,5.427894219006690335e-06,1.302326245111729008e-05
8.700000000000000000e+01,9.999974843986649820e-01,2.515594404506327209e-06,6.276435183139028595e-06
8.750000000000000000e+01,9.999913389037258238e-01,8.661045092839270154e-06,1.980573919069250621e-05
8.800000000000000000e+01,9.999974684953853998e-01,2.531497893670797694e-06,5.818753744724070032e-06
8.850000000000000000e+01,9.999946853375825118e-01,5.314644860393569203e-06,1.145194416796169179e-05
8.900000000000000000e+01,9.999978006697739508e-01,2.199324509177813525e-06,4.668977178767796943e-06
8.950000000000000000e+01,9.999917973063077170e-01,8.202649623895164055e-06,1.736644511751705977e-05
9.000000000000000000e+01,9.999967866388465021e-01,3.213355644238191644e-06,6.488045520836038804e-06
9.050000000000000000e+01,9.999951910449424997e-01,4.808941017314660726e-06,9.662224639273020443e-06
9.100000000000000000e+01,9.999976271234063407e-01,2.372872549311066948e-06,4.807433523046356072e-06
9.150000000000000000e+01,9.999927662386450811e-01,7.233724347383008180e-06,1.502780067763609395e-05
9.200000000000000000e+01,9.999957446014817730e-01,4.255391577001610415e-06,8.008377185619863781e-06
9.250000000000000000e+01,9.999959635714501527e-01,4.036418825070775540e-06,8.380452173439856267e-06
9.300000000000000000e+01,9.999971000716193492e-01,2.899924631732941904e-06,5.915871991613030900e-06
9.350000000000000000e+01,9.999940604056734017e-01,5.939568772095338289e-06,1.322240068701852067e-05
9.400000000000000000e+01,9.999945509378174169e-01,5.449041774102658664e-06,1.246256275111434775e-05
9.450000000000000000e+01,9.999968116403741281e-01,3.188353593502890604e-06,7.480343026000646489e-06
9.500000000000000000e+01,9.999964183200324985e-01,3.581670349861454383e-06,8.743741302552621164e-06
9.550000000000000000e+01,9.999954439870460954e-01,4.555997688504564991e-06,1.149411672574096599e-05
9.600000000000000000e+01,9.999934464880528839e-01,6.553471428055734904e-06,1.645208884049065290e-05
9.650000000000000000e+01,9.999975246791077410e-01,2.475316053573983766e-06,6.397702216109912854e-06
9.700000000000000000e+01,9.999957945704792683e-01,4.205412575564171362e-06,1.088688622696842856e-05
9.750000000000000000e+01,9.999966800279956880e-01,3.319962669084963736e-06,9.233630442251339332e-06
9.800000000000000000e+01,9.999926529036370360e-01,7.347047466355061118e-06,1.845052630966570462e-05
9.850000000000000000e+01,9.999979211402459933e-01,2.078854939052687811e-06,4.932932813339618860e-06
9.900000000000000000e+01,9.999954073873297267e-01,4.592595010288746948e-06,1.137826035679800896e-05
9.950000000000000000e+01,9.999975789464702336e-01,2.421047541667498137e-06,6.486770527502905281e-06
1.000000000000000000e+02,9.999923273132438339e-01,7.672643884792940128e-06,1.808886848397861513e-05
1.005000000000000000e+02,9.999978895393766276e-01,2.110455476211914316e-06,4.674195738907371833e-06
1.010000000000000000e+02,9.999953627832379732e-01,4.637202834611997559e-06,1.037059997321954086e-05
1.015000000000000000e+02,9.999980354184362374e-01,1.964576957780295174e-06,4.125105764751779702e-06
1.020000000000000000e+02,9.999925330554259029e-01,7.466908912678871246e-06,1.618583601759038260e-05
1.025000000000000000e+02,9.999974131796243171e-01,2.586815670030384595e-06,5.706946536898627187e-06
1.030000000000000000e+02,9.999956740376635400e-01,4.325951353773005437e-06,8.787893506667643351e-06
1.035000000000000000e+02,9.999980425700160103e-01,1.957426346010926466e-06,4.288201295832294591e-06
1.040000000000000000e+02,9.999932286272802395e-01,6.771341792832785700e-06,1.398112564521269974e-05
1.045000000000000000e+02,9.999965727648542080e-01,3.427230924252233635e-06,5.846781074403395451e-06
1.050000000000000000e+02,9.999962631500800558e-01,3.736841739071516955e-06,7.492193691893689333e-06
1.055000000000000000e+02,9.999976873610523231e-01,2.312636487061814350e-06,4.279198719481236424e-06
1.060000000000000000e+02,9.999942810163584550e-01,5.718960276929196951e-06,1.220919912925388928e-05
1.065000000000000000e+02,9.999955292709226118e-01,4.470718161869724483e-06,9.530269559299142657e-06
1.070000000000000000e+02,9.999969824812755537e-01,3.017513589415043995e-06,6.661612145464346213e-06
1.075000000000000000e+02,9.999971255584065855e-01,2.874436652505751866e-06,6.589320859395897401e-06
1.080000000000000000e+02,9.999954962040831230e-01,4.503781400461148721e-06,1.073836409881678833e-05
1.085000000000000000e+02,9.999944867741611398e-01,5.513199209827845948e-06,1.344523337498682025e-05
1.090000000000000000e+02,9.999976497966354128e-01,2.350199624884252714e-06,5.878748016052703917e-06
1.095000000000000000e+02,9.999965418783445248e-01,3.458110680670811732e-06,8.837628727942359319e-06
1.100000000000000000e+02,9.999966617337857633e-01,3.338257497681462738e-06,8.986372402652875735e-06
1.105000000000000000e+02,9.999936522544512485e-01,6.347707167536631445e-06,1.603270352878993776e-05
1.110000000000000000e+02,9.999980927759117844e-01,1.907220420510613579e-06,4.762936248070559486e-06
1.115000000000000000e+02,9.999961084429107583e-01,3.891543281203668769e-06,9.877816606107536757e-06
1.120000000000000000e+02,9.999975902041097209e-01,2.409790390900390378e-06,6.695487456132021009e-06
1.125000000000000000e+02,9.999931888576372163e-01,6.811105403542461190e-06,1.650911098272089816e-05
1.130000000000000000e+02,9.999981876064449882e-01,1.812389616190346331e-06,3.690099293685022985e-06
1.135000000000000000e+02,9.999959453665885345e-01,4.054621800336777326e-06,9.443039276302300777e-06
1.140000000000000000e+02,9.999981566253293153e-01,1.843370809245792330e-06,4.360848827600349864e-06
1.145000000000000000e+02,9.999931873884826405e-01,6.812581322568345144e-06,1.522404247955577716e-05
1.150000000000000000e+02,9.999978863911309634e-01,2.113604880615849169e-06,4.882226973368375411e-06
1.155000000000000000e+02,9.999960975345185688e-01,3.902456612331350883e-06,8.145825437400056046e-06
1.160000000000000000e+02,9.999983188547696411e-01,1.681142031473292775e-06,3.689919595650792417e-06
1.165000000000000000e+02,9.999936466094301313e-01,6.353364602751376822e-06,1.323673256692359246e-05
1.170000000000000000e+02,9.999972285451447229e-01,2.771451641320199499e-06,5.161961799671210827e-06
1.175000000000000000e+02,9.999965260270954337e-01,3.473966008721296461e-06,6.857872417387333996e-06
1.180000000000000000e+02,9.999981224505340993e-01,1.877547337852947251e-06,3.593203977469983101e-06
1.185000000000000000e+02,9.999944788205830104e-01,5.521158197158149150e-06,1.146286254039008412e-05
1.190000000000000000e+02,9.999963317657579731e-01,3.668228558351138702e-06,7.177683787218391842e-06
1.195000000000000000e+02,9.999971224900964240e-01,2.877505326348561709e-06,6.006966622340570439e-06
1.200000000000000000e+02,9.999976831350277928e-01,2.316862450946199914e-06,4.885948255206606916e-06
1.205000000000000000e+02,9.999955290986163314e-01,4.470887225077602167e-06,1.009318970712769215e-05
1.210000000000000000e+02,9.999953665827359117e-01,4.633400899844986043e-06,1.080149462295842966e-05
1.215000000000000000e+02,9.999977338109392599e-01,2.266186021837590658e-06,5.388255856608736849e-06
1.220000000000000000e+02,9.999971580976735330e-01,2.841895758665113902e-06,7.033145257295814190e-06
1.225000000000000000e+02,9.999966111718061601e-01,3.388819756117156246e-06,8.695610761666472399e-06
1.230000000000000000e+02,9.999945203287191609e-01,5.479642432720810419e-06,1.374855090263693569e-05
1.235000000000000000e+02,9.999982001920841856e-01,1.799805085272998539e-06,4.572358018872790808e-06
1.240000000000000000e+02,9.999967073174182985e-01,3.292672217936054579e-06,8.459040586772381687e-06
1.245000000000000000e+02,9.999975445548863195e-01,2.455439866433373197e-06,6.844139446293695528e-06
1.250000000000000000e+02,9.999939574419343113e-01,6.042526217969745872e-06,1.496162871084116830e-05
1.255000000000000000e+02,9.999983923735662472e-01,1.607623390270651598e-06,3.514205479060450443e-06
1.260000000000000000e+02,9.999964593022617754e-01,3.540687845665635436e-06,8.568791590501945166e-06
1.265000000000000000e+02,9.999981928378799401e-01,1.807158668321040551e-06,4.689807752256136553e-06
1.270000000000000000e+02,9.999937870647318539e-01,6.212908567615471611e-06,1.434850758563754880e-05
1.275000000000000000e+02,9.999982390947195210e-01,1.760901999187103328e-06,4.063669955645110576e-06
1.280000000000000000e+02,9.999964814892263743e-01,3.518503283866936115e-06,7.632406047175521735e-06
1.285000000000000000e+02,9.999984868141507111e-01,1.513183102375137423e-06,3.061665266534951968e-06
1.290000000000000000e+02,9.999940414570656078e-01,5.958520759602459194e-06,1.268391578201910619e-05
1.295000000000000000e+02,9.999977459839690663e-01,2.254013204555649352e-06,4.725608929057045771e-06
1.300000000000000000e+02,9.999967688670763355e-01,3.231127109259990249e-06,6.412305417313746148e-06
1.305000000000000000e+02,9.999984357170006444e-01,1.564280947274898637e-06,3.353440374498362075e-06
1.310000000000000000e+02,9.999946713935543574e-01,5.328587444231036585e-06,1.093528081075323399e-05
1.315000000000000000e+02,9.999969925226318557e-01,3.007474194932635569e-06,5.341021077631680214e-06
1.320000000000000000e+02,9.999972474344651641e-01,2.752561377161732992e-06,5.505351806878167054e-06
1.325000000000000000e+02,9.999981197766084628e-01,1.880221873779008845e-06,3.596493135527012441e-06
1.330000000000000000e+02,9.999955596142733327e-01,4.440371868058567983e-06,9.569472388060162871e-06
1.335000000000000000e+02,9.999961161901680384e-01,3.883800486131905316e-06,8.508416305619270759e-06
1.340000000000000000e+02,9.999977935044764843e-01,2.206492884654354114e-06,4.940272990805461006e-06
1.345000000000000000e+02,9.999976671023833585e-01,2.332894012774255899e-06,5.470548795627472316e-06
1.350000000000000000e+02,9.999965461186866023e-01,3.453872855219142224e-06,8.381351109587598103e-06
1.355000000000000000e+02,9.999952831271858855e-01,4.716852391228876229e-06,1.158766196818206140e-05
1.360000000000000000e+02,9.999982628345980284e-01,1.737163185661083631e-06,4.348200781212341326e-06
1.365000000000000000e+02,9.999972237819410026e-01,2.776210778543397595e-06,7.105454693290269574e-06
1.370000000000000000e+02,9.999974625662531036e-01,2.537428606369518391e-06,6.905881850816086853e-06
1.375000000000000000e+02,9.999946534386900954e-01,5.346534583755557790e-06,1.339551545898043372e-05
1.380000000000000000e+02,9.999985260254480313e-01,1.473972170984438890e-06,3.492287945494609858e-06
1.385000000000000000e+02,9.999969191197285445e-01,3.080871946670171724e-06,7.693447048540136279e-06
1.390000000000000000e+02,9.999981665467070346e-01,1.833450010563231203e-06,5.023829891204201203e-06
1.395000000000000000e+02,9.999943481381929899e-01,5.651837584635943657e-06,1.346457972606351916e-05
1.400000000000000000e+02,9.999984961306273012e-01,1.503866735419467915e-06,3.299318316440924548e-06
1.405000000000000000e+02,9.999968374398257032e-01,3.162553574131976575e-06,7.167389117102018758e-06
1.410000000000000000e+02,9.999985693452396740e-01,1.430652372819141149e-06,3.221439648370960640e-06
1.415000000000000000e+02,9.999944253930419524e-01,5.574587406353970209e-06,1.222671655742857411e-05
1.420000000000000000e+02,9.999981502939681022e-01,1.849703482631470663e-06,4.184875931789733272e-06
1.425000000000000000e+02,9.999970013946878344e-01,2.998600343057100659e-06,6.095194122757163768e-06
1.430000000000000000e+02,9.999986497672648245e-01,1.350230792923623468e-06,2.999304055339990782e-06
1.435000000000000000e+02,9.999948701491525593e-01,5.129834022760126899e-06,1.057445482222085786e-05
1.440000000000000000e+02,9.999975350439879174e-01,2.464953838821060117e-06,4.224434964394951919e-06
1.445000000000000000e+02,9.999973679928191306e-01,2.632003424846152129e-06,5.140740755971151543e-06
1.450000000000000000e+02,9.999984549948507384e-01,1.545003900371710870e-06,2.777457790203996524e-06
