t, Stokes_half_amp, Pump1_half_amp, Pump2_half_amp
4.540540540540540349e+01,2.723960593767500368e-02,4.480146385109457507e-01,-4.480146385109457507e-01
4.548548548548548354e+01,2.623299094860429004e-02,4.419490467623459207e-01,-4.419490467623459207e-01
4.556556556556556359e+01,2.525892709965827168e-02,4.358782865097953763e-01,-4.358782865097953763e-01
4.564564564564564364e+01,2.431653676205051615e-02,4.298048402504198173e-01,-4.298048402504198173e-01
4.572572572572572369e+01,2.340495768936862522e-02,4.237311579900410741e-01,-4.237311579900410741e-01
4.580580580580580374e+01,2.252334307034178570e-02,4.176596557333338011e-01,-4.176596557333338011e-01
4.588588588588588379e+01,2.167086156517474341e-02,4.115927140296438136e-01,-4.115927140296438136e-01
4.596596596596596385e+01,2.084669732604726641e-02,4.055326765753833884e-01,-4.055326765753833884e-01
4.604604604604604390e+01,2.005005000236432383e-02,3.994818488738301476e-01,-3.994818488738301476e-01
4.612612612612612395e+01,1.928013473132829392e-02,3.934424969530616045e-01,-3.934424969530616045e-01
4.620620620620620400e+01,1.853618211440155594e-02,3.874168461426722443e-01,-3.874168461426722443e-01
4.628628628628628405e+01,1.781743818020611533e-02,3.814070799098269737e-01,-3.814070799098269737e-01
4.636636636636636410e+01,1.712316433442289190e-02,3.754153387551151799e-01,-3.754153387551151799e-01
4.644644644644644416e+01,1.645263729726549953e-02,3.694437191685832067e-01,-3.694437191685832067e-01
4.652652652652652421e+01,1.580514902904891356e-02,3.634942726462328522e-01,-3.634942726462328522e-01
4.660660660660660426e+01,1.518000664438296995e-02,3.575690047671860050e-01,-3.575690047671860050e-01
4.668668668668668431e+01,1.457653231557820214e-02,3.516698743316308273e-01,-3.516698743316308273e-01
4.676676676676676436e+01,1.399406316571034578e-02,3.457987925595763512e-01,-3.457987925595763512e-01
4.684684684684684441e+01,1.343195115190199199e-02,3.399576223503634753e-01,-3.399576223503634753e-01
4.692692692692692447e+01,1.288956293935323086e-02,3.341481776027923067e-01,-3.341481776027923067e-01
4.700700700700700452e+01,1.236627976656786386e-02,3.283722225956484109e-01,-3.283722225956484109e-01
4.708708708708708457e+01,1.186149730231437008e-02,3.226314714283300411e-01,-3.226314714283300411e-01
4.716716716716716462e+01,1.137462549476165631e-02,3.169275875211998716e-01,-3.169275875211998716e-01
4.724724724724724467e+01,1.090508841327889923e-02,3.112621831752103718e-01,-3.112621831752103718e-01
4.732732732732732472e+01,1.045232408340505265e-02,3.056368191902782416e-01,-3.056368191902782416e-01
4.740740740740740478e+01,1.001578431537639147e-02,3.000530045418092207e-01,-3.000530045418092207e-01
4.748748748748748483e+01,9.594934526654457299e-03,2.945121961147089129e-01,-2.945121961147089129e-01
4.756756756756756488e+01,9.189253558954743259e-03,2.890157984941449376e-01,-2.890157984941449376e-01
4.764764764764764493e+01,8.798233490149631741e-03,2.835651638122610452e-01,-2.835651638122610452e-01
4.772772772772772498e+01,8.421379441434196159e-03,2.781615916499848851e-01,-2.781615916499848851e-01
4.780780780780780503e+01,8.058209380212278533e-03,2.728063289930044988e-01,-2.728063289930044988e-01
4.788788788788788509e+01,7.708253919051210115e-03,2.675005702409390951e-01,-2.675005702409390951e-01
4.796796796796796514e+01,7.371056111075658182e-03,2.622454572686673813e-01,-2.622454572686673813e-01
4.804804804804804519e+01,7.046171242215756511e-03,2.570420795387300394e-01,-2.570420795387300394e-01
4.812812812812812524e+01,6.733166620621666536e-03,2.518914742636711446e-01,-2.518914742636711446e-01
4.820820820820820529e+01,6.431621363570738832e-03,2.467946266171355818e-01,-2.467946266171355818e-01
4.828828828828828534e+01,6.141126182260264396e-03,2.417524699924983866e-01,-2.417524699924983866e-01
4.836836836836836540e+01,5.861283164758666897e-03,2.367658863077581055e-01,-2.367658863077581055e-01
4.844844844844844545e+01,5.591705557427713129e-03,2.318357063553890818e-01,-2.318357063553890818e-01
4.852852852852852550e+01,5.332017545147924725e-03,2.269627101958128779e-01,-2.269627101958128779e-01
4.860860860860860555e+01,5.081854030563044515e-03,2.221476275931136002e-01,-2.221476275931136002e-01
4.868868868868868560e+01,4.840860412692073872e-03,2.173911384915960532e-01,-2.173911384915960532e-01
4.876876876876876565e+01,4.608692365150162014e-03,2.126938735317542295e-01,-2.126938735317542295e-01
4.884884884884884571e+01,4.385015614178097189e-03,2.080564146041971596e-01,-2.080564146041971596e-01
4.892892892892892576e+01,4.169505716792274407e-03,2.034792954400556630e-01,-2.034792954400556630e-01
4.900900900900900581e+01,3.961847839254298113e-03,1.989630022363751694e-01,-1.989630022363751694e-01
4.908908908908908586e+01,3.761736536063567567e-03,1.945079743149845108e-01,-1.945079743149845108e-01
4.916916916916916591e+01,3.568875529703938697e-03,1.901146048133170452e-01,-1.901146048133170452e-01
4.924924924924924596e+01,3.382977491341488015e-03,1.857832414056500570e-01,-1.857832414056500570e-01
4.932932932932932601e+01,3.203763822630990334e-03,1.815141870532209212e-01,-1.815141870532209212e-01
4.940940940940940607e+01,3.030964438842414805e-03,1.773077007816720452e-01,-1.773077007816720452e-01
4.948948948948948612e+01,2.864317553467324393e-03,1.731639984842769930e-01,-1.731639984842769930e-01
4.956956956956956617e+01,2.703569464422619136e-03,1.690832537493955068e-01,-1.690832537493955068e-01
4.964964964964964622e+01,2.548474342072142972e-03,1.650655987106118827e-01,-1.650655987106118827e-01
4.972972972972972627e+01,2.398794019135716549e-03,1.611111249180140204e-01,-1.611111249180140204e-01
4.980980980980980632e+01,2.254297782629044195e-03,1.572198842290752629e-01,-1.572198842290752629e-01
4.988988988988988638e+01,2.114762168003654456e-03,1.533918897176166085e-01,-1.533918897176166085e-01
4.996996996996996643e+01,1.979970755522590838e-03,1.496271165993300067e-01,-1.496271165993300067e-01
5.005005005005004648e+01,1.849713969025961044e-03,1.459255031723651064e-01,-1.459255031723651064e-01
5.013013013013012653e+01,1.723788877164936142e-03,1.422869517714915044e-01,-1.422869517714915044e-01
5.021021021021020658e+01,1.601998997193012936e-03,1.387113297343701979e-01,-1.387113297343701979e-01
5.029029029029028663e+01,1.484154101383110573e-03,1.351984703784841757e-01,-1.351984703784841757e-01
5.037037037037036669e+01,1.370070026146899241e-03,1.317481739873019031e-01,-1.317481739873019031e-01
5.045045045045044674e+01,1.259568483941728894e-03,1.283602088042699874e-01,-1.283602088042699874e-01
5.053053053053052679e+01,1.152476877987897380e-03,1.250343120332538249e-01,-1.250343120332538249e-01
5.061061061061060684e+01,1.048628119863869064e-03,1.217701908440749214e-01,-1.217701908440749214e-01
5.069069069069068689e+01,9.478604500254882506e-04,1.185675233818179602e-01,-1.185675233818179602e-01
5.077077077077076694e+01,8.500172612837392228e-04,1.154259597786113783e-01,-1.154259597786113783e-01
5.085085085085084700e+01,7.549469252743859103e-04,1.123451231666158373e-01,-1.123451231666158373e-01
5.093093093093092705e+01,6.625026219477419317e-04,1.093246106909852022e-01,-1.093246106909852022e-01
5.101101101101100710e+01,5.725421721032530843e-04,1.063639945215986704e-01,-1.063639945215986704e-01
5.109109109109108715e+01,4.849278729672717265e-04,1.034628228623955676e-01,-1.034628228623955676e-01
5.117117117117116720e+01,3.995263368405016545e-04,1.006206209571793159e-01,-1.006206209571793159e-01
5.125125125125124725e+01,3.162083328672396368e-04,9.783689209079286797e-02,-9.783689209079286797e-02
5.133133133133133441e+01,2.348486318389941688e-04,9.511111858460322144e-02,-9.511111858460322144e-02
5.141141141141141446e+01,1.553258540541293869e-04,9.244276278527183144e-02,-9.244276278527183144e-02
5.149149149149149451e+01,7.752232034589272378e-05,8.983126804582029779e-02,-8.983126804582029779e-02
5.157157157157157457e+01,1.323906136452778458e-06,8.727605969804705377e-02,-8.727605969804705377e-02
5.165165165165165462e+01,-7.338010148198747824e-05,8.477654601538063550e-02,-8.477654601538063550e-02
5.173173173173173467e+01,-1.466971435703341101e-04,8.233211916529990793e-02,-8.233211916529990793e-02
5.181181181181181472e+01,-2.187315261292898782e-04,7.994215615048753942e-02,-7.994215615048753942e-02
5.189189189189189477e+01,-2.895845538708468215e-04,7.760601973792506658e-02,-7.760601973792506658e-02
5.197197197197197482e+01,-3.593546610109990720e-04,7.532305937517415340e-02,-7.532305937517415340e-02
5.205205205205205488e+01,-4.281375390493591697e-04,7.309261209313175356e-02,-7.309261209313175356e-02
5.213213213213213493e+01,-4.960262615878409040e-04,7.091400339458318880e-02,-7.091400339458318880e-02
5.221221221221221498e+01,-5.631114062308738462e-04,6.878654812791874795e-02,-6.878654812791874795e-02
5.229229229229229503e+01,-6.294811735439909042e-04,6.670955134541781129e-02,-6.670955134541781129e-02
5.237237237237237508e+01,-6.952215031092192059e-04,6.468230914554357058e-02,-6.468230914554357058e-02
5.245245245245245513e+01,-7.604161867406118843e-04,6.270410949873027329e-02,-6.270410949873027329e-02
5.253253253253253519e+01,-8.251469788293265290e-04,6.077423305618340210e-02,-6.077423305618340210e-02
5.261261261261261524e+01,-8.894937038178839543e-04,5.889195394125132377e-02,-5.889195394125132377e-02
5.269269269269269529e+01,-9.535343609109263839e-04,5.705654052296386253e-02,-5.705654052296386253e-02
5.277277277277277534e+01,-1.017345225997628826e-03,5.526725617137110552e-02,-5.526725617137110552e-02
5.285285285285285539e+01,-1.081000950753451158e-03,5.352335999435196140e-02,-5.352335999435196140e-02
5.293293293293293544e+01,-1.144574659002395170e-03,5.182410755559727772e-02,-5.182410755559727772e-02
5.301301301301301550e+01,-1.208138040345940007e-03,5.016875157350855763e-02,-5.016875157350855763e-02
5.309309309309309555e+01,-1.271761441007044193e-03,4.855654260078701850e-02,-4.855654260078701850e-02
5.317317317317317560e+01,-1.335513952010557387e-03,4.698672968452165255e-02,-4.698672968452165255e-02
5.325325325325325565e+01,-1.399463494580035225e-03,4.545856100661874871e-02,-4.545856100661874871e-02
5.333333333333333570e+01,-1.463676902772350274e-03,4.397128450444610231e-02,-4.397128450444610231e-02
5.341341341341341575e+01,-1.528220003498048912e-03,4.252414847159776551e-02,-4.252414847159776551e-02
5.349349349349349581e+01,-1.593157693680726135e-03,4.111640213871540356e-02,-4.111640213871540356e-02
5.357357357357357586e+01,-1.658554014663876034e-03,3.974729623433120862e-02,-3.974729623433120862e-02
5.365365365365365591e+01,-1.724472223921499296e-03,3.841608352572715296e-02,-3.841608352572715296e-02
5.373373373373373596e+01,-1.790974863905171440e-03,3.712201933983221708e-02,-3.712201933983221708e-02
5.381381381381381601e+01,-1.858123828026735872e-03,3.586436206420648420e-02,-3.586436206420648420e-02
5.389389389389389606e+01,-1.925980423787090803e-03,3.464237362818688160e-02,-3.464237362818688160e-02
5.397397397397397611e+01,-1.994605432976182240e-03,3.345531996429360749e-02,-3.345531996429360749e-02
5.405405405405405617e+01,-2.064059168926499557e-03,3.230247145002112380e-02,-3.230247145002112380e-02
5.413413413413413622e+01,-2.134401530704687407e-03,3.118310333015956309e-02,-3.118310333015956309e-02
5.421421421421421627e+01,-2.205692054067552501e-03,3.009649611981464815e-02,-3.009649611981464815e-02
5.429429429429429632e+01,-2.277989959353343089e-03,2.904193598831500064e-02,-2.904193598831500064e-02
5.437437437437437637e+01,-2.351354196070168726e-03,2.801871512421575880e-02,-2.801871512421575880e-02
5.445445445445445642e+01,-2.425843484004474963e-03,2.702613208162559302e-02,-2.702613208162559302e-02
5.453453453453453648e+01,-2.501516350856128942e-03,2.606349210810272529e-02,-2.606349210810272529e-02
5.461461461461461653e+01,-2.578431166207385047e-03,2.513010745438199953e-02,-2.513010745438199953e-02
5.469469469469469658e+01,-2.656646171751828392e-03,2.422529766621055181e-02,-2.422529766621055181e-02
5.477477477477477663e+01,-2.736219507506095546e-03,2.334838985858514807e-02,-2.334838985858514807e-02
5.485485485485485668e+01,-2.817209233947590239e-03,2.249871897269725696e-02,-2.249871897269725696e-02
5.493493493493493673e+01,-2.899673349897934592e-03,2.167562801590516841e-02,-2.167562801590516841e-02
5.501501501501501679e+01,-2.983669805801544405e-03,2.087846828506439642e-02,-2.087846828506439642e-02
5.509509509509509684e+01,-3.069256512335772139e-03,2.010659957355805799e-02,-2.010659957355805799e-02
5.517517517517517689e+01,-3.156491344107974738e-03,1.935939036237950897e-02,-1.935939036237950897e-02
5.525525525525525694e+01,-3.245432138108547086e-03,1.863621799562791004e-02,-1.863621799562791004e-02
5.533533533533533699e+01,-3.336136686628641494e-03,1.793646884078610795e-02,-1.793646884078610795e-02
5.541541541541541704e+01,-3.428662724426887257e-03,1.725953843415715255e-02,-1.725953843415715255e-02
5.549549549549549710e+01,-3.523067909871988035e-03,1.660483161184219195e-02,-1.660483161184219195e-02
5.557557557557557715e+01,-3.619409799554895030e-03,1.597176262664824070e-02,-1.597176262664824070e-02
5.565565565565565720e+01,-3.717745816102507785e-03,1.535975525131888855e-02,-1.535975525131888855e-02
5.573573573573573725e+01,-3.818133208856449960e-03,1.476824286848495670e-02,-1.476824286848495670e-02
5.581581581581581730e+01,-3.920629006927799608e-03,1.419666854773541861e-02,-1.419666854773541861e-02
5.589589589589589735e+01,-4.025289964229933348e-03,1.364448511021115230e-02,-1.364448511021115230e-02
5.597597597597597741e+01,-4.132172495959639605e-03,1.311115518112599895e-02,-1.311115518112599895e-02
5.605605605605605746e+01,-4.241332606136093142e-03,1.259615123062035429e-02,-1.259615123062035429e-02
5.613613613613613751e+01,-4.352825805633816006e-03,1.209895560335290388e-02,-1.209895560335290388e-02
5.621621621621621756e+01,-4.466707020103836447e-03,1.161906053723611026e-02,-1.161906053723611026e-02
5.629629629629629761e+01,-4.583030487240724420e-03,1.115596817171948807e-02,-1.115596817171948807e-02
5.637637637637637766e+01,-4.701849642853633306e-03,1.070919054602371447e-02,-1.070919054602371447e-02
5.645645645645645772e+01,-4.823216995041504015e-03,1.027824958772617994e-02,-1.027824958772617994e-02
5.653653653653653777e+01,-4.947183985676165650e-03,9.862677092096100093e-03,-9.862677092096100093e-03
5.661661661661661782e+01,-5.073800838684119387e-03,9.462014692573903971e-03,-9.462014692573903971e-03
5.669669669669669787e+01,-5.203116394361442625e-03,9.075813822786204035e-03,-9.075813822786204035e-03
5.677677677677677792e+01,-5.335177928827978915e-03,8.703635670483243075e-03,-8.703635670483243075e-03
5.685685685685685797e+01,-5.470030957870235244e-03,8.345051123781380142e-03,-8.345051123781380142e-03
5.693693693693693803e+01,-5.607719024369386442e-03,7.999640710087898773e-03,-7.999640710087898773e-03
5.701701701701701808e+01,-5.748283468487919330e-03,7.666994528080380532e-03,-7.666994528080380532e-03
5.709709709709709813e+01,-5.891763179653950952e-03,7.346712173106706954e-03,-7.346712173106706954e-03
5.717717717717717818e+01,-6.038194329366975734e-03,7.038402656366109060e-03,-7.038402656366109060e-03
5.725725725725725823e+01,-6.187610083993241687e-03,6.741684318224972806e-03,-6.741684318224972806e-03
5.733733733733733828e+01,-6.340040296564283459e-03,6.456184736014468351e-03,-6.456184736014468351e-03
5.741741741741741833e+01,-6.495511176504001338e-03,6.181540626650302954e-03,-6.181540626650302954e-03
5.749749749749749839e+01,-6.654044936278392074e-03,5.917397744407449332e-03,-5.917397744407449332e-03
5.757757757757757844e+01,-6.815659414065779881e-03,5.663410774175419750e-03,-5.663410774175419750e-03
5.765765765765765849e+01,-6.980367671297450262e-03,5.419243220512045926e-03,-5.419243220512045926e-03
5.773773773773773854e+01,-7.148177563956539804e-03,5.184567292805941988e-03,-5.184567292805941988e-03
5.781781781781781859e+01,-7.319091286768429974e-03,4.959063786849783780e-03,-4.959063786849783780e-03
5.789789789789789864e+01,-7.493104889204935809e-03,4.742421963118598031e-03,-4.742421963118598031e-03
5.797797797797797870e+01,-7.670207762154650222e-03,4.534339422039035741e-03,-4.534339422039035741e-03
5.805805805805805875e+01,-7.850382094322760906e-03,4.334521976527244518e-03,-4.334521976527244518e-03
5.813813813813813880e+01,-8.033602297492028338e-03,4.142683522064692127e-03,-4.142683522064692127e-03
5.821821821821821885e+01,-8.219834399692914698e-03,3.958545904572865343e-03,-3.958545904572865343e-03
5.829829829829829890e+01,-8.409035405336832275e-03,3.781838786339269346e-03,-3.781838786339269346e-03
5.837837837837837895e+01,-8.601152621469865950e-03,3.612299510238747326e-03,-3.612299510238747326e-03
5.845845845845845901e+01,-8.796122949725624501e-03,3.449672962485586438e-03,-3.449672962485586438e-03
5.853853853853853906e+01,-8.993872143176481065e-03,3.293711434143471554e-03,-3.293711434143471554e-03
5.861861861861861911e+01,-9.194314027370358022e-03,3.144174481611871925e-03,-3.144174481611871925e-03
5.869869869869869916e+01,-9.397349685787646442e-03,3.000828786298969601e-03,-3.000828786298969601e-03
5.877877877877877921e+01,-9.602866609066109879e-03,2.863448013683017167e-03,-2.863448013683017167e-03
5.885885885885885926e+01,-9.810737808014358477e-03,2.731812671955561635e-03,-2.731812671955561635e-03
5.893893893893893932e+01,-1.002082089098577794e-02,2.605709970431810320e-03,-2.605709970431810320e-03
5.901901901901901937e+01,-1.023295710566163308e-02,2.484933677905310379e-03,-2.484933677905310379e-03
5.909909909909909942e+01,-1.044697034625383970e-02,2.369283981115944369e-03,-2.369283981115944369e-03
5.917917917917917947e+01,-1.066266612692222567e-02,2.258567343492454919e-03,-2.258567343492454919e-03
5.925925925925925952e+01,-1.087983052298345694e-02,2.152596364322731382e-03,-2.152596364322731382e-03
5.933933933933933957e+01,-1.109822908163028005e-02,2.051189638497490694e-03,-2.051189638497490694e-03
5.941941941941941963e+01,-1.131760570391086157e-02,1.954171616965366589e-03,-1.954171616965366589e-03
5.949949949949949968e+01,-1.153768150108547969e-02,1.861372468029955530e-03,-1.861372468029955530e-03
5.957957957957957973e+01,-1.175815362827714421e-02,1.772627939612119157e-03,-1.772627939612119157e-03
5.965965965965965978e+01,-1.197869409876074417e-02,1.687779222593660229e-03,-1.687779222593660229e-03
5.973973973973973983e+01,-1.219894858345361988e-02,1.606672815351506975e-03,-1.606672815351506975e-03
5.981981981981981988e+01,-1.241853520027921473e-02,1.529160389584708355e-03,-1.529160389584708355e-03
5.989989989989989994e+01,-1.263704329881235218e-02,1.455098657529865563e-03,-1.455098657529865563e-03
5.997997997997997999e+01,-1.285403224677881227e-02,1.384349240654132469e-03,-1.384349240654132469e-03
6.006006006006006004e+01,-1.306903022496570810e-02,1.316778539908578785e-03,-1.316778539908578785e-03
6.014014014014014009e+01,-1.328153303873357352e-02,1.252257607618559093e-03,-1.252257607618559093e-03
6.022022022022022014e+01,-1.349100295506500645e-02,1.190662021081727393e-03,-1.190662021081727393e-03
6.030030030030030019e+01,-1.369686757399746907e-02,1.131871757938577141e-03,-1.131871757938577141e-03
6.038038038038038025e+01,-1.389851874592798117e-02,1.075771073374705072e-03,-1.075771073374705072e-03
6.046046046046046030e+01,-1.409531154625788020e-02,1.022248379208591735e-03,-1.022248379208591735e-03
6.054054054054054035e+01,-1.428656331957009473e-02,9.711961249134182760e-04,-9.711961249134182760e-04
6.062062062062062040e+01,-1.447155280802782905e-02,9.225106806163297637e-04,-9.225106806163297637e-04
6.070070070070070045e+01,-1.464951937820717885e-02,8.760922221137016448e-04,-8.760922221137016448e-04
6.078078078078078050e+01,-1.481966236271346424e-02,8.318446179361811601e-04,-8.318446179361811601e-04
6.086086086086086056e+01,-1.498114053438999969e-02,7.896753184927810757e-04,-7.896753184927810757e-04
6.094094094094094061e+01,-1.513307173064505455e-02,7.494952473189218315e-04,-7.494952473189218315e-04
6.102102102102102066e+01,-1.527453264810675615e-02,7.112186944491091182e-04,-7.112186944491091182e-04
6.110110110110110071e+01,-1.540455882866147846e-02,6.747632119309592089e-04,-6.747632119309592089e-04
6.118118118118118076e+01,-1.552214485830010274e-02,6.400495114934179981e-04,-6.400495114934179981e-04
6.126126126126126081e+01,-1.562624480184964665e-02,6.070013643783651793e-04,-6.070013643783651793e-04
6.134134134134134086e+01,-1.571577289791400642e-02,5.755455033412995277e-04,-5.755455033412995277e-04
6.142142142142142092e+01,-1.578960453910110279e-02,5.456115268234711232e-04,-5.456115268234711232e-04
6.150150150150150097e+01,-1.584657756293627456e-02,5.171318052946736023e-04,-5.171318052946736023e-04
6.158158158158158102e+01,-1.588549388008374599e-02,4.900413897628996688e-04,-4.900413897628996688e-04
6.166166166166166107e+01,-1.590512146741752605e-02,4.642779224442411903e-04,-4.642779224442411903e-04
6.174174174174174112e+01,-1.590419675294908047e-02,4.397815495837236193e-04,-4.397815495837236193e-04
6.182182182182182117e+01,-1.588142742034230268e-02,4.164948364152594820e-04,-4.164948364152594820e-04
6.190190190190190123e+01,-1.583549566084579280e-02,3.943626842465230921e-04,-3.943626842465230921e-04
6.198198198198198128e+01,-1.576506189955043102e-02,3.733322496523347575e-04,-3.733322496523347575e-04
6.206206206206206133e+01,-1.566876902295431112e-02,3.533528657580821148e-04,-3.533528657580821148e-04
6.214214214214214138e+01,-1.554524713296693943e-02,3.343759655927652330e-04,-3.343759655927652330e-04
6.222222222222222143e+01,-1.539311885221721944e-02,3.163550074894828728e-04,-3.163550074894828728e-04
6.230230230230230148e+01,-1.521100520347239832e-02,2.992454025095246922e-04,-2.992454025095246922e-04
6.238238238238238154e+01,-1.499753208213412854e-02,2.830044438647302384e-04,-2.830044438647302384e-04
6.246246246246246159e+01,-1.475133734102799382e-02,2.675912383113920163e-04,-2.675912383113920163e-04
6.254254254254254164e+01,-1.447107850210035268e-02,2.529666394877485387e-04,-2.529666394877485387e-04
6.262262262262262169e+01,-1.415544110423812979e-02,2.390931831659756147e-04,-2.390931831659756147e-04
6.270270270270270174e+01,-1.380314769556682461e-02,2.259350243885976115e-04,-2.259350243885976115e-04
6.278278278278278179e+01,-1.341296747073852762e-02,2.134578764583622257e-04,-2.134578764583622257e-04
6.286286286286286185e+01,-1.298372654920212747e-02,2.016289517498514846e-04,-2.016289517498514846e-04
6.294294294294294190e+01,-1.251431888530489707e-02,1.904169043104588194e-04,-1.904169043104588194e-04
6.302302302302302195e+01,-1.200371779136888417e-02,1.797917742178141540e-04,-1.797917742178141540e-04
6.310310310310310200e+01,-1.145098804927038340e-02,1.697249336602957000e-04,-1.697249336602957000e-04
6.318318318318318205e+01,-1.085529857798190993e-02,1.601890347069272809e-04,-1.601890347069272809e-04
6.326326326326326210e+01,-1.021593561336608773e-02,1.511579587327074707e-04,-1.511579587327074707e-04
6.334334334334334216e+01,-9.532316346618626909e-03,1.426067674652587531e-04,-1.426067674652587531e-04
6.342342342342342221e+01,-8.804002959895427041e-03,1.345116556185971994e-04,-1.345116556185971994e-04
6.350350350350350226e+01,-8.030716982058578798e-03,1.268499050798345428e-04,-1.268499050798345428e-04
6.358358358358358231e+01,-7.212353876093987627e-03,1.195998406146749868e-04,-1.195998406146749868e-04
6.366366366366366236e+01,-6.348997760143127583e-03,1.127407870577162499e-04,-1.127407870577162499e-04
6.374374374374374241e+01,-5.440936144863436734e-03,1.062530279537462791e-04,-1.062530279537462791e-04
6.382382382382382247e+01,-4.488674557967495780e-03,1.001177656164683121e-04,-1.001177656164683121e-04
6.390390390390390252e+01,-3.492950913985254108e-03,9.431708257137002790e-05,-9.431708257137002790e-05
6.398398398398398257e+01,-2.454749467718926517e-03,8.883390434977703881e-05,-8.883390434977703881e-05
6.406406406406406973e+01,-1.375314176053266243e-03,8.365196360147117405e-05,-8.365196360147117405e-05
6.414414414414414978e+01,-2.561612791907816886e-04,7.875576549363230922e-05,-7.875576549363230922e-05
6.422422422422422983e+01,9.009091049682004491e-04,7.413055436423752218e-05,-7.413055436423752218e-05
6.430430430430430988e+01,2.093802596734295300e-03,6.976228159845619659e-05,-6.976228159845619659e-05
6.438438438438438993e+01,3.320121613635014426e-03,6.563757469695287688e-05,-6.563757469695287688e-05
6.446446446446446998e+01,4.577158119178944065e-03,6.174370750540873255e-05,-6.174370750540873255e-05
6.454454454454455004e+01,5.861888322897836068e-03,5.806857157493932947e-05,-5.806857157493932947e-05
6.462462462462463009e+01,7.170969597322347094e-03,5.460064862344126541e-05,-5.460064862344126541e-05
6.470470470470471014e+01,8.500739883886715767e-03,5.132898406823216875e-05,-5.132898406823216875e-05
6.478478478478479019e+01,9.847219864418612148e-03,4.824316160066017287e-05,-4.824316160066017287e-05
6.486486486486487024e+01,1.120611817080736580e-02,4.533327877363135051e-05,-4.533327877363135051e-05
6.494494494494495029e+01,1.257283989797543244e-02,4.258992357325648256e-05,-4.258992357325648256e-05
6.502502502502503035e+01,1.394249867321117886e-02,4.000415194603643317e-05,-4.000415194603643317e-05
6.510510510510511040e+01,1.530993251484452297e-02,3.756746625319363445e-05,-3.756746625319363445e-05
6.518518518518519045e+01,1.666972368724167070e-02,3.527179462392189421e-05,-3.527179462392189421e-05
6.526526526526527050e+01,1.801622272332101260e-02,3.310947117946358041e-05,-3.310947117946358041e-05
6.534534534534535055e+01,1.934357674276424716e-02,3.107321710004768187e-05,-3.107321710004768187e-05
6.542542542542543060e+01,2.064576214264295106e-02,2.915612250682966236e-05,-2.915612250682966236e-05
6.550550550550551065e+01,2.191662167612219714e-02,2.735162913107976160e-05,-2.735162913107976160e-05
6.558558558558559071e+01,2.314990586411556223e-02,2.565351374297621668e-05,-2.565351374297621668e-05
6.566566566566567076e+01,2.433931860715049522e-02,2.405587231248196162e-05,-2.405587231248196162e-05
6.574574574574575081e+01,2.547856677874936471e-02,2.255310487492885612e-05,-2.255310487492885612e-05
6.582582582582583086e+01,2.656141348621260043e-02,2.113990107411304174e-05,-2.113990107411304174e-05
6.590590590590591091e+01,2.758173459012601761e-02,1.981122635592827118e-05,-1.981122635592827118e-05
6.598598598598599096e+01,2.853357797100911433e-02,1.856230878583869150e-05,-1.856230878583869150e-05
6.606606606606607102e+01,2.941122492662339924e-02,1.738862646383195471e-05,-1.738862646383195471e-05
6.614614614614615107e+01,3.020925298711726881e-02,1.628589551090184299e-05,-1.628589551090184299e-05
6.622622622622623112e+01,3.092259933698526114e-02,1.525005860159504400e-05,-1.525005860159504400e-05
6.630630630630631117e+01,3.154662394387085234e-02,1.427727401772277381e-05,-1.427727401772277381e-05
6.638638638638639122e+01,3.207717142077039923e-02,1.336390519898913508e-05,-1.336390519898913508e-05
6.646646646646647127e+01,3.251063058396290451e-02,1.250651076702159364e-05,-1.250651076702159364e-05
6.654654654654655133e+01,3.284399062526498214e-02,1.170183500010396254e-05,-1.170183500010396254e-05
6.662662662662663138e+01,3.307489279666904480e-02,1.094679873680521538e-05,-1.094679873680521538e-05
6.670670670670671143e+01,3.320167650479472626e-02,1.023849068765505641e-05,-1.023849068765505641e-05
6.678678678678679148e+01,3.322341874015243696e-02,9.574159135036609878e-06,-9.574159135036609878e-06
6.686686686686687153e+01,3.313996582103306832e-02,8.951204002529066799e-06,-8.951204002529066799e-06
6.694694694694695158e+01,3.295195651361161604e-02,8.367169276027095791e-06,-8.367169276027095791e-06
6.702702702702703164e+01,3.266083570137735120e-02,7.819735760073995084e-06,-7.819735760073995084e-06
6.710710710710711169e+01,3.226885791302454287e-02,7.306714153952828900e-06,-7.306714153952828900e-06
6.718718718718719174e+01,3.177908018033998028e-02,6.826038433169639871e-06,-6.826038433169639871e-06
6.726726726726727179e+01,3.119534388295080660e-02,6.375759523017066689e-06,-6.375759523017066689e-06
6.734734734734735184e+01,3.052224543830955872e-02,5.954039251910119385e-06,-5.954039251910119385e-06
6.742742742742743189e+01,2.976509591248631403e-02,5.559144573124532127e-06,-5.559144573124532127e-06
6.750750750750751195e+01,2.892986985354975213e-02,5.189442044430046538e-06,-5.189442044430046538e-06
6.758758758758759200e+01,2.802314387912637969e-02,4.843392555886828532e-06,-4.843392555886828532e-06
6.766766766766767205e+01,2.705202577726347618e-02,4.519546296756604456e-06,-4.519546296756604456e-06
6.774774774774775210e+01,2.602407509905931352e-02,4.216537953067739047e-06,-4.216537953067739047e-06
6.782782782782783215e+01,2.494721642772202916e-02,3.933082127865556444e-06,-3.933082127865556444e-06
