t, Stokes_half_amp, Pump1_half_amp, Pump2_half_amp
2.258258258258258167e+01,5.218485619500656814e-01,7.573544042389245522e-03,-7.573544042389245522e-03
2.266266266266266172e+01,5.284579138867815384e-01,7.866678241210534397e-03,-7.866678241210534397e-03
2.274274274274274177e+01,5.351026714850077859e-01,8.170846278401928953e-03,-8.170846278401928953e-03
2.282282282282282182e+01,5.417830617224571599e-01,8.486423227511339512e-03,-8.486423227511339512e-03
2.290290290290290187e+01,5.484991777801471180e-01,8.813793604000634552e-03,-8.813793604000634552e-03
2.298298298298298192e+01,5.552509745969558264e-01,9.153351458472278046e-03,-9.153351458472278046e-03
2.306306306306306197e+01,5.620382651527264795e-01,9.505500465533165896e-03,-9.505500465533165896e-03
2.314314314314314203e+01,5.688607174620927687e-01,9.870654007969935015e-03,-9.870654007969935015e-03
2.322322322322322208e+01,5.757178522600117088e-01,1.024923525589959035e-02,-1.024923525589959035e-02
2.330330330330330213e+01,5.826090413554603220e-01,1.064167724054550235e-02,-1.064167724054550235e-02
2.338338338338338218e+01,5.895335066236211397e-01,1.104842292227966975e-02,-1.104842292227966975e-02
2.346346346346346223e+01,5.964903196073433334e-01,1.146992525256284451e-02,-1.146992525256284451e-02
2.354354354354354228e+01,6.034784016959041653e-01,1.190664722940336546e-02,-1.190664722940336546e-02
2.362362362362362234e+01,6.104965248460909599e-01,1.235906194594800153e-02,-1.235906194594800153e-02
2.370370370370370239e+01,6.175433128120009219e-01,1.282765263181071674e-02,-1.282765263181071674e-02
2.378378378378378244e+01,6.246172428477964056e-01,1.331291268673667587e-02,-1.331291268673667587e-02
2.386386386386386249e+01,6.317166478473559277e-01,1.381534570619444291e-02,-1.381534570619444291e-02
2.394394394394394254e+01,6.388397188873982113e-01,1.433546549848296707e-02,-1.433546549848296707e-02
2.402402402402402259e+01,6.459845081393797983e-01,1.487379609293413077e-02,-1.487379609293413077e-02
2.410410410410410265e+01,6.531489321158568950e-01,1.543087173878881363e-02,-1.543087173878881363e-02
2.418418418418418270e+01,6.603307752193614544e-01,1.600723689432096558e-02,-1.600723689432096558e-02
2.426426426426426275e+01,6.675276935645599874e-01,1.660344620578139974e-02,-1.660344620578139974e-02
2.434434434434434280e+01,6.747372190427260996e-01,1.722006447572905011e-02,-1.722006447572905011e-02
2.442442442442442285e+01,6.819567636001599986e-01,1.785766662031992510e-02,-1.785766662031992510e-02
2.450450450450450290e+01,6.891836237063515558e-01,1.851683761512070911e-02,-1.851683761512070911e-02
2.458458458458458296e+01,6.964149849861770436e-01,1.919817242901405985e-02,-1.919817242901405985e-02
2.466466466466466301e+01,7.036479269935697056e-01,1.990227594576513687e-02,-1.990227594576513687e-02
2.474474474474474306e+01,7.108794281055008657e-01,2.062976287281825458e-02,-2.062976287281825458e-02
2.482482482482482311e+01,7.181063705167733957e-01,2.138125763689700462e-02,-2.138125763689700462e-02
2.490490490490490316e+01,7.253255453187456014e-01,2.215739426598198336e-02,-2.215739426598198336e-02
2.498498498498498321e+01,7.325336576444604342e-01,2.295881625724404199e-02,-2.295881625724404199e-02
2.506506506506506327e+01,7.397273318660033681e-01,2.378617643051672212e-02,-2.378617643051672212e-02
2.514514514514514332e+01,7.469031168309548940e-01,2.464013676689398233e-02,-2.464013676689398233e-02
2.522522522522522337e+01,7.540574911257394985e-01,2.552136823204639166e-02,-2.552136823204639166e-02
2.530530530530530342e+01,7.611868683550627734e-01,2.643055058385364656e-02,-2.643055058385364656e-02
2.538538538538538347e+01,7.682876024273815885e-01,2.736837216395909475e-02,-2.736837216395909475e-02
2.546546546546546352e+01,7.753559928392156353e-01,2.833552967285886404e-02,-2.833552967285886404e-02
2.554554554554554358e+01,7.823882899491572118e-01,2.933272792814375918e-02,-2.933272792814375918e-02
2.562562562562562363e+01,7.893807002354180646e-01,3.036067960552499972e-02,-3.036067960552499972e-02
2.570570570570570723e+01,7.963293915320047711e-01,3.142010496227914257e-02,-3.142010496227914257e-02
2.578578578578578728e+01,8.032304982368975166e-01,3.251173154275854849e-02,-3.251173154275854849e-02
2.586586586586586733e+01,8.100801264885446606e-01,3.363629386562560358e-02,-3.363629386562560358e-02
2.594594594594594739e+01,8.168743593066306596e-01,3.479453309247555748e-02,-3.479453309247555748e-02
2.602602602602602744e+01,8.236092616938772704e-01,3.598719667752698498e-02,-3.598719667752698498e-02
2.610610610610610749e+01,8.302808856955745664e-01,3.721503799806716306e-02,-3.721503799806716306e-02
2.618618618618618754e+01,8.368852754141492545e-01,3.847881596535397686e-02,-3.847881596535397686e-02
2.626626626626626759e+01,8.434184719773460959e-01,3.977929461568584929e-02,-3.977929461568584929e-02
2.634634634634634764e+01,8.498765184571811515e-01,4.111724268136317945e-02,-4.111724268136317945e-02
2.642642642642642770e+01,8.562554647381834805e-01,4.249343314127899257e-02,-4.249343314127899257e-02
2.650650650650650775e+01,8.625513723337251415e-01,4.390864275088705859e-02,-4.390864275088705859e-02
2.658658658658658780e+01,8.687603191486719112e-01,4.536365155130919757e-02,-4.536365155130919757e-02
2.666666666666666785e+01,8.748784041872720296e-01,4.685924235735625804e-02,-4.685924235735625804e-02
2.674674674674674790e+01,8.809017522053501636e-01,4.839620022424945267e-02,-4.839620022424945267e-02
2.682682682682682795e+01,8.868265183052572720e-01,4.997531189284116354e-02,-4.997531189284116354e-02
2.690690690690690801e+01,8.926488924728266383e-01,5.159736521314804009e-02,-5.159736521314804009e-02
2.698698698698698806e+01,8.983651040555988843e-01,5.326314854601946203e-02,-5.326314854601946203e-02
2.706706706706706811e+01,9.039714261807779705e-01,5.497345014277719294e-02,-5.497345014277719294e-02
2.714714714714714816e+01,9.094641801122983482e-01,5.672905750267444314e-02,-5.672905750267444314e-02
2.722722722722722821e+01,9.148397395459811898e-01,5.853075670803126879e-02,-5.853075670803126879e-02
2.730730730730730826e+01,9.200945348415185965e-01,6.037933173691596711e-02,-6.037933173691596711e-02
2.738738738738738832e+01,9.252250571902786991e-01,6.227556375325051657e-02,-6.227556375325051657e-02
2.746746746746746837e+01,9.302278627181043147e-01,6.422023037422802672e-02,-6.422023037422802672e-02
2.754754754754754842e+01,9.350995765213676592e-01,6.621410491493694150e-02,-6.621410491493694150e-02
2.762762762762762847e+01,9.398368966352691478e-01,6.825795561009703749e-02,-6.825795561009703749e-02
2.770770770770770852e+01,9.444365979332124406e-01,7.035254481281565109e-02,-7.035254481281565109e-02
2.778778778778778857e+01,9.488955359554561708e-01,7.249862817028022988e-02,-7.249862817028022988e-02
2.786786786786786863e+01,9.532106506658627465e-01,7.469695377630745925e-02,-7.469695377630745925e-02
2.794794794794794868e+01,9.573789701347130698e-01,7.694826130067175529e-02,-7.694826130067175529e-02
2.802802802802802873e+01,9.613976141461881841e-01,7.925328109514108432e-02,-7.925328109514108432e-02
2.810810810810810878e+01,9.652637977284541648e-01,8.161273327614591844e-02,-8.161273327614591844e-02
2.818818818818818883e+01,9.689748346044505523e-01,8.402732678401195199e-02,-8.402732678401195199e-02
2.826826826826826888e+01,9.725281405611974073e-01,8.649775841868316550e-02,-8.649775841868316550e-02
2.834834834834834894e+01,9.759212367350991180e-01,8.902471185186386360e-02,-8.902471185186386360e-02
2.842842842842842899e+01,9.791517528111435276e-01,9.160885661550574599e-02,-9.160885661550574599e-02
2.850850850850850904e+01,9.822174301329701374e-01,9.425084706656319811e-02,-9.425084706656319811e-02
2.858858858858858909e+01,9.851161247210612482e-01,9.695132132794083424e-02,-9.695132132794083424e-02
2.866866866866866914e+01,9.878458101959193272e-01,9.971090020555264943e-02,-9.971090020555264943e-02
2.874874874874874919e+01,9.904045806027341747e-01,1.025301860814137184e-01,-1.025301860814137184e-01
2.882882882882882924e+01,9.927906531338106522e-01,1.054097617826846994e-01,-1.054097617826846994e-01
2.890890890890890930e+01,9.950023707449299204e-01,1.083501894265922194e-01,-1.083501894265922194e-01
2.898898898898898935e+01,9.970382046611653282e-01,1.113520092411520723e-01,-1.113520092411520723e-01
2.906906906906906940e+01,9.988967567673179282e-01,1.144157383616316581e-01,-1.144157383616316581e-01
2.914914914914914945e+01,1.000576761877960186e+00,1.175418696026993837e-01,-1.175418696026993837e-01
2.922922922922922950e+01,1.002077089881245442e+00,1.207308702062275946e-01,-1.207308702062275946e-01
2.930930930930930955e+01,1.003396747750467055e+00,1.239831805647405721e-01,-1.239831805647405721e-01
2.938938938938938961e+01,1.004534881416748293e+00,1.272992129205303413e-01,-1.272992129205303413e-01
2.946946946946946966e+01,1.005490777495414489e+00,1.306793500405072639e-01,-1.306793500405072639e-01
2.954954954954954971e+01,1.006263864858019774e+00,1.341239438669051542e-01,-1.341239438669051542e-01
2.962962962962962976e+01,1.006853716041716584e+00,1.376333141440299057e-01,-1.376333141440299057e-01
2.970970970970970981e+01,1.007260048486483761e+00,1.412077470213202179e-01,-1.412077470213202179e-01
2.978978978978978986e+01,1.007482725589821992e+00,1.448474936330934604e-01,-1.448474936330934604e-01
2.986986986986986992e+01,1.007521757568364595e+00,1.485527686554697080e-01,-1.485527686554697080e-01
2.994994994994994997e+01,1.007377302114351059e+00,1.523237488411105511e-01,-1.523237488411105511e-01
3.003003003003003002e+01,1.007049664834189562e+00,1.561605715325825317e-01,-1.561605715325825317e-01
3.011011011011011007e+01,1.006539299455724512e+00,1.600633331553529826e-01,-1.600633331553529826e-01
3.019019019019019012e+01,1.005846807789391173e+00,1.640320876916592785e-01,-1.640320876916592785e-01
3.027027027027027017e+01,1.004972939427748013e+00,1.680668451367615113e-01,-1.680668451367615113e-01
3.035035035035035023e+01,1.003918591167106689e+00,1.721675699393949432e-01,-1.721675699393949432e-01
3.043043043043043028e+01,1.002684806133709916e+00,1.763341794285886721e-01,-1.763341794285886721e-01
3.051051051051051033e+01,1.001272772596108140e+00,1.805665422294120692e-01,-1.805665422294120692e-01
3.059059059059059038e+01,9.996838224448648669e-01,1.848644766706565301e-01,-1.848644766706565301e-01
3.067067067067067043e+01,9.979194293197179988e-01,1.892277491879522933e-01,-1.892277491879522933e-01
3.075075075075075048e+01,9.959812063636297452e-01,1.936560727263721138e-01,-1.936560727263721138e-01
3.083083083083083054e+01,9.938709035829329519e-01,1.981491051471782616e-01,-1.981491051471782616e-01
3.091091091091091059e+01,9.915904047927766030e-01,2.027064476440293972e-01,-2.027064476440293972e-01
3.099099099099099064e+01,9.891417241262586701e-01,2.073276431746798876e-01,-2.073276431746798876e-01
3.107107107107107069e+01,9.865270020863857736e-01,2.120121749149828649e-01,-2.120121749149828649e-01
3.115115115115115074e+01,9.837485011211274388e-01,2.167594647428286725e-01,-2.167594647428286725e-01
3.123123123123123079e+01,9.808086007015888175e-01,2.215688717605244495e-01,-2.215688717605244495e-01
3.131131131131131085e+01,9.777097918853823177e-01,2.264396908650418150e-01,-2.264396908650418150e-01
3.139139139139139090e+01,9.744546713497831414e-01,2.313711513765085437e-01,-2.313711513765085437e-01
3.147147147147147095e+01,9.710459348803750501e-01,2.363624157362880784e-01,-2.363624157362880784e-01
3.155155155155155100e+01,9.674863703046908681e-01,2.414125782869862846e-01,-2.414125782869862846e-01
3.163163163163163105e+01,9.637788498645045721e-01,2.465206641476944960e-01,-2.465206641476944960e-01
3.171171171171171110e+01,9.599263220237048699e-01,2.516856281987284172e-01,-2.516856281987284172e-01
3.179179179179179116e+01,9.559318027148575592e-01,2.569063541910345805e-01,-2.569063541910345805e-01
3.187187187187187121e+01,9.517983660331627016e-01,2.621816539962532056e-01,-2.621816539962532056e-01
3.195195195195195126e+01,9.475291343932907839e-01,2.675102670141584760e-01,-2.675102670141584760e-01
3.203203203203203486e+01,9.431272681721097895e-01,2.728908597547810566e-01,-2.728908597547810566e-01
3.211211211211211491e+01,9.385959548691098497e-01,2.783220256129344539e-01,-2.783220256129344539e-01
3.219219219219219497e+01,9.339383978258638530e-01,2.838022848530751818e-01,-2.838022848530751818e-01
3.227227227227227502e+01,9.291578045544991449e-01,2.893300848223708255e-01,-2.893300848223708255e-01
3.235235235235235507e+01,9.242573747374861481e-01,2.949038004095410614e-01,-2.949038004095410614e-01
3.243243243243243512e+01,9.192402879717527231e-01,3.005217347663457494e-01,-3.005217347663457494e-01
3.251251251251251517e+01,9.141096913411163039e-01,3.061821203075817954e-01,-3.061821203075817954e-01
3.259259259259259522e+01,9.088686869138457025e-01,3.118831200040053098e-01,-3.118831200040053098e-01
3.267267267267267528e+01,9.035203192738101574e-01,3.176228289807216387e-01,-3.176228289807216387e-01
3.275275275275275533e+01,8.980675632050231227e-01,3.233992764312512702e-01,-3.233992764312512702e-01
3.283283283283283538e+01,8.925133116607141259e-01,3.292104278546650886e-01,-3.292104278546650886e-01
3.291291291291291543e+01,8.868603641588731490e-01,3.350541876198868119e-01,-3.350541876198868119e-01
3.299299299299299548e+01,8.811114157543322722e-01,3.409284018574738062e-01,-3.409284018574738062e-01
3.307307307307307553e+01,8.752690467453316803e-01,3.468308616749649631e-01,-3.468308616749649631e-01
3.315315315315315559e+01,8.693357132784619301e-01,3.527593066872206085e-01,-3.527593066872206085e-01
3.323323323323323564e+01,8.633137390180606330e-01,3.587114288481564883e-01,-3.587114288481564883e-01
3.331331331331331569e+01,8.572053080467438857e-01,3.646848765649636226e-01,-3.646848765649636226e-01
3.339339339339339574e+01,8.510124591610259692e-01,3.706772590703849013e-01,-3.706772590703849013e-01
3.347347347347347579e+01,8.447370817191267589e-01,3.766861510230125609e-01,-3.766861510230125609e-01
3.355355355355355584e+01,8.383809131880443077e-01,3.827090972999978025e-01,-3.827090972999978025e-01
3.363363363363363590e+01,8.319455385225509314e-01,3.887436179411710158e-01,-3.887436179411710158e-01
3.371371371371371595e+01,8.254323914904746484e-01,3.947872131985163402e-01,-3.947872131985163402e-01
3.379379379379379600e+01,8.188427580359596281e-01,4.008373686403728375e-01,-4.008373686403728375e-01
3.387387387387387605e+01,8.121777817458051274e-01,4.068915602558473843e-01,-4.068915602558473843e-01
3.395395395395395610e+01,8.054384714541528156e-01,4.129472595018429115e-01,-4.129472595018429115e-01
3.403403403403403615e+01,7.986257109862957559e-01,4.190019382330104625e-01,-4.190019382330104625e-01
3.411411411411411621e+01,7.917402710064830318e-01,4.250530734539672562e-01,-4.250530734539672562e-01
3.419419419419419626e+01,7.847828228959737862e-01,4.310981518333708573e-01,-4.310981518333708573e-01
3.427427427427427631e+01,7.777539545471401361e-01,4.371346739210253962e-01,-4.371346739210253962e-01
3.435435435435435636e+01,7.706541879197539302e-01,4.431601580121433681e-01,-4.431601580121433681e-01
3.443443443443443641e+01,7.634839981659390373e-01,4.491721436072190765e-01,-4.491721436072190765e-01
3.451451451451451646e+01,7.562438340919851454e-01,4.551681944216438014e-01,-4.551681944216438014e-01
3.459459459459459651e+01,7.489341396908389958e-01,4.611459009061528169e-01,-4.611459009061528169e-01
3.467467467467467657e+01,7.415553764485711685e-01,4.671028822472819142e-01,-4.671028822472819142e-01
3.475475475475475662e+01,7.341080461016975534e-01,4.730367878260732795e-01,-4.730367878260732795e-01
3.483483483483483667e+01,7.265927135034323525e-01,4.789452981231197559e-01,-4.789452981231197559e-01
3.491491491491491672e+01,7.190100292441646834e-01,4.848261250683745804e-01,-4.848261250683745804e-01
3.499499499499499677e+01,7.113607516662471264e-01,4.906770118447759677e-01,-4.906770118447759677e-01
3.507507507507507682e+01,7.036457679163943268e-01,4.964957321653066802e-01,-4.964957321653066802e-01
3.515515515515515688e+01,6.958661136899433330e-01,5.022800890533645202e-01,-5.022800890533645202e-01
3.523523523523523693e+01,6.880229913406862297e-01,5.080279131659677372e-01,-5.080279131659677372e-01
3.531531531531531698e+01,6.801177860565195132e-01,5.137370607080851137e-01,-5.137370607080851137e-01
3.539539539539539703e+01,6.721520798352593751e-01,5.194054109940351438e-01,-5.194054109940351438e-01
3.547547547547547708e+01,6.641276630354298049e-01,5.250308637182239391e-01,-5.250308637182239391e-01
3.555555555555555713e+01,6.560465433216284836e-01,5.306113360023275716e-01,-5.306113360023275716e-01
3.563563563563563719e+01,6.479109518734680329e-01,5.361447592892814029e-01,-5.361447592892814029e-01
3.571571571571571724e+01,6.397233467789441574e-01,5.416290761560275113e-01,-5.416290761560275113e-01
3.579579579579579729e+01,6.314864135854302285e-01,5.470622371169046039e-01,-5.470622371169046039e-01
3.587587587587587734e+01,6.232030630339374655e-01,5.524421974879151209e-01,-5.524421974879151209e-01
3.595595595595595739e+01,6.148764260529365755e-01,5.577669143789204531e-01,-5.577669143789204531e-01
3.603603603603603744e+01,6.065098461351250414e-01,5.630343438762936970e-01,-5.630343438762936970e-01
3.611611611611611750e+01,5.981068692635435058e-01,5.682424384728470557e-01,-5.682424384728470557e-01
3.619619619619619755e+01,5.896712315915820790e-01,5.733891447951691145e-01,-5.733891447951691145e-01
3.627627627627627760e+01,5.812068451125772528e-01,5.784724016710738326e-01,-5.784724016710738326e-01
3.635635635635635765e+01,5.727177815801157701e-01,5.834901385719243327e-01,-5.834901385719243327e-01
3.643643643643643770e+01,5.642082549583550266e-01,5.884402744563700383e-01,-5.884402744563700383e-01
3.651651651651651775e+01,5.556826026925825168e-01,5.933207170337665426e-01,-5.933207170337665426e-01
3.659659659659659781e+01,5.471452660949761571e-01,5.981293624574339773e-01,-5.981293624574339773e-01
3.667667667667667786e+01,5.386007701381613222e-01,6.028640954501429672e-01,-6.028640954501429672e-01
3.675675675675675791e+01,5.300537029413971979e-01,6.075227898569572904e-01,-6.075227898569572904e-01
3.683683683683683796e+01,5.215086952207382831e-01,6.121033096139490981e-01,-6.121033096139490981e-01
3.691691691691691801e+01,5.129703999567255535e-01,6.166035101154232478e-01,-6.166035101154232478e-01
3.699699699699699806e+01,5.044434725119353313e-01,6.210212399572208053e-01,-6.210212399572208053e-01
3.707707707707707812e+01,4.959325514060523576e-01,6.253543430294599137e-01,-6.253543430294599137e-01
3.715715715715715817e+01,4.874422399301043818e-01,6.296006609287138067e-01,-6.296006609287138067e-01
3.723723723723723822e+01,4.789770887540459876e-01,6.337580356571201889e-01,-6.337580356571201889e-01
3.731731731731731827e+01,4.705415796540061146e-01,6.378243125742251163e-01,-6.378243125742251163e-01
3.739739739739739832e+01,4.621401104581011610e-01,6.417973435664217075e-01,-6.417973435664217075e-01
3.747747747747747837e+01,4.537769812830437788e-01,6.456749903986093164e-01,-6.456749903986093164e-01
3.755755755755755843e+01,4.454563821087977882e-01,6.494551282130679448e-01,-6.494551282130679448e-01
3.763763763763763848e+01,4.371823817150171099e-01,6.531356491414499477e-01,-6.531356491414499477e-01
3.771771771771771853e+01,4.289589179817994147e-01,6.567144659971502207e-01,-6.567144659971502207e-01
3.779779779779779858e+01,4.207897895385332987e-01,6.601895160170327959e-01,-6.601895160170327959e-01
3.787787787787787863e+01,4.126786487279756610e-01,6.635587646234984982e-01,-6.635587646234984982e-01
3.795795795795795868e+01,4.046289958388926689e-01,6.668202091800787823e-01,-6.668202091800787823e-01
3.803803803803803874e+01,3.966441745490523196e-01,6.699718827160894286e-01,-6.699718827160894286e-01
3.811811811811811879e+01,3.887273685111050647e-01,6.730118575982801943e-01,-6.730118575982801943e-01
3.819819819819819884e+01,3.808815990071760527e-01,6.759382491298477902e-01,-6.759382491298477902e-01
3.827827827827827889e+01,3.731097235930344591e-01,6.787492190595642017e-01,-6.787492190595642017e-01
3.835835835835835894e+01,3.654144356497837087e-01,6.814429789860977360e-01,-6.814429789860977360e-01
3.843843843843843899e+01,3.577982647597673371e-01,6.840177936448114115e-01,-6.840177936448114115e-01
3.851851851851851904e+01,3.502635778234401975e-01,6.864719840664093020e-01,-6.864719840664093020e-01
3.859859859859859910e+01,3.428125808355730331e-01,6.888039305987448957e-01,-6.888039305987448957e-01
3.867867867867867915e+01,3.354473212413970340e-01,6.910120757848799977e-01,-6.910120757848799977e-01
3.875875875875875920e+01,3.281696907966036303e-01,6.930949270921021865e-01,-6.930949270921021865e-01
3.883883883883883925e+01,3.209814288591722464e-01,6.950510594880653370e-01,-6.950510594880653370e-01
3.891891891891891930e+01,3.138841260452617243e-01,6.968791178614969217e-01,-6.968791178614969217e-01
3.899899899899899935e+01,3.068792281862331439e-01,6.985778192860571112e-01,-6.985778192860571112e-01
3.907907907907907941e+01,2.999680405286569429e-01,7.001459551269064718e-01,-7.001459551269064718e-01
3.915915915915915946e+01,2.931517321243610752e-01,7.015823929903820533e-01,-7.015823929903820533e-01
3.923923923923923951e+01,2.864313403624616505e-01,7.028860785178894233e-01,-7.028860785178894233e-01
3.931931931931931956e+01,2.798077756001927097e-01,7.040560370257037404e-01,-7.040560370257037404e-01
3.939939939939939961e+01,2.732818258542371037e-01,7.050913749928608976e-01,-7.050913749928608976e-01
3.947947947947947966e+01,2.668541615185906490e-01,7.059912813996903624e-01,-7.059912813996903624e-01
3.955955955955955972e+01,2.605253400794431684e-01,7.067550289198577529e-01,-7.067550289198577529e-01
3.963963963963963977e+01,2.542958108015422325e-01,7.073819749689949088e-01,-7.073819749689949088e-01
3.971971971971971982e+01,2.481659193641373995e-01,7.078715626131678595e-01,-7.078715626131678595e-01
3.979979979979979987e+01,2.421359124280836883e-01,7.082233213405303429e-01,-7.082233213405303429e-01
3.987987987987987992e+01,2.362059421188211772e-01,7.084368676995851377e-01,-7.084368676995851377e-01
3.995995995995995997e+01,2.303760704127185976e-01,7.085119058074877962e-01,-7.085119058074877962e-01
4.004004004004004003e+01,2.246462734168022390e-01,7.084482277318342458e-01,-7.084482277318342458e-01
4.012012012012012008e+01,2.190164455341734873e-01,7.082457137493357591e-01,-7.082457137493357591e-01
4.020020020020020013e+01,2.134864035093626544e-01,7.079043324847478225e-01,-7.079043324847478225e-01
4.028028028028028018e+01,2.080558903496277090e-01,7.074241409333574815e-01,-7.074241409333574815e-01
4.036036036036036023e+01,2.027245791197208324e-01,7.068052843702631316e-01,-7.068052843702631316e-01
4.044044044044044028e+01,1.974920766089194590e-01,7.060479961496194390e-01,-7.060479961496194390e-01
4.052052052052052034e+01,1.923579268702308998e-01,7.051525973969324790e-01,-7.051525973969324790e-01
4.060060060060060039e+01,1.873216146326465159e-01,7.041194965974307829e-01,-7.041194965974307829e-01
4.068068068068068044e+01,1.823825685880130498e-01,7.029491890834562717e-01,-7.029491890834562717e-01
4.076076076076076049e+01,1.775401645547349805e-01,7.016422564237566606e-01,-7.016422564237566606e-01
4.084084084084084054e+01,1.727937285211331997e-01,7.001993657175021868e-01,-7.001993657175021868e-01
4.092092092092092059e+01,1.681425395715275828e-01,6.986212687957847889e-01,-6.986212687957847889e-01
4.100100100100100065e+01,1.635858326984362954e-01,6.969088013333190057e-01,-6.969088013333190057e-01
4.108108108108108070e+01,1.591228015046213251e-01,6.950628818730100189e-01,-6.950628818730100189e-01
4.116116116116116075e+01,1.547526007986752550e-01,6.930845107660313920e-01,-6.930845107660313920e-01
4.124124124124124080e+01,1.504743490880290913e-01,6.909747690300089840e-01,-6.909747690300089840e-01
4.132132132132132085e+01,1.462871309732717562e-01,6.887348171279068509e-01,-6.887348171279068509e-01
4.140140140140140090e+01,1.421899994476205353e-01,6.863658936701697577e-01,-6.863658936701697577e-01
4.148148148148148096e+01,1.381819781053777452e-01,6.838693140426925776e-01,-6.838693140426925776e-01
4.156156156156156101e+01,1.342620632630634192e-01,6.812464689631576586e-01,-6.812464689631576586e-01
4.164164164164164106e+01,1.304292259968861944e-01,6.784988229683028838e-01,-6.784988229683028838e-01
4.172172172172172111e+01,1.266824141000208181e-01,6.756279128346731611e-01,-6.756279128346731611e-01
4.180180180180180116e+01,1.230205539630993411e-01,6.726353459354208475e-01,-6.726353459354208475e-01
4.188188188188188121e+01,1.194425523811041556e-01,6.695227985357384837e-01,-6.695227985357384837e-01
4.196196196196196126e+01,1.159472982897324367e-01,6.662920140295113258e-01,-6.662920140295113258e-01
4.204204204204204132e+01,1.125336644341929371e-01,6.629448011198043611e-01,-6.629448011198043611e-01
4.212212212212212137e+01,1.092005089731587913e-01,6.594830319458091505e-01,-6.594830319458091505e-01
4.220220220220220142e+01,1.059466770205365893e-01,6.559086401589010462e-01,-6.559086401589010462e-01
4.228228228228228147e+01,1.027710021274719221e-01,6.522236189504732051e-01,-6.522236189504732051e-01
4.236236236236236152e+01,9.967230770694339437e-02,6.484300190342408010e-01,-6.484300190342408010e-01
4.244244244244244157e+01,9.664940840312864767e-02,6.445299465857199372e-01,-6.445299465857199372e-01
4.252252252252252163e+01,9.370111140756207102e-02,6.405255611416162953e-01,-6.405255611416162953e-01
4.260260260260260168e+01,9.082621772406390681e-02,6.364190734618668799e-01,-6.364190734618668799e-01
4.268268268268268173e+01,8.802352338417424038e-02,6.322127433571020916e-01,-6.322127433571020916e-01
4.276276276276276178e+01,8.529182061480385102e-02,6.279088774843085696e-01,-6.279088774843085696e-01
4.284284284284284183e+01,8.262989895972494558e-02,6.235098271134857928e-01,-6.235098271134857928e-01
4.292292292292292188e+01,8.003654635631334002e-02,6.190179858681029712e-01,-6.190179858681029712e-01
4.300300300300300194e+01,7.751055016898678041e-02,6.144357874421664256e-01,-6.144357874421664256e-01
4.308308308308308199e+01,7.505069818063507536e-02,6.097657032967181978e-01,-6.097657032967181978e-01
4.316316316316316204e+01,7.265577954324212162e-02,6.050102403385869687e-01,-6.050102403385869687e-01
4.324324324324324209e+01,7.032458568889765615e-02,6.001719385842111398e-01,-6.001719385842111398e-01
4.332332332332332214e+01,6.805591120226166246e-02,5.952533688113517130e-01,-5.952533688113517130e-01
4.340340340340340219e+01,6.584855465552254261e-02,5.902571302015025001e-01,-5.902571302015025001e-01
4.348348348348348225e+01,6.370131940684041483e-02,5.851858479757986453e-01,-5.851858479757986453e-01
4.356356356356356230e+01,6.161301436318930569e-02,5.800421710272067877e-01,-5.800421710272067877e-01
4.364364364364364235e+01,5.958245470848515246e-02,5.748287695517614315e-01,-5.748287695517614315e-01
4.372372372372372240e+01,5.760846259786538137e-02,5.695483326815935499e-01,-5.695483326815935499e-01
4.380380380380380245e+01,5.568986781892858173e-02,5.642035661224703569e-01,-5.642035661224703569e-01
4.388388388388388250e+01,5.382550842070786545e-02,5.587971897985347658e-01,-5.587971897985347658e-01
4.396396396396396256e+01,5.201423131113897674e-02,5.533319355069027390e-01,-5.533319355069027390e-01
4.404404404404404261e+01,5.025489282377368361e-02,5.478105445847373245e-01,-5.478105445847373245e-01
4.412412412412412266e+01,4.854635925442232075e-02,5.422357655913838670e-01,-5.422357655913838670e-01
4.420420420420420271e+01,4.688750736844188305e-02,5.366103520080957034e-01,-5.366103520080957034e-01
4.428428428428428276e+01,4.527722487935989526e-02,5.309370599578505656e-01,-5.309370599578505656e-01
4.436436436436436281e+01,4.371441089945333341e-02,5.252186459476859692e-01,-5.252186459476859692e-01
4.444444444444444287e+01,4.219797636298668053e-02,5.194578646359482299e-01,-5.194578646359482299e-01
4.452452452452452292e+01,4.072684442274691896e-02,5.136574666267776923e-01,-5.136574666267776923e-01
4.460460460460460297e+01,3.929995082047898353e-02,5.078201962941032432e-01,-5.078201962941032432e-01
4.468468468468468302e+01,3.791624423187850423e-02,5.019487896373474589e-01,-5.019487896373474589e-01
4.476476476476476307e+01,3.657468658677866247e-02,4.960459721709856162e-01,-4.960459721709856162e-01
4.484484484484484312e+01,3.527425336513180520e-02,4.901144568500292453e-01,-4.901144568500292453e-01
4.492492492492492318e+01,3.401393386938029312e-02,4.841569420334314033e-01,-4.841569420334314033e-01
4.500500500500500323e+01,3.279273147387149617e-02,4.781761094873455131e-01,-4.781761094873455131e-01
4.508508508508508328e+01,3.160966385191807393e-02,4.721746224300841233e-01,-4.721746224300841233e-01
4.516516516516516333e+01,3.046376318106996939e-02,4.661551236205531135e-01,-4.661551236205531135e-01
4.524524524524524338e+01,2.935407632724432864e-02,4.601202334918547132e-01,-4.601202334918547132e-01
4.532532532532532343e+01,2.827966500830344718e-02,4.540725483316691569e-01,-4.540725483316691569e-01
