theta,delta,fidelity
1.570796326794896558e+00,2.879793265790643542e+00,7.579559079927954413e-01
1.570796326794896558e+00,3.010692959690218107e+00,7.552095114955040822e-01
1.570796326794896558e+00,3.141592653589793116e+00,7.542027273966077638e-01
1.570796326794896558e+00,3.272492347489367681e+00,7.549451577956386439e-01
1.570796326794896558e+00,3.403392041388942246e+00,7.574344974023089483e-01
1.570796326794896558e+00,3.534291735288516811e+00,7.616548364830989515e-01
1.570796326794896558e+00,3.665191429188091821e+00,7.675767803149539104e-01
1.570796326794896558e+00,3.796091123087666386e+00,7.751543083225989061e-01
1.570796326794896558e+00,3.926990816987240951e+00,7.843193551073859293e-01
1.570796326794896558e+00,4.057890510886815960e+00,7.949859032247210688e-01
1.570796326794896558e+00,4.188790204786390525e+00,8.070351823967595317e-01
1.570796326794896558e+00,4.319689898685965090e+00,8.203242211152622643e-01
1.570796326794896558e+00,4.450589592585539656e+00,8.346789153576290587e-01
1.570796326794896558e+00,4.581489286485114221e+00,8.498935116303759640e-01
1.570796326794896558e+00,4.712388980384689674e+00,8.657321302022907838e-01
1.570796326794896558e+00,4.843288674284264239e+00,8.819316284139407935e-01
1.570796326794896558e+00,4.974188368183838804e+00,8.982043275995649223e-01
1.570796326794896558e+00,5.105088062083413369e+00,9.142444675881472582e-01
1.570796326794896558e+00,5.235987755982987935e+00,9.297351081055175159e-01
1.570796326794896558e+00,5.366887449882562500e+00,9.443562917349931363e-01
1.570796326794896558e+00,5.497787143782137953e+00,9.577951405852214162e-01
1.570796326794896558e+00,5.628686837681712518e+00,9.697536711653459429e-01
1.570796326794896558e+00,5.759586531581287083e+00,9.799606258740831688e-01
1.570796326794896558e+00,5.890486225480861648e+00,9.881788974009104720e-01
1.570796326794896558e+00,6.021385919380436214e+00,9.942150926652207898e-01
1.570796326794896558e+00,6.152285613280010779e+00,9.979257629592964696e-01
1.570796326794896558e+00,6.283185307179586232e+00,9.992228259618147757e-01
1.636246173744683841e+00,0.000000000000000000e+00,9.991559087805625960e-01
1.636246173744683841e+00,1.308996938995747039e-01,9.980124000628927128e-01
1.636246173744683841e+00,2.617993877991494078e-01,9.944612007746757021e-01
1.636246173744683841e+00,3.926990816987241395e-01,9.885902155749637377e-01
1.636246173744683841e+00,5.235987755982988157e-01,9.805419794512636456e-01
1.636246173744683841e+00,6.544984694978734918e-01,9.705090179345363666e-01
1.636246173744683841e+00,7.853981633974482790e-01,9.587261378238247644e-01
1.636246173744683841e+00,9.162978572970229552e-01,9.454611784085135140e-01
1.636246173744683841e+00,1.047197551196597631e+00,9.310085591117608361e-01
1.636246173744683841e+00,1.178097245096172418e+00,9.156780375630202418e-01
1.636246173744683841e+00,1.308996938995746984e+00,8.997833439744288286e-01
1.636246173744683841e+00,1.439896632895321771e+00,8.836373560142121164e-01
1.636246173744683841e+00,1.570796326794896558e+00,8.675405285958394108e-01
1.636246173744683841e+00,1.701696020694471123e+00,8.517756526789131977e-01
1.636246173744683841e+00,1.832595714594045910e+00,8.366023342624845371e-01
1.636246173744683841e+00,1.963495408493620475e+00,8.222527594284906316e-01
1.636246173744683841e+00,2.094395102393195263e+00,8.089305237101839241e-01
1.636246173744683841e+00,2.225294796292769828e+00,7.968086738405280034e-01
1.636246173744683841e+00,2.356194490192344837e+00,7.860318517782135528e-01
1.636246173744683841e+00,2.487094184091919402e+00,7.767174380711531212e-01
1.636246173744683841e+00,2.617993877991493967e+00,7.689578397068170812e-01
1.636246173744683841e+00,2.748893571891068976e+00,7.628237684041175859e-01
1.636246173744683841e+00,2.879793265790643542e+00,7.583677108843985826e-01
1.636246173744683841e+00,3.010692959690218107e+00,7.556258243772538963e-01
1.636246173744683841e+00,3.141592653589793116e+00,7.546208501522482237e-01
1.636246173744683841e+00,3.272492347489367681e+00,7.553622965231125974e-01
1.636246173744683841e+00,3.403392041388942246e+00,7.578477362894509017e-01
1.636246173744683841e+00,3.534291735288516811e+00,7.620618266822374309e-01
1.636246173744683841e+00,3.665191429188091821e+00,7.679750120543398229e-01
1.636246173744683841e+00,3.796091123087666386e+00,7.755401306044086285e-01
1.636246173744683841e+00,3.926990816987240951e+00,7.846910876180345218e-01
1.636246173744683841e+00,4.057890510886815960e+00,7.953384092342630218e-01
1.636246173744683841e+00,4.188790204786390525e+00,8.073666310116232037e-01
1.636246173744683841e+00,4.319689898685965090e+00,8.206316408596705525e-01
1.636246173744683841e+00,4.450589592585539656e+00,8.349598686221871846e-01
1.636246173744683841e+00,4.581489286485114221e+00,8.501451757232691975e-01
1.636246173744683841e+00,4.712388980384689674e+00,8.659530967646457134e-01
1.636246173744683841e+00,4.843288674284264239e+00,8.821201323128325944e-01
1.636246173744683841e+00,4.974188368183838804e+00,8.983592801213831081e-01
1.636246173744683841e+00,5.105088062083413369e+00,9.143659761195551683e-01
1.636246173744683841e+00,5.235987755982987935e+00,9.298227550846372980e-01
1.636246173744683841e+00,5.366887449882562500e+00,9.444127217798258256e-01
1.636246173744683841e+00,5.497787143782137953e+00,9.578217876916088613e-01
1.636246173744683841e+00,5.628686837681712518e+00,9.697536171346299305e-01
1.636246173744683841e+00,5.759586531581287083e+00,9.799375825518183980e-01
1.636246173744683841e+00,5.890486225480861648e+00,9.881371769481034351e-01
1.636246173744683841e+00,6.021385919380436214e+00,9.941596031801284150e-01
1.636246173744683841e+00,6.152285613280010779e+00,9.978618109192848307e-01
1.636246173744683841e+00,6.283185307179586232e+00,9.991559100136635507e-01
1.701696020694471123e+00,0.000000000000000000e+00,9.984778097959886578e-01
1.701696020694471123e+00,1.308996938995747039e-01,9.973428121117989820e-01
1.701696020694471123e+00,2.617993877991494078e-01,9.938172715645485766e-01
1.701696020694471123e+00,3.926990816987241395e-01,9.879885378438886256e-01
1.701696020694471123e+00,5.235987755982988157e-01,9.799977296818783712e-01
1.701696020694471123e+00,6.544984694978734918e-01,9.700357074048864270e-01
1.701696020694471123e+00,7.853981633974482790e-01,9.583360304252551698e-01
1.701696020694471123e+00,9.162978572970229552e-01,9.451619796253403205e-01
1.701696020694471123e+00,1.047197551196597631e+00,9.308081638457404994e-01
1.701696020694471123e+00,1.178097245096172418e+00,9.155801432485970448e-01
1.701696020694471123e+00,1.308996938995746984e+00,8.997902092452260137e-01
1.701696020694471123e+00,1.439896632895321771e+00,8.837486035081415503e-01
1.701696020694471123e+00,1.570796326794896558e+00,8.677537101292743804e-01
1.701696020694471123e+00,1.701696020694471123e+00,8.520862807278830608e-01
1.701696020694471123e+00,1.832595714594045910e+00,8.370045513867595544e-01
1.701696020694471123e+00,1.963495408493620475e+00,8.227394376505577922e-01
1.701696020694471123e+00,2.094395102393195263e+00,8.094938357331836754e-01
1.701696020694471123e+00,2.225294796292769828e+00,7.974399481015929103e-01
1.701696020694471123e+00,2.356194490192344837e+00,7.867222582152318955e-01
1.701696020694471123e+00,2.487094184091919402e+00,7.774574597055760039e-01
1.701696020694471123e+00,2.617993877991493967e+00,7.697381689009106243e-01
1.701696020694471123e+00,2.748893571891068976e+00,7.636362726732836004e-01
1.701696020694471123e+00,2.879793265790643542e+00,7.592033751568103561e-01
1.701696020694471123e+00,3.010692959690218107e+00,7.564753948254053784e-01
1.701696020694471123e+00,3.141592653589793116e+00,7.554757747955841429e-01
1.701696020694471123e+00,3.272492347489367681e+00,7.562136123292281242e-01
1.701696020694471123e+00,3.403392041388942246e+00,7.586872634843762064e-01
1.701696020694471123e+00,3.534291735288516811e+00,7.628802645762405854e-01
1.701696020694471123e+00,3.665191429188091821e+00,7.687628439975494610e-01
1.701696020694471123e+00,3.796091123087666386e+00,7.762891478860985961e-01
1.701696020694471123e+00,3.926990816987240951e+00,7.853912854900475526e-01
1.701696020694471123e+00,4.057890510886815960e+00,7.959805076155155312e-01
1.701696020694471123e+00,4.188790204786390525e+00,8.079411617725120731e-01
1.701696020694471123e+00,4.319689898685965090e+00,8.211300299440482675e-01
1.701696020694471123e+00,4.450589592585539656e+00,8.353735622903762925e-01
1.701696020694471123e+00,4.581489286485114221e+00,8.504669014640899860e-01
1.701696020694471123e+00,4.712388980384689674e+00,8.661762756646481654e-01
1.701696020694471123e+00,4.843288674284264239e+00,8.822407028084013891e-01
1.701696020694471123e+00,4.974188368183838804e+00,8.983747943993678486e-01
1.701696020694471123e+00,5.105088062083413369e+00,9.142765770818186422e-01
1.701696020694471123e+00,5.235987755982987935e+00,9.296290394043900118e-01
1.701696020694471123e+00,5.366887449882562500e+00,9.441189965547110985e-01
1.701696020694471123e+00,5.497787143782137953e+00,9.574353972250939648e-01
1.701696020694471123e+00,5.628686837681712518e+00,9.692838981536006093e-01
1.701696020694471123e+00,5.759586531581287083e+00,9.793959622470974624e-01
1.701696020694471123e+00,5.890486225480861648e+00,9.875374521536515182e-01
1.701696020694471123e+00,6.021385919380436214e+00,9.935169380781059267e-01
1.701696020694471123e+00,6.152285613280010779e+00,9.971928049497348345e-01
1.701696020694471123e+00,6.283185307179586232e+00,9.984778095775554974e-01
1.767145867644258406e+00,0.000000000000000000e+00,9.971929437298744370e-01
1.767145867644258406e+00,1.308996938995747039e-01,9.960720893198955483e-01
1.767145867644258406e+00,2.617993877991494078e-01,9.925895644942425156e-01
1.767145867644258406e+00,3.926990816987241395e-01,9.868313097949871215e-01
1.767145867644258406e+00,5.235987755982988157e-01,9.789366994901260721e-01
1.767145867644258406e+00,6.544984694978734918e-01,9.690933107020153203e-01
1.767145867644258406e+00,7.853981633974482790e-01,9.575304066249572532e-01
1.767145867644258406e+00,9.162978572970229552e-01,9.445109492480060487e-01
1.767145867644258406e+00,1.047197551196597631e+00,9.303221378448113255e-01
1.767145867644258406e+00,1.178097245096172418e+00,9.152663058636827387e-01
1.767145867644258406e+00,1.308996938995746984e+00,8.996522473241139739e-01
1.767145867644258406e+00,1.439896632895321771e+00,8.837856563851471670e-01
1.767145867644258406e+00,1.570796326794896558e+00,8.679615787915533343e-01
1.767145867644258406e+00,1.701696020694471123e+00,8.524580872575703294e-01
1.767145867644258406e+00,1.832595714594045910e+00,8.375304879295893956e-01
1.767145867644258406e+00,1.963495408493620475e+00,8.234077218163634582e-01
1.767145867644258406e+00,2.094395102393195263e+00,8.102908592461428583e-01
1.767145867644258406e+00,2.225294796292769828e+00,7.983516422442277216e-01
1.767145867644258406e+00,2.356194490192344837e+00,7.877333278050506760e-01
1.767145867644258406e+00,2.487094184091919402e+00,7.785528682517145471e-01
1.767145867644258406e+00,2.617993877991493967e+00,7.709027032561862613e-01
1.767145867644258406e+00,2.748893571891068976e+00,7.648541185242215823e-01
1.767145867644258406e+00,2.879793265790643542e+00,7.604597168859980050e-01
1.767145867644258406e+00,3.010692959690218107e+00,7.577563303912997483e-01
1.767145867644258406e+00,3.141592653589793116e+00,7.567650874654292537e-01
1.767145867644258406e+00,3.272492347489367681e+00,7.574980370854694778e-01
1.767145867644258406e+00,3.403392041388942246e+00,7.599503384108275972e-01
1.767145867644258406e+00,3.534291735288516811e+00,7.641078571360582217e-01
1.767145867644258406e+00,3.665191429188091821e+00,7.699397700277693657e-01
1.767145867644258406e+00,3.796091123087666386e+00,7.773992175482976608e-01
1.767145867644258406e+00,3.926990816987240951e+00,7.864192866794561532e-01
1.767145867644258406e+00,4.057890510886815960e+00,7.969101410690653253e-01
1.767145867644258406e+00,4.188790204786390525e+00,8.087571355762729342e-01
1.767145867644258406e+00,4.319689898685965090e+00,8.218171268314122813e-01
1.767145867644258406e+00,4.450589592585539656e+00,8.359180837430715272e-01
1.767145867644258406e+00,4.581489286485114221e+00,8.508566089347887607e-01
1.767145867644258406e+00,4.712388980384689674e+00,8.664014396201903390e-01
1.767145867644258406e+00,4.843288674284264239e+00,8.822932847812287038e-01
1.767145867644258406e+00,4.974188368183838804e+00,8.982507351008433005e-01
1.767145867644258406e+00,5.105088062083413369e+00,9.139740784636436466e-01
1.767145867644258406e+00,5.235987755982987935e+00,9.291536230725709888e-01
1.767145867644258406e+00,5.366887449882562500e+00,9.434769742528824610e-01
1.767145867644258406e+00,5.497787143782137953e+00,9.566383231543404975e-01
1.767145867644258406e+00,5.628686837681712518e+00,9.683473452213462451e-01
1.767145867644258406e+00,5.759586531581287083e+00,9.783394801164119192e-01
1.767145867644258406e+00,5.890486225480861648e+00,9.863834910006648027e-01
1.767145867644258406e+00,6.021385919380436214e+00,9.922912781141373095e-01
1.767145867644258406e+00,6.152285613280010779e+00,9.959230380326310472e-01
1.767145867644258406e+00,6.283185307179586232e+00,9.971929199772924246e-01
1.832595714594045910e+00,0.000000000000000000e+00,9.953092181492159130e-01
1.832595714594045910e+00,1.308996938995747039e-01,9.942080806246147429e-01
1.832595714594045910e+00,2.617993877991494078e-01,9.907855403896234092e-01
1.832595714594045910e+00,3.926990816987241395e-01,9.851256740796897615e-01
1.832595714594045910e+00,5.235987755982988157e-01,9.773649035706457600e-01
1.832595714594045910e+00,6.544984694978734918e-01,9.676870904295378217e-01
1.832595714594045910e+00,7.853981633974482790e-01,9.563167921074454680e-01
1.832595714594045910e+00,9.162978572970229552e-01,9.435116937974603601e-01
1.832595714594045910e+00,1.047197551196597631e+00,9.295532232091231473e-01
1.832595714594045910e+00,1.178097245096172418e+00,9.147382297622060898e-01
1.832595714594045910e+00,1.308996938995746984e+00,8.993697180840481975e-01
1.832595714594045910e+00,1.439896632895321771e+00,8.837480222134507235e-01
1.832595714594045910e+00,1.570796326794896558e+00,8.681633180214868295e-01
1.832595714594045910e+00,1.701696020694471123e+00,8.528893776148417372e-01
1.832595714594045910e+00,1.832595714594045910e+00,8.381779448733620574e-01
1.832595714594045910e+00,1.963495408493620475e+00,8.242549469527649109e-01
1.832595714594045910e+00,2.094395102393195263e+00,8.113192375468826212e-01
1.832595714594045910e+00,2.225294796292769828e+00,7.995411393317148896e-01
1.832595714594045910e+00,2.356194490192344837e+00,7.890628212965444810e-01
1.832595714594045910e+00,2.487094184091919402e+00,7.800009104245835267e-01
1.832595714594045910e+00,2.617993877991493967e+00,7.724479713946473813e-01
1.832595714594045910e+00,2.748893571891068976e+00,7.664750040675243348e-01
1.832595714594045910e+00,2.879793265790643542e+00,7.621350019995142278e-01
1.832595714594045910e+00,3.010692959690218107e+00,7.594649385666608632e-01
1.832595714594045910e+00,3.141592653589793116e+00,7.584871476608762153e-01
1.832595714594045910e+00,3.272492347489367681e+00,7.592114187422955851e-01
1.832595714594045910e+00,3.403392041388942246e+00,7.616349968189874975e-01
1.832595714594045910e+00,3.534291735288516811e+00,7.657423058374313030e-01
1.832595714594045910e+00,3.665191429188091821e+00,7.715024522302003085e-01
1.832595714594045910e+00,3.796091123087666386e+00,7.788679266666518330e-01
1.832595714594045910e+00,3.926990816987240951e+00,7.877717276863939189e-01
1.832595714594045910e+00,4.057890510886815960e+00,7.981242342058885164e-01
1.832595714594045910e+00,4.188790204786390525e+00,8.098113519892681245e-01
1.832595714594045910e+00,4.319689898685965090e+00,8.226906149022321646e-01
1.832595714594045910e+00,4.450589592585539656e+00,8.365913977129671997e-01
1.832595714594045910e+00,4.581489286485114221e+00,8.513130600775962176e-01
1.832595714594045910e+00,4.712388980384689674e+00,8.666268373489379728e-01
1.832595714594045910e+00,4.843288674284264239e+00,8.822775941426542756e-01
1.832595714594045910e+00,4.974188368183838804e+00,8.979877730557802584e-01
1.832595714594045910e+00,5.105088062083413369e+00,9.134633199050912200e-01
1.832595714594045910e+00,5.235987755982987935e+00,9.284013419534135059e-01
1.832595714594045910e+00,5.366887449882562500e+00,9.424903226819378865e-01
1.832595714594045910e+00,5.497787143782137953e+00,9.554351076758642591e-01
1.832595714594045910e+00,5.628686837681712518e+00,9.669494727153434832e-01
1.832595714594045910e+00,5.759586531581287083e+00,9.767738421694338591e-01
1.832595714594045910e+00,5.890486225480861648e+00,9.846823361803548336e-01
1.832595714594045910e+00,6.021385919380436214e+00,9.904901864273722989e-01
1.832595714594045910e+00,6.152285613280010779e+00,9.940604864904453164e-01
1.832595714594045910e+00,6.283185307179586232e+00,9.953091880064838248e-01
1.898045561543833193e+00,0.000000000000000000e+00,9.928382969215219234e-01
1.898045561543833193e+00,1.308996938995747039e-01,9.917622780236581281e-01
1.898045561543833193e+00,2.617993877991494078e-01,9.884162388554692535e-01
1.898045561543833193e+00,3.926990816987241395e-01,9.828818983630567274e-01
1.898045561543833193e+00,5.235987755982988157e-01,9.752919815078534560e-01
1.898045561543833193e+00,6.544984694978734918e-01,9.658255147199519275e-01
1.898045561543833193e+00,7.853981633974482790e-01,9.547022628305917857e-01
1.898045561543833193e+00,9.162978572970229552e-01,9.421695522013795454e-01
1.898045561543833193e+00,1.047197551196597631e+00,9.285055553163382713e-01
1.898045561543833193e+00,1.178097245096172418e+00,9.139985355150289648e-01
1.898045561543833193e+00,1.308996938995746984e+00,8.989441190892663025e-01
1.898045561543833193e+00,1.439896632895321771e+00,8.836359204657886490e-01
1.898045561543833193e+00,1.570796326794896558e+00,8.683582330415163808e-01
1.898045561543833193e+00,1.701696020694471123e+00,8.533784734986862297e-01
1.898045561543833193e+00,1.832595714594045910e+00,8.389445268800986844e-01
1.898045561543833193e+00,1.963495408493620475e+00,8.252780214377924972e-01
1.898045561543833193e+00,2.094395102393195263e+00,8.125753942864341051e-01
1.898045561543833193e+00,2.225294796292769828e+00,8.010047191203084616e-01
1.898045561543833193e+00,2.356194490192344837e+00,7.907065896871433575e-01
1.898045561543833193e+00,2.487094184091919402e+00,7.817981699164895382e-01
1.898045561543833193e+00,2.617993877991493967e+00,7.743703283702542128e-01
1.898045561543833193e+00,2.748893571891068976e+00,7.684952964548681376e-01
1.898045561543833193e+00,2.879793265790643542e+00,7.642257716497086184e-01
1.898045561543833193e+00,3.010692959690218107e+00,7.615987905199482766e-01
1.898045561543833193e+00,3.141592653589793116e+00,7.606373241016615161e-01
1.898045561543833193e+00,3.272492347489367681e+00,7.613512733475472638e-01
1.898045561543833193e+00,3.403392041388942246e+00,7.637374611792584478e-01
1.898045561543833193e+00,3.534291735288516811e+00,7.677797606070374536e-01
1.898045561543833193e+00,3.665191429188091821e+00,7.734470314856666251e-01
1.898045561543833193e+00,3.796091123087666386e+00,7.806909135841664238e-01
1.898045561543833193e+00,3.926990816987240951e+00,7.894446291677676975e-01
1.898045561543833193e+00,4.057890510886815960e+00,7.996197042115923415e-01
1.898045561543833193e+00,4.188790204786390525e+00,8.111005816158401993e-01
1.898045561543833193e+00,4.319689898685965090e+00,8.237472811482768886e-01
1.898045561543833193e+00,4.450589592585539656e+00,8.373911247138697833e-01
1.898045561543833193e+00,4.581489286485114221e+00,8.518336725972445178e-01
1.898045561543833193e+00,4.712388980384689674e+00,8.668520721567027909e-01
1.898045561543833193e+00,4.843288674284264239e+00,8.821934691050146160e-01
1.898045561543833193e+00,4.974188368183838804e+00,8.975874734621995810e-01
1.898045561543833193e+00,5.105088062083413369e+00,9.127458425979113610e-01
1.898045561543833193e+00,5.235987755982987935e+00,9.273709312106316327e-01
1.898045561543833193e+00,5.366887449882562500e+00,9.411644188716739023e-01
1.898045561543833193e+00,5.497787143782137953e+00,9.538326784023430926e-01
1.898045561543833193e+00,5.628686837681712518e+00,9.650984712713445157e-01
1.898045561543833193e+00,5.759586531581287083e+00,9.747092409866727758e-01
1.898045561543833193e+00,5.890486225480861648e+00,9.824445785912513385e-01
1.898045561543833193e+00,6.021385919380436214e+00,9.881247455426429571e-01
1.898045561543833193e+00,6.152285613280010779e+00,9.916165983439563236e-01
1.898045561543833193e+00,6.283185307179586232e+00,9.928382851132271369e-01
1.963495408493620475e+00,0.000000000000000000e+00,9.897951711383545792e-01
1.963495408493620475e+00,1.308996938995747039e-01,9.887496255215553198e-01
1.963495408493620475e+00,2.617993877991494078e-01,9.854960015685310104e-01
1.963495408493620475e+00,3.926990816987241395e-01,9.801133763198031090e-01
1.963495408493620475e+00,5.235987755982988157e-01,9.727302361340857129e-01
1.963495408493620475e+00,6.544984694978734918e-01,9.635191629662176460e-01
1.963495408493620475e+00,7.853981633974482790e-01,9.526922013907453968e-01
1.963495408493620475e+00,9.162978572970229552e-01,9.404920003561305641e-01
1.963495408493620475e+00,1.047197551196597631e+00,9.271846873771113495e-01
1.963495408493620475e+00,1.178097245096172418e+00,9.130513699465090394e-01
1.963495408493620475e+00,1.308996938995746984e+00,8.983775886862206406e-01
1.963495408493620475e+00,1.439896632895321771e+00,8.834504017888269445e-01
1.963495408493620475e+00,1.570796326794896558e+00,8.685450986724152500e-01
1.963495408493620475e+00,1.701696020694471123e+00,8.539237841303368715e-01
1.963495408493620475e+00,1.832595714594045910e+00,8.398271803415550130e-01
1.963495408493620475e+00,1.963495408493620475e+00,8.264738249831963257e-01
1.963495408493620475e+00,2.094395102393195263e+00,8.140555708446735039e-01
1.963495408493620475e+00,2.225294796292769828e+00,8.027379793536987274e-01
1.963495408493620475e+00,2.356194490192344837e+00,7.926611834534341705e-01
1.963495408493620475e+00,2.487094184091919402e+00,7.839398380104867226e-01
1.963495408493620475e+00,2.617993877991493967e+00,7.766658693641979028e-01
1.963495408493620475e+00,2.748893571891068976e+00,7.709104522902254786e-01
1.963495408493620475e+00,2.879793265790643542e+00,7.667274688109170233e-01
1.963495408493620475e+00,3.010692959690218107e+00,7.641537725863968289e-01
1.963495408493620475e+00,3.141592653589793116e+00,7.632123743078488287e-01
1.963495408493620475e+00,3.272492347489367681e+00,7.639133297164929504e-01
1.963495408493620475e+00,3.403392041388942246e+00,7.662534186447420570e-01
1.963495408493620475e+00,3.534291735288516811e+00,7.702158332515716133e-01
1.963495408493620475e+00,3.665191429188091821e+00,7.757687503091668102e-01
1.963495408493620475e+00,3.796091123087666386e+00,7.828643183742877154e-01
1.963495408493620475e+00,3.926990816987240951e+00,7.914346028973677782e-01
1.963495408493620475e+00,4.057890510886815960e+00,8.013912923284317591e-01
1.963495408493620475e+00,4.188790204786390525e+00,8.126207587662687137e-01
1.963495408493620475e+00,4.319689898685965090e+00,8.249835679780198605e-01
1.963495408493620475e+00,4.450589592585539656e+00,8.383139388918908752e-01
1.963495408493620475e+00,4.581489286485114221e+00,8.524180290029730322e-01
1.963495408493620475e+00,4.712388980384689674e+00,8.670754192738144850e-01
1.963495408493620475e+00,4.843288674284264239e+00,8.820415889645736307e-01
1.963495408493620475e+00,4.974188368183838804e+00,8.970516307865478156e-01
1.963495408493620475e+00,5.105088062083413369e+00,9.118253711232117142e-01
1.963495408493620475e+00,5.235987755982987935e+00,9.260740235585332991e-01
1.963495408493620475e+00,5.366887449882562500e+00,9.395069127341566517e-01
1.963495408493620475e+00,5.497787143782137953e+00,9.518402075670319151e-01
1.963495408493620475e+00,5.628686837681712518e+00,9.628053192652044068e-01
1.963495408493620475e+00,5.759586531581287083e+00,9.721573740545783604e-01
1.963495408493620475e+00,5.890486225480861648e+00,9.796833898200142388e-01
1.963495408493620475e+00,6.021385919380436214e+00,9.852092633052584869e-01
1.963495408493620475e+00,6.152285613280010779e+00,9.886062549465189919e-01
1.963495408493620475e+00,6.283185307179586232e+00,9.897952664129174849e-01
2.028945255443407980e+00,0.000000000000000000e+00,9.861987008334361926e-01
2.028945255443407980e+00,1.308996938995747039e-01,9.851883622486919956e-01
2.028945255443407980e+00,2.617993877991494078e-01,9.820423649820551049e-01
2.028945255443407980e+00,3.926990816987241395e-01,9.768365251410194849e-01
2.028945255443407980e+00,5.235987755982988157e-01,9.696940881321688410e-01
2.028945255443407980e+00,6.544984694978734918e-01,9.607813282803370214e-01
2.028945255443407980e+00,7.853981633974482790e-01,9.503014592158181006e-01
2.028945255443407980e+00,9.162978572970229552e-01,9.384882235220685098e-01
2.028945255443407980e+00,1.047197551196597631e+00,9.255975055797182049e-01
2.028945255443407980e+00,1.178097245096172418e+00,9.119001049966065642e-01
2.028945255443407980e+00,1.308996938995746984e+00,8.976727936923528661e-01
2.028945255443407980e+00,1.439896632895321771e+00,8.831913683084292588e-01
2.028945255443407980e+00,1.570796326794896558e+00,8.687234504925505085e-01
2.028945255443407980e+00,1.701696020694471123e+00,8.545224683025761658e-01
2.028945255443407980e+00,1.832595714594045910e+00,8.408229846051490375e-01
2.028945255443407980e+00,1.963495408493620475e+00,8.278376433888171571e-01
2.028945255443407980e+00,2.094395102393195263e+00,8.157545906994471130e-01
2.028945255443407980e+00,2.225294796292769828e+00,8.047363142815943116e-01
2.028945255443407980e+00,2.356194490192344837e+00,7.949180721740614075e-01
2.028945255443407980e+00,2.487094184091919402e+00,7.864205371293132574e-01
2.028945255443407980e+00,2.617993877991493967e+00,7.793285575082393724e-01
2.028945255443407980e+00,2.748893571891068976e+00,7.737155271300690806e-01
2.028945255443407980e+00,2.879793265790643542e+00,7.696349627144603023e-01
2.028945255443407980e+00,3.010692959690218107e+00,7.671244288141354506e-01
2.028945255443407980e+00,3.141592653589793116e+00,7.662070825426703369e-01
2.028945255443407980e+00,3.272492347489367681e+00,7.668924761158717462e-01
2.028945255443407980e+00,3.403392041388942246e+00,7.691774098017483130e-01
2.028945255443407980e+00,3.534291735288516811e+00,7.730447432310258993e-01
2.028945255443407980e+00,3.665191429188091821e+00,7.784621836829812569e-01
2.028945255443407980e+00,3.796091123087666386e+00,7.853814196252861812e-01
2.028945255443407980e+00,3.926990816987240951e+00,7.937350106373259884e-01
2.028945255443407980e+00,4.057890510886815960e+00,8.034339891259104638e-01
2.028945255443407980e+00,4.188790204786390525e+00,8.143659328793698693e-01
2.028945255443407980e+00,4.319689898685965090e+00,8.263946866991411788e-01
2.028945255443407980e+00,4.450589592585539656e+00,8.393564523068771654e-01
2.028945255443407980e+00,4.581489286485114221e+00,8.530620944227329527e-01
2.028945255443407980e+00,4.712388980384689674e+00,8.672951521394783869e-01
2.028945255443407980e+00,4.843288674284264239e+00,8.818225573714520982e-01
2.028945255443407980e+00,4.974188368183838804e+00,8.963830069111966559e-01
2.028945255443407980e+00,5.105088062083413369e+00,9.107066799939702584e-01
2.028945255443407980e+00,5.235987755982987935e+00,9.245147603078258669e-01
2.028945255443407980e+00,5.366887449882562500e+00,9.375268863510877182e-01
2.028945255443407980e+00,5.497787143782137953e+00,9.494690863620004473e-01
2.028945255443407980e+00,5.628686837681712518e+00,9.600831919549380755e-01
2.028945255443407980e+00,5.759586531581287083e+00,9.691336177270977181e-01
2.028945255443407980e+00,5.890486225480861648e+00,9.764153275231376439e-01
2.028945255443407980e+00,6.021385919380436214e+00,9.817612522012698628e-01
2.028945255443407980e+00,6.152285613280010779e+00,9.850478563588634939e-01
2.028945255443407980e+00,6.283185307179586232e+00,9.861987592042715800e-01
2.094395102393195263e+00,0.000000000000000000e+00,9.820700952259708849e-01
2.094395102393195263e+00,1.308996938995747039e-01,9.810997992280841018e-01
2.094395102393195263e+00,2.617993877991494078e-01,9.780759504838368867e-01
2.094395102393195263e+00,3.926990816987241395e-01,9.730705573940586772e-01
2.094395102393195263e+00,5.235987755982988157e-01,9.662018107971362957e-01
2.094395102393195263e+00,6.544984694978734918e-01,9.576275054985362578e-01
2.094395102393195263e+00,7.853981633974482790e-01,9.475420395887237390e-01
2.094395102393195263e+00,9.162978572970229552e-01,9.361687718672819791e-01
2.094395102393195263e+00,1.047197551196597631e+00,9.237522838890482868e-01
2.094395102393195263e+00,1.178097245096172418e+00,9.105519101709189655e-01
2.094395102393195263e+00,1.308996938995746984e+00,8.968330308975390741e-01
2.094395102393195263e+00,1.439896632895321771e+00,8.828608836199209886e-01
2.094395102393195263e+00,1.570796326794896558e+00,8.688922753824745993e-01
2.094395102393195263e+00,1.701696020694471123e+00,8.551725380134318488e-01
2.094395102393195263e+00,1.832595714594045910e+00,8.419280936122979231e-01
2.094395102393195263e+00,1.963495408493620475e+00,8.293651574231611923e-01
2.094395102393195263e+00,2.094395102393195263e+00,8.176671294262020107e-01
2.094395102393195263e+00,2.225294796292769828e+00,8.069929344662850612e-01
