theta,delta,fidelity
7.853981633974482790e-01,9.162978572970229552e-01,9.190816305246060081e-01
7.853981633974482790e-01,1.047197551196597631e+00,9.091085585511081701e-01
7.853981633974482790e-01,1.178097245096172418e+00,8.984771274137982600e-01
7.853981633974482790e-01,1.308996938995746984e+00,8.873963479888913319e-01
7.853981633974482790e-01,1.439896632895321771e+00,8.760755628327120403e-01
7.853981633974482790e-01,1.570796326794896558e+00,8.647201125803135602e-01
7.853981633974482790e-01,1.701696020694471123e+00,8.535285664468117428e-01
7.853981633974482790e-01,1.832595714594045910e+00,8.426876206123629087e-01
7.853981633974482790e-01,1.963495408493620475e+00,8.323688073618389360e-01
7.853981633974482790e-01,2.094395102393195263e+00,8.227271493701122651e-01
7.853981633974482790e-01,2.225294796292769828e+00,8.139006080049945302e-01
7.853981633974482790e-01,2.356194490192344837e+00,8.060082760018130177e-01
7.853981633974482790e-01,2.487094184091919402e+00,7.991516741809563396e-01
7.853981633974482790e-01,2.617993877991493967e+00,7.934149698637845693e-01
7.853981633974482790e-01,2.748893571891068976e+00,7.888645912813604388e-01
7.853981633974482790e-01,2.879793265790643542e+00,7.855520482427544859e-01
7.853981633974482790e-01,3.010692959690218107e+00,7.835143053990444306e-01
7.853981633974482790e-01,3.141592653589793116e+00,7.827735963672469710e-01
7.853981633974482790e-01,3.272492347489367681e+00,7.833391453293210294e-01
7.853981633974482790e-01,3.403392041388942246e+00,7.852059943219782401e-01
7.853981633974482790e-01,3.534291735288516811e+00,7.883565375412069365e-01
7.853981633974482790e-01,3.665191429188091821e+00,7.927572123222588196e-01
7.853981633974482790e-01,3.796091123087666386e+00,7.983611806592193494e-01
7.853981633974482790e-01,3.926990816987240951e+00,8.051032207669560625e-01
7.853981633974482790e-01,4.057890510886815960e+00,8.129021014562060055e-01
7.853981633974482790e-01,4.188790204786390525e+00,8.216582118453877870e-01
7.853981633974482790e-01,4.319689898685965090e+00,8.312517313974812083e-01
7.853981633974482790e-01,4.450589592585539656e+00,8.415462989159330220e-01
7.853981633974482790e-01,4.581489286485114221e+00,8.523850182390002583e-01
7.853981633974482790e-01,4.712388980384689674e+00,8.635951605023968192e-01
7.853981633974482790e-01,4.843288674284264239e+00,8.749884046231463097e-01
7.853981633974482790e-01,4.974188368183838804e+00,8.863645413143063090e-01
7.853981633974482790e-01,5.105088062083413369e+00,8.975158241065179787e-01
7.853981633974482790e-01,5.235987755982987935e+00,9.082291809179900977e-01
7.853981633974482790e-01,5.366887449882562500e+00,9.182951157728914682e-01
7.853981633974482790e-01,5.497787143782137953e+00,9.275090776303360762e-01
7.853981633974482790e-01,5.628686837681712518e+00,9.356798995919195505e-01
7.853981633974482790e-01,5.759586531581287083e+00,9.426342726268995831e-01
7.853981633974482790e-01,5.890486225480861648e+00,9.482216281814115355e-01
7.853981633974482790e-01,6.021385919380436214e+00,9.523207772336168553e-01
7.853981633974482790e-01,6.152285613280010779e+00,9.548408310848955916e-01
7.853981633974482790e-01,6.283185307179586232e+00,9.557267498036603470e-01
8.508480103472355616e-01,0.000000000000000000e+00,9.620329569804155767e-01
8.508480103472355616e-01,1.308996938995747039e-01,9.612100652677449952e-01
8.508480103472355616e-01,2.617993877991494078e-01,9.586374032835149883e-01
8.508480103472355616e-01,3.926990816987241395e-01,9.543747436760487979e-01
8.508480103472355616e-01,5.235987755982988157e-01,9.485188491715685899e-01
8.508480103472355616e-01,6.544984694978734918e-01,9.412009355854047410e-01
8.508480103472355616e-01,7.853981633974482790e-01,9.325812689916868070e-01
8.508480103472355616e-01,9.162978572970229552e-01,9.228463395333873498e-01
8.508480103472355616e-01,1.047197551196597631e+00,9.121998994191768961e-01
8.508480103472355616e-01,1.178097245096172418e+00,9.008602144144354229e-01
8.508480103472355616e-01,1.308996938995746984e+00,8.890503997018146531e-01
8.508480103472355616e-01,1.439896632895321771e+00,8.769954094576963843e-01
8.508480103472355616e-01,1.570796326794896558e+00,8.649155022703464146e-01
8.508480103472355616e-01,1.701696020694471123e+00,8.530216907354984945e-01
8.508480103472355616e-01,1.832595714594045910e+00,8.415111666249316391e-01
8.508480103472355616e-01,1.963495408493620475e+00,8.305660920904378575e-01
8.508480103472355616e-01,2.094395102393195263e+00,8.203496612880804006e-01
8.508480103472355616e-01,2.225294796292769828e+00,8.110052716446493060e-01
8.508480103472355616e-01,2.356194490192344837e+00,8.026570357221407548e-01
8.508480103472355616e-01,2.487094184091919402e+00,7.954099759749029275e-01
8.508480103472355616e-01,2.617993877991493967e+00,7.893502066785595961e-01
8.508480103472355616e-01,2.748893571891068976e+00,7.845463985246652339e-01
8.508480103472355616e-01,2.879793265790643542e+00,7.810505077556597620e-01
8.508480103472355616e-01,3.010692959690218107e+00,7.788996987937413241e-01
8.508480103472355616e-01,3.141592653589793116e+00,7.781170140172876115e-01
8.508480103472355616e-01,3.272492347489367681e+00,7.787114624192776891e-01
8.508480103472355616e-01,3.403392041388942246e+00,7.806786357874735405e-01
8.508480103472355616e-01,3.534291735288516811e+00,7.840009179848015375e-01
8.508480103472355616e-01,3.665191429188091821e+00,7.886448060065575083e-01
8.508480103472355616e-01,3.796091123087666386e+00,7.945621833967232428e-01
8.508480103472355616e-01,3.926990816987240951e+00,8.016871673165359979e-01
8.508480103472355616e-01,4.057890510886815960e+00,8.099365732522085803e-01
8.508480103472355616e-01,4.188790204786390525e+00,8.192063006089271848e-01
8.508480103472355616e-01,4.319689898685965090e+00,8.293736656421718534e-01
8.508480103472355616e-01,4.450589592585539656e+00,8.402941929528047194e-01
8.508480103472355616e-01,4.581489286485114221e+00,8.518041112793907077e-01
8.508480103472355616e-01,4.712388980384689674e+00,8.637195894090103909e-01
8.508480103472355616e-01,4.843288674284264239e+00,8.758419043198614196e-01
8.508480103472355616e-01,4.974188368183838804e+00,8.879572046972206145e-01
8.508480103472355616e-01,5.105088062083413369e+00,8.998430097954659423e-01
8.508480103472355616e-01,5.235987755982987935e+00,9.112715630085032048e-01
8.508480103472355616e-01,5.366887449882562500e+00,9.220172473016577941e-01
8.508480103472355616e-01,5.497787143782137953e+00,9.318596942245146453e-01
8.508480103472355616e-01,5.628686837681712518e+00,9.405925209574037549e-01
8.508480103472355616e-01,5.759586531581287083e+00,9.480282825203204533e-01
8.508480103472355616e-01,5.890486225480861648e+00,9.540049732620108358e-01
8.508480103472355616e-01,6.021385919380436214e+00,9.583900683355630612e-01
8.508480103472355616e-01,6.152285613280010779e+00,9.610860692016521822e-01
8.508480103472355616e-01,6.283185307179586232e+00,9.620329550838253585e-01
9.162978572970229552e-01,0.000000000000000000e+00,9.679454708661066054e-01
9.162978572970229552e-01,1.308996938995747039e-01,9.670704639610683273e-01
9.162978572970229552e-01,2.617993877991494078e-01,9.643381055014736969e-01
9.162978572970229552e-01,3.926990816987241395e-01,9.598121224449521760e-01
9.162978572970229552e-01,5.235987755982988157e-01,9.535965697918107331e-01
9.162978572970229552e-01,6.544984694978734918e-01,9.458324804979918454e-01
9.162978572970229552e-01,7.853981633974482790e-01,9.366928841827933949e-01
9.162978572970229552e-01,9.162978572970229552e-01,9.263759273537190975e-01
9.162978572970229552e-01,1.047197551196597631e+00,9.151006668437332570e-01
9.162978572970229552e-01,1.178097245096172418e+00,9.030986389698349992e-01
9.162978572970229552e-01,1.308996938995746984e+00,8.906078436488528149e-01
9.162978572970229552e-01,1.439896632895321771e+00,8.778713795320455260e-01
9.162978572970229552e-01,1.570796326794896558e+00,8.651181990592852200e-01
9.162978572970229552e-01,1.701696020694471123e+00,8.525703911574368243e-01
9.162978572970229552e-01,1.832595714594045910e+00,8.404428579513490982e-01
9.162978572970229552e-01,1.963495408493620475e+00,8.289191003346008113e-01
9.162978572970229552e-01,2.094395102393195263e+00,8.181717372363196406e-01
9.162978572970229552e-01,2.225294796292769828e+00,8.083513618686597457e-01
9.162978572970229552e-01,2.356194490192344837e+00,7.995845687376199606e-01
9.162978572970229552e-01,2.487094184091919402e+00,7.919797310962819470e-01
9.162978572970229552e-01,2.617993877991493967e+00,7.856247266921895234e-01
9.162978572970229552e-01,2.748893571891068976e+00,7.805889648004157300e-01
9.162978572970229552e-01,2.879793265790643542e+00,7.769253818649504151e-01
9.162978572970229552e-01,3.010692959690218107e+00,7.746714849214959564e-01
9.162978572970229552e-01,3.141592653589793116e+00,7.738502269370075570e-01
9.162978572970229552e-01,3.272492347489367681e+00,7.744710520995009562e-01
9.162978572970229552e-01,3.403392041388942246e+00,7.765297081010480440e-01
9.162978572970229552e-01,3.534291735288516811e+00,7.800083806970705691e-01
9.162978572970229552e-01,3.665191429188091821e+00,7.848739364389207829e-01
9.162978572970229552e-01,3.796091123087666386e+00,7.910780167099468185e-01
9.162978572970229552e-01,3.926990816987240951e+00,7.985540831824972097e-01
9.162978572970229552e-01,4.057890510886815960e+00,8.072168804650784457e-01
9.162978572970229552e-01,4.188790204786390525e+00,8.169596942692430863e-01
9.162978572970229552e-01,4.319689898685965090e+00,8.276556593828658936e-01
9.162978572970229552e-01,4.450589592585539656e+00,8.391547907361797121e-01
9.162978572970229552e-01,4.581489286485114221e+00,8.512844288687287930e-01
9.162978572970229552e-01,4.712388980384689674e+00,8.638561859310023294e-01
9.162978572970229552e-01,4.843288674284264239e+00,8.766558122405411213e-01
9.162978572970229552e-01,4.974188368183838804e+00,8.894594382962158763e-01
9.162978572970229552e-01,5.105088062083413369e+00,9.020304350748670208e-01
9.162978572970229552e-01,5.235987755982987935e+00,9.141270579836693333e-01
9.162978572970229552e-01,5.366887449882562500e+00,9.255079026039489953e-01
9.162978572970229552e-01,5.497787143782137953e+00,9.359383660812182759e-01
9.162978572970229552e-01,5.628686837681712518e+00,9.451977601164349707e-01
9.162978572970229552e-01,5.759586531581287083e+00,9.530852828795081111e-01
9.162978572970229552e-01,5.890486225480861648e+00,9.594267068711207491e-01
9.162978572970229552e-01,6.021385919380436214e+00,9.640804602306567439e-01
9.162978572970229552e-01,6.152285613280010779e+00,9.669414256005980368e-01
9.162978572970229552e-01,6.283185307179586232e+00,9.679454815499413112e-01
9.817477042468102377e-01,0.000000000000000000e+00,9.734307248991925787e-01
9.817477042468102377e-01,1.308996938995747039e-01,9.725069303300112322e-01
9.817477042468102377e-01,2.617993877991494078e-01,9.696260573869069921e-01
9.817477042468102377e-01,3.926990816987241395e-01,9.648554850399283511e-01
9.817477042468102377e-01,5.235987755982988157e-01,9.583067738415204095e-01
9.817477042468102377e-01,6.544984694978734918e-01,9.501295645130904965e-01
9.817477042468102377e-01,7.853981633974482790e-01,9.405073155349507052e-01
9.817477042468102377e-01,9.162978572970229552e-01,9.296521152914943853e-01
9.817477042468102377e-01,1.047197551196597631e+00,9.177944250675100779e-01
9.817477042468102377e-01,1.178097245096172418e+00,9.051821374564023026e-01
9.817477042468102377e-01,1.308996938995746984e+00,8.920659377720951966e-01
9.817477042468102377e-01,1.439896632895321771e+00,8.786990959377561916e-01
9.817477042468102377e-01,1.570796326794896558e+00,8.653264703313968687e-01
9.817477042468102377e-01,1.701696020694471123e+00,8.521830441513147392e-01
9.817477042468102377e-01,1.832595714594045910e+00,8.394859941258439040e-01
9.817477042468102377e-01,1.963495408493620475e+00,8.274332162495987575e-01
9.817477042468102377e-01,2.094395102393195263e+00,8.162024668720401221e-01
9.817477042468102377e-01,2.225294796292769828e+00,8.059475319064277610e-01
9.817477042468102377e-01,2.356194490192344837e+00,7.968000144129957496e-01
9.817477042468102377e-01,2.487094184091919402e+00,7.888704757996397587e-01
9.817477042468102377e-01,2.617993877991493967e+00,7.822474999606844337e-01
9.817477042468102377e-01,2.748893571891068976e+00,7.770021425965085715e-01
9.817477042468102377e-01,2.879793265790643542e+00,7.731867931259999160e-01
9.817477042468102377e-01,3.010692959690218107e+00,7.708395933863908533e-01
9.817477042468102377e-01,3.141592653589793116e+00,7.699831968492479861e-01
9.817477042468102377e-01,3.272492347489367681e+00,7.706276196695849290e-01
9.817477042468102377e-01,3.403392041388942246e+00,7.727686563182498691e-01
9.817477042468102377e-01,3.534291735288516811e+00,7.763885333726208149e-01
9.817477042468102377e-01,3.665191429188091821e+00,7.814547778719236337e-01
9.817477042468102377e-01,3.796091123087666386e+00,7.879187687652329242e-01
9.817477042468102377e-01,3.926990816987240951e+00,7.957132643381141790e-01
9.817477042468102377e-01,4.057890510886815960e+00,8.047512561283316490e-01
9.817477042468102377e-01,4.188790204786390525e+00,8.149254359175847062e-01
9.817477042468102377e-01,4.319689898685965090e+00,8.261040352285454746e-01
9.817477042468102377e-01,4.450589592585539656e+00,8.381324530362738168e-01
9.817477042468102377e-01,4.581489286485114221e+00,8.508325930909539370e-01
9.817477042468102377e-01,4.712388980384689674e+00,8.640041928661570392e-01
9.817477042468102377e-01,4.843288674284264239e+00,8.774269948171058431e-01
9.817477042468102377e-01,4.974188368183838804e+00,8.908643632517414535e-01
9.817477042468102377e-01,5.105088062083413369e+00,9.040672423943733049e-01
9.817477042468102377e-01,5.235987755982987935e+00,9.167804875390768160e-01
9.817477042468102377e-01,5.366887449882562500e+00,9.287490235254305393e-01
9.817477042468102377e-01,5.497787143782137953e+00,9.397239554539859041e-01
9.817477042468102377e-01,5.628686837681712518e+00,9.494710741935369347e-01
9.817477042468102377e-01,5.759586531581287083e+00,9.577767146733645598e-01
9.817477042468102377e-01,5.890486225480861648e+00,9.644565880848228190e-01
9.817477042468102377e-01,6.021385919380436214e+00,9.693594397035716348e-01
9.817477042468102377e-01,6.152285613280010779e+00,9.723734659891126730e-01
9.817477042468102377e-01,6.283185307179586232e+00,9.734306359974391754e-01
1.047197551196597631e+00,0.000000000000000000e+00,9.784564894833100990e-01
1.047197551196597631e+00,1.308996938995747039e-01,9.774883589024180308e-01
1.047197551196597631e+00,2.617993877991494078e-01,9.744712259061810711e-01
1.047197551196597631e+00,3.926990816987241395e-01,9.694771417015168868e-01
1.047197551196597631e+00,5.235987755982988157e-01,9.626232182030169948e-01
1.047197551196597631e+00,6.544984694978734918e-01,9.540679812432761864e-01
1.047197551196597631e+00,7.853981633974482790e-01,9.440052987343243718e-01
1.047197551196597631e+00,9.162978572970229552e-01,9.326576960343219147e-01
1.047197551196597631e+00,1.047197551196597631e+00,9.202699040771868955e-01
1.047197551196597631e+00,1.178097245096172418e+00,9.071000189234096345e-01
1.047197551196597631e+00,1.308996938995746984e+00,8.934136574864243174e-01
1.047197551196597631e+00,1.439896632895321771e+00,8.794749063878519735e-01
1.047197551196597631e+00,1.570796326794896558e+00,8.655404137806915754e-01
1.047197551196597631e+00,1.701696020694471123e+00,8.518550365534968138e-01
1.047197551196597631e+00,1.832595714594045910e+00,8.386440917046863452e-01
1.047197551196597631e+00,1.963495408493620475e+00,8.261133417407354740e-01
1.047197551196597631e+00,2.094395102393195263e+00,8.144462636557767699e-01
1.047197551196597631e+00,2.225294796292769828e+00,8.038007557177281326e-01
1.047197551196597631e+00,2.356194490192344837e+00,7.943115718757014498e-01
1.047197551196597631e+00,2.487094184091919402e+00,7.860898697261063939e-01
1.047197551196597631e+00,2.617993877991493967e+00,7.792274698448679038e-01
1.047197551196597631e+00,2.748893571891068976e+00,7.737940108884441281e-01
1.047197551196597631e+00,2.879793265790643542e+00,7.698432317803587388e-01
1.047197551196597631e+00,3.010692959690218107e+00,7.674120706474846232e-01
1.047197551196597631e+00,3.141592653589793116e+00,7.665246051487750734e-01
1.047197551196597631e+00,3.272492347489367681e+00,7.671896993009917898e-01
1.047197551196597631e+00,3.403392041388942246e+00,7.694043817545348496e-01
1.047197551196597631e+00,3.534291735288516811e+00,7.731504162788468415e-01
1.047197551196597631e+00,3.665191429188091821e+00,7.783961174903585301e-01
1.047197551196597631e+00,3.796091123087666386e+00,7.850925904548364809e-01
1.047197551196597631e+00,3.926990816987240951e+00,7.931728602653315141e-01
1.047197551196597631e+00,4.057890510886815960e+00,8.025487460964954023e-01
1.047197551196597631e+00,4.188790204786390525e+00,8.131108370821632514e-01
1.047197551196597631e+00,4.319689898685965090e+00,8.247244816610387330e-01
1.047197551196597631e+00,4.450589592585539656e+00,8.372310931828350622e-01
1.047197551196597631e+00,4.581489286485114221e+00,8.504465334522757214e-01
1.047197551196597631e+00,4.712388980384689674e+00,8.641629315639582920e-01
1.047197551196597631e+00,4.843288674284264239e+00,8.781514911290105863e-01
1.047197551196597631e+00,4.974188368183838804e+00,8.921651024642911487e-01
1.047197551196597631e+00,5.105088062083413369e+00,9.059435940662001752e-01
1.047197551196597631e+00,5.235987755982987935e+00,9.192191508760272356e-01
1.047197551196597631e+00,5.366887449882562500e+00,9.317236848516655678e-01
1.047197551196597631e+00,5.497787143782137953e+00,9.431954806163583838e-01
1.047197551196597631e+00,5.628686837681712518e+00,9.533882628411712856e-01
1.047197551196597631e+00,5.759586531581287083e+00,9.620768845459817253e-01
1.047197551196597631e+00,5.890486225480861648e+00,9.690662873519461096e-01
1.047197551196597631e+00,6.021385919380436214e+00,9.741969255585206655e-01
1.047197551196597631e+00,6.152285613280010779e+00,9.773511773074107234e-01
1.047197551196597631e+00,6.283185307179586232e+00,9.784564698452463682e-01
1.112647398146384914e+00,0.000000000000000000e+00,9.829938710761719767e-01
1.112647398146384914e+00,1.308996938995747039e-01,9.819856005278108091e-01
1.112647398146384914e+00,2.617993877991494078e-01,9.788457442387992202e-01
1.112647398146384914e+00,3.926990816987241395e-01,9.736499135617021627e-01
1.112647398146384914e+00,5.235987755982988157e-01,9.665214645855324527e-01
1.112647398146384914e+00,6.544984694978734918e-01,9.576260669544298665e-01
1.112647398146384914e+00,7.853981633974482790e-01,9.471669810656548893e-01
1.112647398146384914e+00,9.162978572970229552e-01,9.353774645640681173e-01
1.112647398146384914e+00,1.047197551196597631e+00,9.225128828964910266e-01
1.112647398146384914e+00,1.178097245096172418e+00,9.088409292568252473e-01
1.112647398146384914e+00,1.308996938995746984e+00,8.946459014541653376e-01
1.112647398146384914e+00,1.439896632895321771e+00,8.801952198915529157e-01
1.112647398146384914e+00,1.570796326794896558e+00,8.657585842275882237e-01
1.112647398146384914e+00,1.701696020694471123e+00,8.515887541932299909e-01
1.112647398146384914e+00,1.832595714594045910e+00,8.379202567176988747e-01
1.112647398146384914e+00,1.963495408493620475e+00,8.249643857553828896e-01
1.112647398146384914e+00,2.094395102393195263e+00,8.129095169633350215e-01
1.112647398146384914e+00,2.225294796292769828e+00,8.019175399904313606e-01
1.112647398146384914e+00,2.356194490192344837e+00,7.921250834047925959e-01
1.112647398146384914e+00,2.487094184091919402e+00,7.836459871676202393e-01
1.112647398146384914e+00,2.617993877991493967e+00,7.765714482667477325e-01
1.112647398146384914e+00,2.748893571891068976e+00,7.709721773539277567e-01
1.112647398146384914e+00,2.879793265790643542e+00,7.669017221527624217e-01
1.112647398146384914e+00,3.010692959690218107e+00,7.643972870353458182e-01
1.112647398146384914e+00,3.141592653589793116e+00,7.634820387280140119e-01
1.112647398146384914e+00,3.272492347489367681e+00,7.641653489764650420e-01
1.112647398146384914e+00,3.403392041388942246e+00,7.664442841086075431e-01
1.112647398146384914e+00,3.534291735288516811e+00,7.703014924724934653e-01
1.112647398146384914e+00,3.665191429188091821e+00,7.757052603955275627e-01
1.112647398146384914e+00,3.796091123087666386e+00,7.826070968550354889e-01
1.112647398146384914e+00,3.926990816987240951e+00,7.909398458338369187e-01
1.112647398146384914e+00,4.057890510886815960e+00,8.006147575809690053e-01
1.112647398146384914e+00,4.188790204786390525e+00,8.115212484310182495e-01
1.112647398146384914e+00,4.319689898685965090e+00,8.235216745188468357e-01
1.112647398146384914e+00,4.450589592585539656e+00,8.364535231526640802e-01
1.112647398146384914e+00,4.581489286485114221e+00,8.501287167414254275e-01
1.112647398146384914e+00,4.712388980384689674e+00,8.643318733543968735e-01
1.112647398146384914e+00,4.843288674284264239e+00,8.788264646730299390e-01
1.112647398146384914e+00,4.974188368183838804e+00,8.933560587538550424e-01
1.112647398146384914e+00,5.105088062083413369e+00,9.076501166397367149e-01
1.112647398146384914e+00,5.235987755982987935e+00,9.214300014856932064e-01
1.112647398146384914e+00,5.366887449882562500e+00,9.344159709942365666e-01
1.112647398146384914e+00,5.497787143782137953e+00,9.463344584016546435e-01
1.112647398146384914e+00,5.628686837681712518e+00,9.569279178286762555e-01
1.112647398146384914e+00,5.759586531581287083e+00,9.659609500759940293e-01
1.112647398146384914e+00,5.890486225480861648e+00,9.732288175111973860e-01
1.112647398146384914e+00,6.021385919380436214e+00,9.785646674765038355e-01
1.112647398146384914e+00,6.152285613280010779e+00,9.818450759519389281e-01
1.112647398146384914e+00,6.283185307179586232e+00,9.829938328411735871e-01
1.178097245096172418e+00,0.000000000000000000e+00,9.870161027914433616e-01
1.178097245096172418e+00,1.308996938995747039e-01,9.859723270285053465e-01
1.178097245096172418e+00,2.617993877991494078e-01,9.827241231971158841e-01
1.178097245096172418e+00,3.926990816987241395e-01,9.773506247658345636e-01
1.178097245096172418e+00,5.235987755982988157e-01,9.699794607858824858e-01
1.178097245096172418e+00,6.544984694978734918e-01,9.607843552516542873e-01
1.178097245096172418e+00,7.853981633974482790e-01,9.499756871364413158e-01
1.178097245096172418e+00,9.162978572970229552e-01,9.377978715774483165e-01
1.178097245096172418e+00,1.047197551196597631e+00,9.245122069341442650e-01
1.178097245096172418e+00,1.178097245096172418e+00,9.104040897494853901e-01
1.178097245096172418e+00,1.308996938995746984e+00,8.957569524347583911e-01
1.178097245096172418e+00,1.439896632895321771e+00,8.808569551361508099e-01
1.178097245096172418e+00,1.570796326794896558e+00,8.659798476540184753e-01
1.178097245096172418e+00,1.701696020694471123e+00,8.513862902243352071e-01
1.178097245096172418e+00,1.832595714594045910e+00,8.373172574814117253e-01
1.178097245096172418e+00,1.963495408493620475e+00,8.239902033729396003e-01
1.178097245096172418e+00,2.094395102393195263e+00,8.115968417876388008e-01
1.178097245096172418e+00,2.225294796292769828e+00,8.003029240401756672e-01
1.178097245096172418e+00,2.356194490192344837e+00,7.902471768576817546e-01
1.178097245096172418e+00,2.487094184091919402e+00,7.815440398908697350e-01
1.178097245096172418e+00,2.617993877991493967e+00,7.742855201025961032e-01
1.178097245096172418e+00,2.748893571891068976e+00,7.685427749652748997e-01
1.178097245096172418e+00,2.879793265790643542e+00,7.643686238539925126e-01
1.178097245096172418e+00,3.010692959690218107e+00,7.618002641409507003e-01
1.178097245096172418e+00,3.141592653589793116e+00,7.608608915102327286e-01
1.178097245096172418e+00,3.272492347489367681e+00,7.615601277476715669e-01
1.178097245096172418e+00,3.403392041388942246e+00,7.638946480952744089e-01
1.178097245096172418e+00,3.534291735288516811e+00,7.678478710392833140e-01
1.178097245096172418e+00,3.665191429188091821e+00,7.733884699515938266e-01
1.178097245096172418e+00,3.796091123087666386e+00,7.804685872938400548e-01
1.178097245096172418e+00,3.926990816987240951e+00,7.890205442963876825e-01
1.178097245096172418e+00,4.057890510886815960e+00,7.989560835558815466e-01
1.178097245096172418e+00,4.188790204786390525e+00,8.101621169312143156e-01
1.178097245096172418e+00,4.319689898685965090e+00,8.225000995337682363e-01
1.178097245096172418e+00,4.450589592585539656e+00,8.358041181590826207e-01
1.178097245096172418e+00,4.581489286485114221e+00,8.498807869516823432e-01
1.178097245096172418e+00,4.712388980384689674e+00,8.645101553463532262e-01
1.178097245096172418e+00,4.843288674284264239e+00,8.794483833455292165e-01
1.178097245096172418e+00,4.974188368183838804e+00,8.944309690046325922e-01
1.178097245096172418e+00,5.105088062083413369e+00,9.091783526747960753e-01
1.178097245096172418e+00,5.235987755982987935e+00,9.234018175108017479e-01
1.178097245096172418e+00,5.366887449882562500e+00,9.368114352707757053e-01
1.178097245096172418e+00,5.497787143782137953e+00,9.491236981595430056e-01
1.178097245096172418e+00,5.628686837681712518e+00,9.600703464150583955e-01
1.178097245096172418e+00,5.759586531581287083e+00,9.694068557658267471e-01
1.178097245096172418e+00,5.890486225480861648e+00,9.769205367427354902e-01
1.178097245096172418e+00,6.021385919380436214e+00,9.824373233928600513e-01
1.178097245096172418e+00,6.152285613280010779e+00,9.858289254514455147e-01
1.178097245096172418e+00,6.283185307179586232e+00,9.870161502832572875e-01
1.243547092045959701e+00,0.000000000000000000e+00,9.904993658979677207e-01
1.243547092045959701e+00,1.308996938995747039e-01,9.894249559755612378e-01
1.243547092045959701e+00,2.617993877991494078e-01,9.860836666380153881e-01
1.243547092045959701e+00,3.926990816987241395e-01,9.805569382065503214e-01
1.243547092045959701e+00,5.235987755982988157e-01,9.729778163684352776e-01
1.243547092045959701e+00,6.544984694978734918e-01,9.635247092833991722e-01
1.243547092045959701e+00,7.853981633974482790e-01,9.524162867163438184e-01
1.243547092045959701e+00,9.162978572970229552e-01,9.399027454678869908e-01
1.243547092045959701e+00,1.047197551196597631e+00,9.262587962129735786e-01
1.243547092045959701e+00,1.178097245096172418e+00,9.117733748932771443e-01
1.243547092045959701e+00,1.308996938995746984e+00,8.967417769093645186e-01
1.243547092045959701e+00,1.439896632895321771e+00,8.814573044126627899e-01
1.243547092045959701e+00,1.570796326794896558e+00,8.662034205615848359e-01
1.243547092045959701e+00,1.701696020694471123e+00,8.512478670410003057e-01
1.243547092045959701e+00,1.832595714594045910e+00,8.368373058648712615e-01
1.243547092045959701e+00,1.963495408493620475e+00,8.231935707980091443e-01
1.243547092045959701e+00,2.094395102393195263e+00,8.105128538546864103e-01
1.243547092045959701e+00,2.225294796292769828e+00,7.989619194889021614e-01
1.243547092045959701e+00,2.356194490192344837e+00,7.886822190752904582e-01
1.243547092045959701e+00,2.487094184091919402e+00,7.797895413423930888e-01
1.243547092045959701e+00,2.617993877991493967e+00,7.723750619488294333e-01
1.243547092045959701e+00,2.748893571891068976e+00,7.665105598863307668e-01
1.243547092045959701e+00,2.879793265790643542e+00,7.622486649369371037e-01
1.243547092045959701e+00,3.010692959690218107e+00,7.596265047959132044e-01
1.243547092045959701e+00,3.141592653589793116e+00,7.586666249748291735e-01
1.243547092045959701e+00,3.272492347489367681e+00,7.593789846117822151e-01
1.243547092045959701e+00,3.403392041388942246e+00,7.617604615279380820e-01
1.243547092045959701e+00,3.534291735288516811e+00,7.657948510960438382e-01
1.243547092045959701e+00,3.665191429188091821e+00,7.714515808012254450e-01
1.243547092045959701e+00,3.796091123087666386e+00,7.786823443821333512e-01
1.243547092045959701e+00,3.926990816987240951e+00,7.874204383913272487e-01
1.243547092045959701e+00,4.057890510886815960e+00,7.975768182116326210e-01
1.243547092045959701e+00,4.188790204786390525e+00,8.090378913398190708e-01
1.243547092045959701e+00,4.319689898685965090e+00,8.216630428226826544e-01
1.243547092045959701e+00,4.450589592585539656e+00,8.352841080685441399e-01
1.243547092045959701e+00,4.581489286485114221e+00,8.497034440663026045e-01
1.243547092045959701e+00,4.712388980384689674e+00,8.646969039101346510e-01
1.243547092045959701e+00,4.843288674284264239e+00,8.800147427769158259e-01
1.243547092045959701e+00,4.974188368183838804e+00,8.953850467829727044e-01
1.243547092045959701e+00,5.105088062083413369e+00,9.105208198151502064e-01
1.243547092045959701e+00,5.235987755982987935e+00,9.251245277686029889e-01
1.243547092045959701e+00,5.366887449882562500e+00,9.388976495845846593e-01
1.243547092045959701e+00,5.497787143782137953e+00,9.515477321627420215e-01
1.243547092045959701e+00,5.628686837681712518e+00,9.627976405024420981e-01
1.243547092045959701e+00,5.759586531581287083e+00,9.723949732204087981e-01
1.243547092045959701e+00,5.890486225480861648e+00,9.801195827968941510e-01
1.243547092045959701e+00,6.021385919380436214e+00,9.857921115143816193e-01
1.243547092045959701e+00,6.152285613280010779e+00,9.892793115822030581e-01
1.243547092045959701e+00,6.283185307179586232e+00,9.904994395111712535e-01
1.308996938995746984e+00,0.000000000000000000e+00,9.934229152998008683e-01
1.308996938995746984e+00,1.308996938995747039e-01,9.923231918753834258e-01
1.308996938995746984e+00,2.617993877991494078e-01,9.889043258979953732e-01
