epsilon,gamma_T,AGF
-5.102040816326530726e-02,4.498432668969443876e-04,9.996153813857902026e-01
-5.102040816326530726e-02,5.689866029018298636e-04,9.995518028264334109e-01
-5.102040816326530726e-02,7.196856730011521675e-04,9.994825680175045690e-01
-5.102040816326530726e-02,9.102981779915217267e-04,9.993815341470663194e-01
-5.102040816326530726e-02,1.151395399326448146e-03,9.993025136947503162e-01
-5.102040816326530726e-02,1.456348477501244378e-03,9.991326514320862939e-01
-5.102040816326530726e-02,1.842069969326716331e-03,9.990030616025638022e-01
-5.102040816326530726e-02,2.329951810515372077e-03,9.987610021228996438e-01
-5.102040816326530726e-02,2.947051702551809708e-03,9.985160660275954614e-01
-5.102040816326530726e-02,3.727593720314941773e-03,9.981267701312662721e-01
-5.102040816326530726e-02,4.714866363457394238e-03,9.976887710937906162e-01
-5.102040816326530726e-02,5.963623316594642357e-03,9.971830329829338702e-01
-5.102040816326530726e-02,7.543120063354623143e-03,9.964490112313956205e-01
-5.102040816326530726e-02,9.540954763499944619e-03,9.954989313710055354e-01
-5.102040816326530726e-02,1.206792640639328847e-02,9.944595772907791620e-01
-5.102040816326530726e-02,1.526417967175233356e-02,9.930123932848299306e-01
-5.102040816326530726e-02,1.930697728883249559e-02,9.915650998473620747e-01
-5.102040816326530726e-02,2.442053094548649744e-02,9.887683731801786280e-01
-5.102040816326530726e-02,3.088843596477484910e-02,9.865099753839685626e-01
-5.102040816326530726e-02,3.906939937054620948e-02,9.833778268534587585e-01
-5.102040816326530726e-02,4.941713361323837872e-02,9.788831593191119618e-01
-5.102040816326530726e-02,6.250551925273975518e-02,9.736097474707017252e-01
-5.102040816326530726e-02,7.906043210907701124e-02,9.672800117681513710e-01
-5.102040816326530726e-02,1.000000000000000056e-01,9.590826979264278629e-01
-4.693877551020408240e-02,9.999999999999999547e-07,9.998011125627119799e-01
-4.693877551020408240e-02,1.264855216855295881e-06,9.998212397015627806e-01
-4.693877551020408240e-02,1.599858719606057360e-06,9.998093773102957327e-01
-4.693877551020408240e-02,2.023589647725155726e-06,9.998188241426667622e-01
-4.693877551020408240e-02,2.559547922699533382e-06,9.998217243895982653e-01
-4.693877551020408240e-02,3.237457542817646685e-06,9.998181332011887301e-01
-4.693877551020408240e-02,4.094915062380427237e-06,9.998205395332145917e-01
-4.693877551020408240e-02,5.179474679231212330e-06,9.998157703446942657e-01
-4.693877551020408240e-02,6.551285568595509496e-06,9.998368993968917984e-01
-4.693877551020408240e-02,8.286427728546842542e-06,9.998449752174097815e-01
-4.693877551020408240e-02,1.048113134154685250e-05,9.998336960008252783e-01
-4.693877551020408240e-02,1.325711365590110898e-05,9.997906646654471929e-01
-4.693877551020408240e-02,1.676832936811009972e-05,9.998064632559318099e-01
-4.693877551020408240e-02,2.120950887920192640e-05,9.998111025100068217e-01
-4.693877551020408240e-02,2.682695795279727390e-05,9.998070879279786771e-01
-4.693877551020408240e-02,3.393221771895329857e-05,9.998026713455615555e-01
-4.693877551020408240e-02,4.291934260128778017e-05,9.998042021878035257e-01
-4.693877551020408240e-02,5.428675439323859403e-05,9.997916553707737464e-01
-4.693877551020408240e-02,6.866488450042998925e-05,9.997877547588923663e-01
-4.693877551020408240e-02,8.685113737513520580e-05,9.997970384251866349e-01
-4.693877551020408240e-02,1.098541141987558346e-04,9.997611898080448478e-01
-4.693877551020408240e-02,1.389495494373137348e-04,9.997731572954493551e-01
-4.693877551020408240e-02,1.757510624854793067e-04,9.997599265709575800e-01
-4.693877551020408240e-02,2.222996482526195465e-04,9.997256646638814637e-01
-4.693877551020408240e-02,2.811768697974231118e-04,9.997183478984006388e-01
-4.693877551020408240e-02,3.556480306223128661e-04,9.996598331779609214e-01
-4.693877551020408240e-02,4.498432668969443876e-04,9.996332773471068300e-01
-4.693877551020408240e-02,5.689866029018298636e-04,9.995769414180124546e-01
-4.693877551020408240e-02,7.196856730011521675e-04,9.994930666756961513e-01
-4.693877551020408240e-02,9.102981779915217267e-04,9.994388115085166557e-01
-4.693877551020408240e-02,1.151395399326448146e-03,9.993005455411894111e-01
-4.693877551020408240e-02,1.456348477501244378e-03,9.991854992423236936e-01
-4.693877551020408240e-02,1.842069969326716331e-03,9.989809844127107707e-01
-4.693877551020408240e-02,2.329951810515372077e-03,9.988294407668973918e-01
-4.693877551020408240e-02,2.947051702551809708e-03,9.985494482920038717e-01
-4.693877551020408240e-02,3.727593720314941773e-03,9.982407495258349694e-01
-4.693877551020408240e-02,4.714866363457394238e-03,9.976894503689162086e-01
-4.693877551020408240e-02,5.963623316594642357e-03,9.973045723874486290e-01
-4.693877551020408240e-02,7.543120063354623143e-03,9.964798116704902675e-01
-4.693877551020408240e-02,9.540954763499944619e-03,9.955868256600016730e-01
-4.693877551020408240e-02,1.206792640639328847e-02,9.943473831293141441e-01
-4.693877551020408240e-02,1.526417967175233356e-02,9.929941410460830786e-01
-4.693877551020408240e-02,1.930697728883249559e-02,9.912502529772482252e-01
-4.693877551020408240e-02,2.442053094548649744e-02,9.887049980359708945e-01
-4.693877551020408240e-02,3.088843596477484910e-02,9.863196443475434894e-01
-4.693877551020408240e-02,3.906939937054620948e-02,9.825636711233520781e-01
-4.693877551020408240e-02,4.941713361323837872e-02,9.792426031694927424e-01
-4.693877551020408240e-02,6.250551925273975518e-02,9.728391744610110914e-01
-4.693877551020408240e-02,7.906043210907701124e-02,9.663808415504137050e-01
-4.693877551020408240e-02,1.000000000000000056e-01,9.594627456277838862e-01
-4.285714285714285754e-02,9.999999999999999547e-07,9.998594128896975963e-01
-4.285714285714285754e-02,1.264855216855295881e-06,9.998383073508240182e-01
-4.285714285714285754e-02,1.599858719606057360e-06,9.998222510615236702e-01
-4.285714285714285754e-02,2.023589647725155726e-06,9.998181903583284180e-01
-4.285714285714285754e-02,2.559547922699533382e-06,9.998269287057882648e-01
-4.285714285714285754e-02,3.237457542817646685e-06,9.998207513177717054e-01
-4.285714285714285754e-02,4.094915062380427237e-06,9.998363560909322434e-01
-4.285714285714285754e-02,5.179474679231212330e-06,9.998306200649952347e-01
-4.285714285714285754e-02,6.551285568595509496e-06,9.998308587105770862e-01
-4.285714285714285754e-02,8.286427728546842542e-06,9.998460049028586871e-01
-4.285714285714285754e-02,1.048113134154685250e-05,9.998304400011562842e-01
-4.285714285714285754e-02,1.325711365590110898e-05,9.998311259049539323e-01
-4.285714285714285754e-02,1.676832936811009972e-05,9.998389464670353055e-01
-4.285714285714285754e-02,2.120950887920192640e-05,9.998170123682327270e-01
-4.285714285714285754e-02,2.682695795279727390e-05,9.998193596711465458e-01
-4.285714285714285754e-02,3.393221771895329857e-05,9.998348871862506870e-01
-4.285714285714285754e-02,4.291934260128778017e-05,9.998211568630673840e-01
-4.285714285714285754e-02,5.428675439323859403e-05,9.997903752237823349e-01
-4.285714285714285754e-02,6.866488450042998925e-05,9.998132364829942498e-01
-4.285714285714285754e-02,8.685113737513520580e-05,9.997748710269219741e-01
-4.285714285714285754e-02,1.098541141987558346e-04,9.997844508390776319e-01
-4.285714285714285754e-02,1.389495494373137348e-04,9.997818685250235982e-01
-4.285714285714285754e-02,1.757510624854793067e-04,9.997619045327487131e-01
-4.285714285714285754e-02,2.222996482526195465e-04,9.997232283236290318e-01
-4.285714285714285754e-02,2.811768697974231118e-04,9.997143057412519740e-01
-4.285714285714285754e-02,3.556480306223128661e-04,9.996677479817475120e-01
-4.285714285714285754e-02,4.498432668969443876e-04,9.996324374702953985e-01
-4.285714285714285754e-02,5.689866029018298636e-04,9.995793965786128332e-01
-4.285714285714285754e-02,7.196856730011521675e-04,9.995210321145310273e-01
-4.285714285714285754e-02,9.102981779915217267e-04,9.994552691122740029e-01
-4.285714285714285754e-02,1.151395399326448146e-03,9.993143526545807953e-01
-4.285714285714285754e-02,1.456348477501244378e-03,9.991843864843474865e-01
-4.285714285714285754e-02,1.842069969326716331e-03,9.990444747196824959e-01
-4.285714285714285754e-02,2.329951810515372077e-03,9.987770731853060635e-01
-4.285714285714285754e-02,2.947051702551809708e-03,9.985103757083723108e-01
-4.285714285714285754e-02,3.727593720314941773e-03,9.982288987994200058e-01
-4.285714285714285754e-02,4.714866363457394238e-03,9.976982869822939026e-01
-4.285714285714285754e-02,5.963623316594642357e-03,9.972031932715990088e-01
-4.285714285714285754e-02,7.543120063354623143e-03,9.965110574233277951e-01
-4.285714285714285754e-02,9.540954763499944619e-03,9.956512751561251706e-01
-4.285714285714285754e-02,1.206792640639328847e-02,9.946707966137201540e-01
-4.285714285714285754e-02,1.526417967175233356e-02,9.932429401543223513e-01
-4.285714285714285754e-02,1.930697728883249559e-02,9.913557653521746227e-01
-4.285714285714285754e-02,2.442053094548649744e-02,9.886103775641065239e-01
-4.285714285714285754e-02,3.088843596477484910e-02,9.860173421039118979e-01
-4.285714285714285754e-02,3.906939937054620948e-02,9.830456608727381473e-01
-4.285714285714285754e-02,4.941713361323837872e-02,9.779992737888376642e-01
-4.285714285714285754e-02,6.250551925273975518e-02,9.723251312776628463e-01
-4.285714285714285754e-02,7.906043210907701124e-02,9.661301684960794667e-01
-4.285714285714285754e-02,1.000000000000000056e-01,9.570968698372176453e-01
-3.877551020408163268e-02,9.999999999999999547e-07,9.998583607265506545e-01
-3.877551020408163268e-02,1.264855216855295881e-06,9.998321505980912738e-01
-3.877551020408163268e-02,1.599858719606057360e-06,9.998323314287530517e-01
-3.877551020408163268e-02,2.023589647725155726e-06,9.998574763103533769e-01
-3.877551020408163268e-02,2.559547922699533382e-06,9.998596601720629584e-01
-3.877551020408163268e-02,3.237457542817646685e-06,9.998405348444110441e-01
-3.877551020408163268e-02,4.094915062380427237e-06,9.998292143638619622e-01
-3.877551020408163268e-02,5.179474679231212330e-06,9.998543574674987333e-01
-3.877551020408163268e-02,6.551285568595509496e-06,9.998428323789215755e-01
-3.877551020408163268e-02,8.286427728546842542e-06,9.998630825997766314e-01
-3.877551020408163268e-02,1.048113134154685250e-05,9.998363594850129266e-01
-3.877551020408163268e-02,1.325711365590110898e-05,9.998588948260751508e-01
-3.877551020408163268e-02,1.676832936811009972e-05,9.998241882703322592e-01
-3.877551020408163268e-02,2.120950887920192640e-05,9.998142020605146341e-01
-3.877551020408163268e-02,2.682695795279727390e-05,9.998596748088404151e-01
-3.877551020408163268e-02,3.393221771895329857e-05,9.998393830109209013e-01
-3.877551020408163268e-02,4.291934260128778017e-05,9.998295308932374503e-01
-3.877551020408163268e-02,5.428675439323859403e-05,9.998243976094398633e-01
-3.877551020408163268e-02,6.866488450042998925e-05,9.998233733765450326e-01
-3.877551020408163268e-02,8.685113737513520580e-05,9.997984407765581061e-01
-3.877551020408163268e-02,1.098541141987558346e-04,9.997948249357871964e-01
-3.877551020408163268e-02,1.389495494373137348e-04,9.998019674422324865e-01
-3.877551020408163268e-02,1.757510624854793067e-04,9.997499421928178753e-01
-3.877551020408163268e-02,2.222996482526195465e-04,9.997375144698917859e-01
-3.877551020408163268e-02,2.811768697974231118e-04,9.997397005956315530e-01
-3.877551020408163268e-02,3.556480306223128661e-04,9.997058230352205976e-01
-3.877551020408163268e-02,4.498432668969443876e-04,9.996206494572138501e-01
-3.877551020408163268e-02,5.689866029018298636e-04,9.995916147547592168e-01
-3.877551020408163268e-02,7.196856730011521675e-04,9.995326605002206044e-01
-3.877551020408163268e-02,9.102981779915217267e-04,9.994655269040987333e-01
-3.877551020408163268e-02,1.151395399326448146e-03,9.993254615389282058e-01
-3.877551020408163268e-02,1.456348477501244378e-03,9.992316074567232365e-01
-3.877551020408163268e-02,1.842069969326716331e-03,9.990404773378824821e-01
-3.877551020408163268e-02,2.329951810515372077e-03,9.987883061469170487e-01
-3.877551020408163268e-02,2.947051702551809708e-03,9.985103017890125665e-01
-3.877551020408163268e-02,3.727593720314941773e-03,9.982649912202464781e-01
-3.877551020408163268e-02,4.714866363457394238e-03,9.977766542099155700e-01
-3.877551020408163268e-02,5.963623316594642357e-03,9.973273003790371627e-01
-3.877551020408163268e-02,7.543120063354623143e-03,9.965334058546487794e-01
-3.877551020408163268e-02,9.540954763499944619e-03,9.954975032515747113e-01
-3.877551020408163268e-02,1.206792640639328847e-02,9.946472702403263977e-01
-3.877551020408163268e-02,1.526417967175233356e-02,9.929475222166991299e-01
-3.877551020408163268e-02,1.930697728883249559e-02,9.908626816344663357e-01
-3.877551020408163268e-02,2.442053094548649744e-02,9.889550956911057344e-01
-3.877551020408163268e-02,3.088843596477484910e-02,9.860208390196187889e-01
-3.877551020408163268e-02,3.906939937054620948e-02,9.831024877003795570e-01
-3.877551020408163268e-02,4.941713361323837872e-02,9.785024400082765750e-01
-3.877551020408163268e-02,6.250551925273975518e-02,9.734990212720867619e-01
-3.877551020408163268e-02,7.906043210907701124e-02,9.662747303225240891e-01
-3.877551020408163268e-02,1.000000000000000056e-01,9.578058777174309757e-01
-3.469387755102040782e-02,9.999999999999999547e-07,9.998684518613824013e-01
-3.469387755102040782e-02,1.264855216855295881e-06,9.998502969904227156e-01
-3.469387755102040782e-02,1.599858719606057360e-06,9.998480735711271494e-01
-3.469387755102040782e-02,2.023589647725155726e-06,9.998610734397403998e-01
-3.469387755102040782e-02,2.559547922699533382e-06,9.998448830258535036e-01
-3.469387755102040782e-02,3.237457542817646685e-06,9.998457631557167158e-01
-3.469387755102040782e-02,4.094915062380427237e-06,9.998483537922722153e-01
-3.469387755102040782e-02,5.179474679231212330e-06,9.998539401475124988e-01
-3.469387755102040782e-02,6.551285568595509496e-06,9.998510874299192386e-01
-3.469387755102040782e-02,8.286427728546842542e-06,9.998250621641537883e-01
-3.469387755102040782e-02,1.048113134154685250e-05,9.998450822580872144e-01
-3.469387755102040782e-02,1.325711365590110898e-05,9.998391602578462489e-01
-3.469387755102040782e-02,1.676832936811009972e-05,9.998409660531462073e-01
-3.469387755102040782e-02,2.120950887920192640e-05,9.998557872465011487e-01
-3.469387755102040782e-02,2.682695795279727390e-05,9.998550620298577440e-01
-3.469387755102040782e-02,3.393221771895329857e-05,9.998258194934983578e-01
-3.469387755102040782e-02,4.291934260128778017e-05,9.998360784263813361e-01
-3.469387755102040782e-02,5.428675439323859403e-05,9.998312340338989523e-01
-3.469387755102040782e-02,6.866488450042998925e-05,9.998268376344024988e-01
-3.469387755102040782e-02,8.685113737513520580e-05,9.998123250806493223e-01
-3.469387755102040782e-02,1.098541141987558346e-04,9.998076150790352612e-01
-3.469387755102040782e-02,1.389495494373137348e-04,9.997997322635040485e-01
-3.469387755102040782e-02,1.757510624854793067e-04,9.997755642561986233e-01
-3.469387755102040782e-02,2.222996482526195465e-04,9.997475481974340550e-01
-3.469387755102040782e-02,2.811768697974231118e-04,9.997253430882129255e-01
-3.469387755102040782e-02,3.556480306223128661e-04,9.997004652258121293e-01
-3.469387755102040782e-02,4.498432668969443876e-04,9.996637050417972459e-01
-3.469387755102040782e-02,5.689866029018298636e-04,9.996018204916071737e-01
-3.469387755102040782e-02,7.196856730011521675e-04,9.995329746659458170e-01
-3.469387755102040782e-02,9.102981779915217267e-04,9.994695116079800323e-01
-3.469387755102040782e-02,1.151395399326448146e-03,9.993051248034093836e-01
-3.469387755102040782e-02,1.456348477501244378e-03,9.992236584329234894e-01
-3.469387755102040782e-02,1.842069969326716331e-03,9.990439921321834227e-01
-3.469387755102040782e-02,2.329951810515372077e-03,9.987834358360531128e-01
-3.469387755102040782e-02,2.947051702551809708e-03,9.984700267387098815e-01
-3.469387755102040782e-02,3.727593720314941773e-03,9.981955173009392501e-01
-3.469387755102040782e-02,4.714866363457394238e-03,9.977106276480156577e-01
-3.469387755102040782e-02,5.963623316594642357e-03,9.970811629575092594e-01
-3.469387755102040782e-02,7.543120063354623143e-03,9.964886282053311284e-01
-3.469387755102040782e-02,9.540954763499944619e-03,9.954463616728336239e-01
-3.469387755102040782e-02,1.206792640639328847e-02,9.943642189433472556e-01
-3.469387755102040782e-02,1.526417967175233356e-02,9.929084479650431838e-01
-3.469387755102040782e-02,1.930697728883249559e-02,9.914051718212125719e-01
-3.469387755102040782e-02,2.442053094548649744e-02,9.892348991865668184e-01
-3.469387755102040782e-02,3.088843596477484910e-02,9.865041212226322020e-01
-3.469387755102040782e-02,3.906939937054620948e-02,9.820649652912303296e-01
-3.469387755102040782e-02,4.941713361323837872e-02,9.789235143855516963e-01
-3.469387755102040782e-02,6.250551925273975518e-02,9.736037089677089806e-01
-3.469387755102040782e-02,7.906043210907701124e-02,9.642174649190916602e-01
-3.469387755102040782e-02,1.000000000000000056e-01,9.571973543545729823e-01
-3.061224489795918990e-02,9.999999999999999547e-07,9.998429469970343542e-01
-3.061224489795918990e-02,1.264855216855295881e-06,9.998539853765907592e-01
-3.061224489795918990e-02,1.599858719606057360e-06,9.998679784171844442e-01
-3.061224489795918990e-02,2.023589647725155726e-06,9.998867400144526574e-01
-3.061224489795918990e-02,2.559547922699533382e-06,9.998577867015753240e-01
-3.061224489795918990e-02,3.237457542817646685e-06,9.998717428518523187e-01
-3.061224489795918990e-02,4.094915062380427237e-06,9.998532959766157635e-01
-3.061224489795918990e-02,5.179474679231212330e-06,9.998584142996600477e-01
-3.061224489795918990e-02,6.551285568595509496e-06,9.998550925014874080e-01
-3.061224489795918990e-02,8.286427728546842542e-06,9.998556761590287056e-01
-3.061224489795918990e-02,1.048113134154685250e-05,9.998686002774620496e-01
-3.061224489795918990e-02,1.325711365590110898e-05,9.998634956865132262e-01
-3.061224489795918990e-02,1.676832936811009972e-05,9.998537033424661491e-01
-3.061224489795918990e-02,2.120950887920192640e-05,9.998535945047299922e-01
-3.061224489795918990e-02,2.682695795279727390e-05,9.998398746179784080e-01
-3.061224489795918990e-02,3.393221771895329857e-05,9.998257524510606453e-01
-3.061224489795918990e-02,4.291934260128778017e-05,9.998378392200433229e-01
-3.061224489795918990e-02,5.428675439323859403e-05,9.998366296011047538e-01
-3.061224489795918990e-02,6.866488450042998925e-05,9.998248462336535303e-01
-3.061224489795918990e-02,8.685113737513520580e-05,9.998065015167456604e-01
-3.061224489795918990e-02,1.098541141987558346e-04,9.998146678640422724e-01
-3.061224489795918990e-02,1.389495494373137348e-04,9.998100962478502218e-01
-3.061224489795918990e-02,1.757510624854793067e-04,9.997857266176386482e-01
-3.061224489795918990e-02,2.222996482526195465e-04,9.997740422410267280e-01
-3.061224489795918990e-02,2.811768697974231118e-04,9.997409921244421183e-01
-3.061224489795918990e-02,3.556480306223128661e-04,9.997130510247067559e-01
-3.061224489795918990e-02,4.498432668969443876e-04,9.996598475547961993e-01
-3.061224489795918990e-02,5.689866029018298636e-04,9.996329484009364164e-01
-3.061224489795918990e-02,7.196856730011521675e-04,9.995514641114217058e-01
-3.061224489795918990e-02,9.102981779915217267e-04,9.994585521218177782e-01
-3.061224489795918990e-02,1.151395399326448146e-03,9.993631493545680478e-01
-3.061224489795918990e-02,1.456348477501244378e-03,9.992072861280369978e-01
-3.061224489795918990e-02,1.842069969326716331e-03,9.990300395295009794e-01
-3.061224489795918990e-02,2.329951810515372077e-03,9.988232261244082144e-01
-3.061224489795918990e-02,2.947051702551809708e-03,9.985915428344435130e-01
-3.061224489795918990e-02,3.727593720314941773e-03,9.982640385373027225e-01
-3.061224489795918990e-02,4.714866363457394238e-03,9.978009702391393843e-01
-3.061224489795918990e-02,5.963623316594642357e-03,9.972880607326628510e-01
-3.061224489795918990e-02,7.543120063354623143e-03,9.963712639011061967e-01
-3.061224489795918990e-02,9.540954763499944619e-03,9.957856478128443989e-01
-3.061224489795918990e-02,1.206792640639328847e-02,9.942470560934545398e-01
-3.061224489795918990e-02,1.526417967175233356e-02,9.929694290463677575e-01
-3.061224489795918990e-02,1.930697728883249559e-02,9.913571699485429489e-01
-3.061224489795918990e-02,2.442053094548649744e-02,9.895173045041810722e-01
-3.061224489795918990e-02,3.088843596477484910e-02,9.869563109818814128e-01
-3.061224489795918990e-02,3.906939937054620948e-02,9.834666540662854173e-01
-3.061224489795918990e-02,4.941713361323837872e-02,9.784678778210488259e-01
-3.061224489795918990e-02,6.250551925273975518e-02,9.716589890479525593e-01
-3.061224489795918990e-02,7.906043210907701124e-02,9.661117367839610059e-01
-3.061224489795918990e-02,1.000000000000000056e-01,9.584514213939943073e-01
-2.653061224489795811e-02,9.999999999999999547e-07,9.998884240613199470e-01
-2.653061224489795811e-02,1.264855216855295881e-06,9.998551037963071542e-01
-2.653061224489795811e-02,1.599858719606057360e-06,9.998656755129060603e-01
-2.653061224489795811e-02,2.023589647725155726e-06,9.998656948087161211e-01
-2.653061224489795811e-02,2.559547922699533382e-06,9.998667214349363785e-01
-2.653061224489795811e-02,3.237457542817646685e-06,9.998622500362308596e-01
-2.653061224489795811e-02,4.094915062380427237e-06,9.998477328325167113e-01
-2.653061224489795811e-02,5.179474679231212330e-06,9.998605308668676583e-01
-2.653061224489795811e-02,6.551285568595509496e-06,9.998422084712755842e-01
-2.653061224489795811e-02,8.286427728546842542e-06,9.998630485045397753e-01
-2.653061224489795811e-02,1.048113134154685250e-05,9.998615035213509472e-01
-2.653061224489795811e-02,1.325711365590110898e-05,9.998583626752716169e-01
-2.653061224489795811e-02,1.676832936811009972e-05,9.998496222534195566e-01
-2.653061224489795811e-02,2.120950887920192640e-05,9.998446122126481983e-01
-2.653061224489795811e-02,2.682695795279727390e-05,9.998597142888562272e-01
-2.653061224489795811e-02,3.393221771895329857e-05,9.998329765417141024e-01
-2.653061224489795811e-02,4.291934260128778017e-05,9.998597288754276224e-01
-2.653061224489795811e-02,5.428675439323859403e-05,9.998557988342223757e-01
-2.653061224489795811e-02,6.866488450042998925e-05,9.998452778634274729e-01
-2.653061224489795811e-02,8.685113737513520580e-05,9.998262033722178366e-01
-2.653061224489795811e-02,1.098541141987558346e-04,9.998272621325319243e-01
-2.653061224489795811e-02,1.389495494373137348e-04,9.998104997991735798e-01
-2.653061224489795811e-02,1.757510624854793067e-04,9.998103806413451977e-01
-2.653061224489795811e-02,2.222996482526195465e-04,9.997819915579765349e-01
-2.653061224489795811e-02,2.811768697974231118e-04,9.997324166697250103e-01
-2.653061224489795811e-02,3.556480306223128661e-04,9.997011003899696213e-01
-2.653061224489795811e-02,4.498432668969443876e-04,9.996608648845998202e-01
-2.653061224489795811e-02,5.689866029018298636e-04,9.996237489876270699e-01
-2.653061224489795811e-02,7.196856730011521675e-04,9.995461432503535137e-01
-2.653061224489795811e-02,9.102981779915217267e-04,9.994395927722634632e-01
-2.653061224489795811e-02,1.151395399326448146e-03,9.993408001619844550e-01
-2.653061224489795811e-02,1.456348477501244378e-03,9.992117979742306533e-01
-2.653061224489795811e-02,1.842069969326716331e-03,9.990673065311057588e-01
-2.653061224489795811e-02,2.329951810515372077e-03,9.988160211889482998e-01
-2.653061224489795811e-02,2.947051702551809708e-03,9.985967544079922265e-01
-2.653061224489795811e-02,3.727593720314941773e-03,9.981752412120870055e-01
-2.653061224489795811e-02,4.714866363457394238e-03,9.977723771152804400e-01
-2.653061224489795811e-02,5.963623316594642357e-03,9.971957079329967222e-01
-2.653061224489795811e-02,7.543120063354623143e-03,9.964121439385839052e-01
-2.653061224489795811e-02,9.540954763499944619e-03,9.956383559641536207e-01
-2.653061224489795811e-02,1.206792640639328847e-02,9.944706152241451491e-01
-2.653061224489795811e-02,1.526417967175233356e-02,9.928851395229598698e-01
-2.653061224489795811e-02,1.930697728883249559e-02,9.912233147754279106e-01
-2.653061224489795811e-02,2.442053094548649744e-02,9.894599430073387492e-01
-2.653061224489795811e-02,3.088843596477484910e-02,9.861205942926858370e-01
-2.653061224489795811e-02,3.906939937054620948e-02,9.826045793358292313e-01
-2.653061224489795811e-02,4.941713361323837872e-02,9.783701460962016538e-01
-2.653061224489795811e-02,6.250551925273975518e-02,9.723675038422981975e-01
-2.653061224489795811e-02,7.906043210907701124e-02,9.666725687875376005e-01
-2.653061224489795811e-02,1.000000000000000056e-01,9.565514208924298378e-01
-2.244897959183672631e-02,9.999999999999999547e-07,9.998742428091993428e-01
-2.244897959183672631e-02,1.264855216855295881e-06,9.998570352348477019e-01
-2.244897959183672631e-02,1.599858719606057360e-06,9.998665916693290079e-01
-2.244897959183672631e-02,2.023589647725155726e-06,9.998498055820812525e-01
-2.244897959183672631e-02,2.559547922699533382e-06,9.998760954074651375e-01
-2.244897959183672631e-02,3.237457542817646685e-06,9.998637236180479837e-01
-2.244897959183672631e-02,4.094915062380427237e-06,9.998490558805720463e-01
-2.244897959183672631e-02,5.179474679231212330e-06,9.998735329028022312e-01
-2.244897959183672631e-02,6.551285568595509496e-06,9.998800222007246941e-01
-2.244897959183672631e-02,8.286427728546842542e-06,9.998583283544779654e-01
-2.244897959183672631e-02,1.048113134154685250e-05,9.998621014201917179e-01
-2.244897959183672631e-02,1.325711365590110898e-05,9.998624631205550450e-01
-2.244897959183672631e-02,1.676832936811009972e-05,9.998684866747841182e-01
-2.244897959183672631e-02,2.120950887920192640e-05,9.998547533585570024e-01
-2.244897959183672631e-02,2.682695795279727390e-05,9.998538203631528454e-01
-2.244897959183672631e-02,3.393221771895329857e-05,9.998423076624125549e-01
-2.244897959183672631e-02,4.291934260128778017e-05,9.998379505966440428e-01
-2.244897959183672631e-02,5.428675439323859403e-05,9.998504800934456815e-01
-2.244897959183672631e-02,6.866488450042998925e-05,9.998263878990623077e-01
-2.244897959183672631e-02,8.685113737513520580e-05,9.998344357284243422e-01
-2.244897959183672631e-02,1.098541141987558346e-04,9.998304026949925705e-01
-2.244897959183672631e-02,1.389495494373137348e-04,9.998153069570716589e-01
-2.244897959183672631e-02,1.757510624854793067e-04,9.997807608422581982e-01
-2.244897959183672631e-02,2.222996482526195465e-04,9.997686334811821673e-01
-2.244897959183672631e-02,2.811768697974231118e-04,9.997328819192949911e-01
-2.244897959183672631e-02,3.556480306223128661e-04,9.996923147920128150e-01
-2.244897959183672631e-02,4.498432668969443876e-04,9.996875995631132605e-01
-2.244897959183672631e-02,5.689866029018298636e-04,9.996116169862774292e-01
-2.244897959183672631e-02,7.196856730011521675e-04,9.995538955540880233e-01
-2.244897959183672631e-02,9.102981779915217267e-04,9.994736213427689586e-01
-2.244897959183672631e-02,1.151395399326448146e-03,9.993493937015718309e-01
-2.244897959183672631e-02,1.456348477501244378e-03,9.992542288945474027e-01
-2.244897959183672631e-02,1.842069969326716331e-03,9.991117679414354136e-01
-2.244897959183672631e-02,2.329951810515372077e-03,9.988515450433174125e-01
-2.244897959183672631e-02,2.947051702551809708e-03,9.985394365624900015e-01
-2.244897959183672631e-02,3.727593720314941773e-03,9.981191631050392310e-01
-2.244897959183672631e-02,4.714866363457394238e-03,9.978646273961564450e-01
-2.244897959183672631e-02,5.963623316594642357e-03,9.973328257800830876e-01
-2.244897959183672631e-02,7.543120063354623143e-03,9.965715183131683697e-01
-2.244897959183672631e-02,9.540954763499944619e-03,9.957719732151764092e-01
-2.244897959183672631e-02,1.206792640639328847e-02,9.945150522569771168e-01
-2.244897959183672631e-02,1.526417967175233356e-02,9.933044326435446214e-01
-2.244897959183672631e-02,1.930697728883249559e-02,9.914824796927428352e-01
-2.244897959183672631e-02,2.442053094548649744e-02,9.888664018538597666e-01
-2.244897959183672631e-02,3.088843596477484910e-02,9.862502529680490237e-01
-2.244897959183672631e-02,3.906939937054620948e-02,9.828201207109384940e-01
-2.244897959183672631e-02,4.941713361323837872e-02,9.785672529678709486e-01
-2.244897959183672631e-02,6.250551925273975518e-02,9.726062453418627962e-01
-2.244897959183672631e-02,7.906043210907701124e-02,9.652887562690188883e-01
-2.244897959183672631e-02,1.000000000000000056e-01,9.582582229329829060e-01
-1.836734693877550839e-02,9.999999999999999547e-07,9.998645450458333306e-01
-1.836734693877550839e-02,1.264855216855295881e-06,9.998802529225885305e-01
-1.836734693877550839e-02,1.599858719606057360e-06,9.998588588484103035e-01
